_EF_ZIP_CODE_REF_EZ.CITY_NAME,V_EF_ZIP_CODE_REF_EZ.COUNTY_NAME,V_EF_ZIP_CODE_REF_EZ.STATE_ABBR,V_EF_ZIP_CODE_REF_EZ.ZIP_CODE
MAPLES,ALLEN,IN,46816
MARCELLINE,ADAMS,IL,62376
MARCOE,JEFFERSON,IL,62864
MARIETTA,FULTON,IL,61459
MARION,MARION,KS,66861
MARKSVILLE,AVOYELLES,LA,71351
MARS HILL,MARION,IN,46241
MARTHA,LAWRENCE,KY,41159
MARTIN,MCLEAN,IL,61728
MARY ALICE HENRY,COOK,IL,60624
MARYLAND,VIGO,IN,47802
MARYSVILLE,MARSHALL,KS,66555
MARYVILLE,MADISON,IL,62062
MATTESON,COOK,IL,60443
MATTOON,CRITTENDEN,KY,42064
MAUCKPORT,HARRISON,IN,47142
MAYBERRY,HAMILTON,IL,62817
MAYWOOD,MARION,IN,46241
MC CONNELL AFB,SEDGWICK,KS,67221
MC FARLAND,WABAUNSEE,KS,66501
MC PHERSON,MCPHERSON,KS,67460
MC ROBERTS,LETCHER,KY,41835
MCHENRY,OHIO,KY,42354
MCPHERSON,MCPHERSON,KS,67460
MCQUADY,BRECKINRIDGE,KY,40153
MCVEY,MACOUPIN,IL,62640
MCVILLE,BOONE,KY,41005
MEADOWOOD ESTATES,MADISON,IN,46036
MECCA,PARKE,IN,47860
MEEKER,RAPIDES,LA,71346
MELDER,RAPIDES,LA,71433
MELVILLE,SAINT LANDRY,LA,71353
MENTOR,SALINE,KS,67416
MER ROUGE,MOREHOUSE,LA,71261
MERRIAM,JOHNSON,KS,66204
MERRILLVILLE,LAKE,IN,46411
MERRIONETTE PARK,COOK,IL,60655
MERRYVILLE,BEAUREGARD,LA,70653
METAIRIE,JEFFERSON,LA,70003
METAIRIE,JEFFERSON,LA,70010
METAIRIE,JEFFERSON,LA,70060
METZ,STEUBEN,IN,46703
MIGRATE,FAYETTE,KY,41904
MILAN CENTER,ALLEN,IN,46774
MILLERSTOWN,GRAYSON,KY,42726
MILLIKIN,EAST CARROLL,LA,71254
MILO,STARK,IL,61421
MILROY,RUSH,IN,46156
MINORSVILLE,SCOTT,KY,40379
MISSION WOODS,JOHNSON,KS,66205
MITCH,WASHINGTON,LA,70427
MONROE,OUACHITA,LA,71201
MONROE,OUACHITA,LA,71202
MONROE,OUACHITA,LA,71207
MONROE,OUACHITA,LA,71209
MONROE CENTER,OGLE,IL,61052
MONROE CITY,MONROE,IL,62298
MONTEZUMA,GRAY,KS,67867
MONTGOMERY WARDS,JOHNSON,KS,66279
MONTICELLO,EAST CARROLL,LA,71254
MONTROSE,NATCHITOCHES,LA,71452
MORGAN CITY,SAINT MARY,LA,70381
MORO,MADISON,IL,62067
MORRIS FORK,OWSLEY,KY,41314
MORTON GROVE,COOK,IL,60053
MOUND,MADISON,LA,71282
MOUNDS,PULASKI,IL,62964
MOUNT AIRY,ST JOHN THE BAPTIST,LA,70051
MOUNT OLIVET,ROBERTSON,KY,41064
MOUNT PALATINE,LA SALLE,IL,61334
MOUNT VERNON,JEFFERSON,IL,62864
MOUNT ZION,LINCOLN,LA,71235
MOUNT ZION,MACON,IL,62549
MOZELLE,LESLIE,KY,40858
MT MERIDIAN,PUTNAM,IN,46135
MULTI HIGH VOLUME FIRMS,COOK,IL,60196
MULVANE,SUMNER,KS,67110
MUNCIE,DELAWARE,IN,47305
MUREN,PIKE,IN,47598
MUSCOTAH,ATCHISON,KS,66058
NAPERVILLE,WILL,IL,60564
NARKA,REPUBLIC,KS,66960
NASHVILLE,WASHINGTON,IL,62263
NATALBANY,TANGIPAHOA,LA,70451
NATCHITOCHES,NATCHITOCHES,LA,71497
NATIONAL CITY BANK,JEFFERSON,KY,40289
NEADMORE,CLARK,IL,62442
NEAFUS,GRAYSON,KY,42721
NEEDMORE,LAWRENCE,IN,47421
NEKOMA,HENRY,IL,61490
NELSE,PIKE,KY,41501
NESS CITY,NESS,KS,67560
NEW BURLINGTON,DELAWARE,IN,47302
NEW CARLISLE,ST JOSEPH,IN,46552
NEW COLUMBIA,JOHNSON,IL,62943
NEW DOUGLAS,MADISON,IL,62074
NEW HAVEN,GALLATIN,IL,62867
NEW MARION,RIPLEY,IN,47023
NEW MAYSVILLE,PUTNAM,IN,46172
NEW ORLEANS,ORLEANS,LA,70125
NEW ORLEANS,ORLEANS,LA,70164
NEW ORLEANS,ORLEANS,LA,70167
NEW ORLEANS,ORLEANS,LA,70170
NEW ORLEANS,ORLEANS,LA,70176
NEW PARIS,ELKHART,IN,46553
NEW TRENTON,FRANKLIN,IN,47035
NEW VERDA,GRANT,LA,71454
NEW VERDA COMMUNITY,WINN,LA,71404
NEW WINDSOR,MERCER,IL,61465
NEWPORT,VERMILLION,IN,47966
NIANTIC,MACON,IL,62551
NICHOLSON,KENTON,KY,41051
NICKERSON,RENO,KS,67561
NILES,DELAWARE,IN,47338
NINETEEN,OHIO,KY,42320
NINEVEH,JOHNSON,IN,46164
NORA,HAMILTON,IN,46280
NORCO,SAINT CHARLES,LA,70079
NORMANDY,BUREAU,IL,61376
NORTH CHICAGO,LAKE,IL,60088
NORTH HAMPTON,PEORIA,IL,61523
NORTH HAYDEN,LAKE,IN,46356
NORTH OAKS,WELLS,IN,46714
NORTH WEBSTER,KOSCIUSKO,IN,46555
NORTHBROOK,COOK,IL,60062
NORTHEAST,ORANGE,IN,47452
NORTHPINE ESTATES,PARKE,IN,47874
NSU,NATCHITOCHES,LA,71457
OAK BROOK,DU PAGE,IL,60561
OAK GROVE,CAMERON,LA,70632
OAK GROVE,ROCK ISLAND,IL,61264
OAK LAWN,COOK,IL,60455
OAK LAWN,COOK,IL,60456
OAK LAWN,COOK,IL,60458
OAKBROOK TERRACE,DU PAGE,IL,60181
OAKLAND,UNION,LA,71260
OAKWOOD SHORES,STEUBEN,IN,46742
OATVILLE,SEDGWICK,KS,67215
OCOYA,LIVINGSTON,IL,61764
ODON,DAVIESS,IN,47562
OFFUTT,JOHNSON,KY,41240
OGDEN DUNES,PORTER,IN,46368
OGDEN PARK,COOK,IL,60636
OIL,PERRY,IN,47576
OIL VALLEY,WAYNE,KY,42633
OLD BERLIN,SANGAMON,IL,62670
OLD LANDING,LEE,KY,41311
OLD SHAWNEETOWN,GALLATIN,IL,62984
OLMSTEAD,LOGAN,KY,42265
ONTARIO STREET,COOK,IL,60611
OOLITIC,LAWRENCE,IN,47451
OP,JOHNSON,KS,66203
OPELOUSAS,SAINT LANDRY,LA,70571
OREANA,MACON,IL,62554
ORLAND,STEUBEN,IN,46776
ORLAND PARK,COOK,IL,60467
OSCAR,POINTE COUPEE,LA,70762
OSGOOD,RIPLEY,IN,47037
OSWEGO,LABETTE,KS,67356
OTTERBEIN,BENTON,IN,47970
OTTERVILLE,JERSEY,IL,62037
OVERLAND PARK,JOHNSON,KS,66201
OVERLAND PARK,JOHNSON,KS,66212
OVERLAND PARK,JOHNSON,KS,66283
OWEN,GRANT,KY,41010
OXFORD,SUMNER,KS,67119
PADERBORN,MONROE,IL,62298
PADUCAH,MCCRACKEN,KY,42003
PAINEVILLE,WILLIAMSON,IL,62948
PALESTINE,CRAWFORD,IL,62451
PALMER,CHRISTIAN,IL,62556
PALOS PARK,COOK,IL,60464
PANAMA,MONTGOMERY,IL,62077
PAOLI,ORANGE,IN,47454
PARADISE,RUSSELL,KS,67658
PARK CITY,LAKE,IL,60085
PATSEY,POWELL,KY,40380
PEABODY,MARION,KS,66866
PEASON,SABINE,LA,71429
PEKIN,TAZEWELL,IL,61554
PELZER,WARRICK,IN,47601
PEORIA,PEORIA,IL,61615
PEORIA,PEORIA,IL,61632
PEORIA,PEORIA,IL,61641
PERRYVILLE,MOREHOUSE,LA,71220
PERU,CASS,IN,46970
PERU,CHAUTAUQUA,KS,67360
PHELPS,PIKE,KY,41553
PHYLLIS,PIKE,KY,41554
PIGEON,SPENCER,IN,47523
PIKEVILLE,PIKE,KY,41502
PINE PRAIRIE,EVANGELINE,LA,70576
PINE TOP,KNOTT,KY,41843
PINEVILLE,BELL,KY,40977
PISO,PIKE,KY,41501
PITTSBURG,LAUREL,KY,40755
PLAINVILLE,ADAMS,IL,62365
PLANK,CLAY,KY,40962
PLEASANT LAKE,STEUBEN,IN,46779
PLEASANT PLAIN,HUNTINGTON,IN,46792
PLEASANT VIEW,SCHUYLER,IL,62681
PLUM SPRINGS,WARREN,KY,42101
PNC BANK,JEFFERSON,KY,40297
POINT,UNION,LA,71234
PONCHATOULA,TANGIPAHOA,LA,70454
POPCORN,LAWRENCE,IN,47462
POPLAR FLAT,LEWIS,KY,41189
POTTER,ATCHISON,KS,66077
POWERSVILLE,BRACKEN,KY,41004
POYDRAS,SAINT BERNARD,LA,70085
PRAIRIETON,VIGO,IN,47870
PRINCETON,FRANKLIN,KS,66078
PROSPECT HTS,COOK,IL,60070
PT A LA HACHE,PLAQUEMINES,LA,70082
PUEBLO,WAYNE,KY,42633
QUEENSVILLE,JENNINGS,IN,47265
QUINCY,ADAMS,IL,62306
QUIVIRA,JOHNSON,KS,66217
RACELAND,TERREBONNE,LA,70364
RADIUM,PAWNEE,KS,67550
RANSOM,NESS,KS,67572
RANTOUL,CHAMPAIGN,IL,61866
RAPIDS CITY,ROCK ISLAND,IL,61278
RARITAN,HENDERSON,IL,61471
RAVENSWOOD,COOK,IL,60625
RAYMOND,BRECKINRIDGE,KY,40176
RED CHUTE,BOSSIER,LA,71037
REDFIELD,BOURBON,KS,66769
REEVES,ALLEN,LA,70658
REGGIO,SAINT BERNARD,LA,70085
REMINGTON,JASPER,IN,47977
RESERVE,ST JOHN THE BAPTIST,LA,70084
REXFORD,THOMAS,KS,67753
REYNOLDS,ROCK ISLAND,IL,61279
RIBOLT,LEWIS,KY,41189
RICHARDSON,LAWRENCE,KY,41230
RICHFIELD,MORTON,KS,67953
RICHMOND,MCHENRY,IL,60071
RICHMOND,WAYNE,IN,47374
RIDOTT,STEPHENSON,IL,61067
RINGGOLD,BIENVILLE,LA,71068
RIO,KNOX,IL,61472
RIPLEY,BROWN,IL,62353
RITNER,WAYNE,KY,42633
RIVER FOREST,COOK,IL,60305
RIVER RIDGE,JEFFERSON,LA,70123
RIVERTON,SULLIVAN,IN,47861
RIVERWOODS,LAKE,IL,60015
ROACHES,JEFFERSON,IL,62898
ROBBINS,COOK,IL,60472
ROBERTSDALE,LAKE,IN,46394
ROBY,SANGAMON,IL,62545
ROCHESTER,FULTON,IN,46975
ROCK FALLS,WHITESIDE,IL,61071
ROCKFIELD,WARREN,KY,42274
ROCKFORD,WINNEBAGO,IL,61111
ROCKFORD,WINNEBAGO,IL,61112
ROCKFORD,WINNEBAGO,IL,61114
ROCKHOLDS,WHITLEY,KY,40759
ROCKY HILL,EDMONSON,KY,42163
ROME CITY,NOBLE,IN,46784
ROOKS CREEK,LIVINGSTON,IL,61764
ROOSEVELT,EAST CARROLL,LA,71276
ROSE HILL GARDENS,VIGO,IN,47805
ROSEBURG,UNION,IN,47353
ROSEDALE,VIGO,IN,47874
ROSEFIELD,PEORIA,IL,61529
ROSEHILL,BUTLER,KS,67133
ROSELAND,TANGIPAHOA,LA,70456
ROUND LK BCH,LAKE,IL,60073
ROUND LK HTS,LAKE,IL,60073
ROUND LK PARK,LAKE,IL,60073
ROYAL LAKE,CLINTON,IL,62231
ROYAL LAKES,MACOUPIN,IL,62685
ROYALTON,MAGOFFIN,KY,41464
ROZETTA,WARREN,IL,61447
RUBY,RAPIDES,LA,71365
RUMSEY,MCLEAN,KY,42371
RUSHVILLE,RUSH,IN,46146
RUSSELL SPGS,LOGAN,KS,67764
RUSTON,LINCOLN,LA,71272
RUTLAND,LA SALLE,IL,61358
RYLAND,KENTON,KY,41015
SABETHA,NEMAHA,KS,66534
SAINT BERNARD,SAINT BERNARD,LA,70085
SAINT GABRIEL,IBERVILLE,LA,70776
SAINT JOHN,LAKE,IN,46373
SAINT MARYS,ST JOSEPH,IN,46556
SAINT PAUL,FAYETTE,IL,62880
SAINT PAUL,LEWIS,KY,41166
SALEM CENTER,STEUBEN,IN,46747
SALT LICK,BATH,KY,40371
SALVISA,MERCER,KY,40372
SANDGAP,JACKSON,KY,40481
SANTA CLAUS,SPENCER,IN,47579
SANTA FE,CLINTON,IL,62218
SCHAUMBURG,COOK,IL,60194
SCHAUMBURG,COOK,IL,60195
SCHILLER PARK,COOK,IL,60176
SCIPIO,JENNINGS,IN,47273
SCIRCLEVILLE,CLINTON,IN,46066
SCOTLANDVILLE,EAST BATON ROUGE,LA,70807
SCOTT,LAFAYETTE,LA,70583
SCOTTVILLE,MACOUPIN,IL,62683
SEATONVILLE,BUREAU,IL,61359
SEDALIA,GRAVES,KY,42079
SHAFTER,FAYETTE,IL,62471
SHALE CITY,MERCER,IL,61231
SHAMROCK,NATCHITOCHES,LA,71469
SHARED FIRM ZIP,JEFFERSON,KY,40290
SHARKEY,FLEMING,KY,41049
SHARON SPGS,WALLACE,KS,67758
SHAWNEE,JOHNSON,KS,66214
SHAWNEE,JOHNSON,KS,66219
SHAWNEE MISSION,JOHNSON,KS,66213
SHAWNEE MISSION,JOHNSON,KS,66221
SHAWNEE MISSION,JOHNSON,KS,66222
SHAWNEE MISSION,JOHNSON,KS,66226
SHAWNEE MISSION,JOHNSON,KS,66250
SHELBIANA,PIKE,KY,41562
SHELL POINT,GRANT,LA,71454
SHERIDAN,HAMILTON,IN,46069
SHERRARD,MERCER,IL,61281
SHOAL,LESLIE,KY,41730
SHONGALOO,WEBSTER,LA,71072
SHREVEPORT,CADDO,LA,71103
SHREVEPORT,CADDO,LA,71106
SHREVEPORT,CADDO,LA,71133
SHREVEPORT,CADDO,LA,71137
SILVERHILL,MORGAN,KY,41472
SILVIS,ROCK ISLAND,IL,61282
SIMMESPORT,AVOYELLES,LA,71369
SIMS,CHEROKEE,KS,66713
SIMS,GRANT,IN,46986
SKOKIE,COOK,IL,60077
SLADE,POWELL,KY,40376
SLOAN,FLOYD,KY,41653
SLU,TANGIPAHOA,LA,70402
SM,JOHNSON,KS,66203
SM,JOHNSON,KS,66213
SM,JOHNSON,KS,66219
SM,JOHNSON,KS,66220
SMITHFIELD,FULTON,IL,61477
SMITHS CREEK,CARTER,KY,41128
SMOKY VALLEY,CARTER,KY,41164
SOLOMON,DICKINSON,KS,67480
SOLSBERRY,GREENE,IN,47459
SOMERSET,PULASKI,KY,42564
SONORA,HARDIN,KY,42776
SORREL,ST MARY,LA,70544
SORRENTO,ASCENSION,LA,70778
SOUTH BEND,ST JOSEPH,IN,46635
SOUTH BEND,ST JOSEPH,IN,46637
SOUTH ELGIN,KANE,IL,60177
SOUTH FORT MITCHELL,KENTON,KY,41017
SOUTH ROXANA,MADISON,IL,62087
SOUTH WINNFIELD,WINN,LA,71483
SOUTHTOWN,ALLEN,IN,46816
SPARTANBURG,RANDOLPH,IN,47355
SPENCERVILLE,ALLEN,IN,46788
SPIRES,WOODFORD,IL,61760
SPRING GROVE,MCHENRY,IL,60081
SPRING GROVE HEIGHTS,WAYNE,IN,47374
SPRINGFIELD,SANGAMON,IL,62701
SPRINGFIELD,SANGAMON,IL,62765
SPRINGFIELD,SANGAMON,IL,62794
SPRINGFIELD,SANGAMON,IL,62796
ST BERNICE,VERMILLION,IN,47875
ST CHARLES,KANE,IL,60174
ST CHARLES,KANE,IL,60175
ST GENEVIEVE,CONCORDIA,LA,71373
ST GERTRUDE,SAINT TAMMANY,LA,70433
ST HENRY,DUBOIS,IN,47532
ST JAMES,SAINT JAMES,LA,70086
ST JOE,MONROE,IL,62298
ST PETER,FAYETTE,IL,62880
STANDARD,PUTNAM,IL,61363
STANFORD,MONROE,IN,47463
STANLEY,JOHNSON,KS,66283
STANTON POINT,LAKE,IL,60041
STANVILLE,FLOYD,KY,41659
STATE FARM INS IL REGION OFC,MCLEAN,IL,61709
STATEVILLE,WILL,IL,60435
STELLA,MAGOFFIN,KY,41465
STERLING,WHITESIDE,IL,61081
STEUBEN,DE KALB,IN,46705
STOCKTON,GREENE,IN,47441
STONE,PIKE,KY,41567
STONE,RANDOLPH,IN,47394
STONEYVILLE,LA SALLE,IL,61350
STROH,LAGRANGE,IN,46789
STURGIS,UNION,KY,42459
SUBLETTE,HASKELL,KS,67877
SUBURBAN HEIGHTS,MARION,IL,62801
SULPHUR,CALCASIEU,LA,70664
SULPHUR WELL,METCALFE,KY,42129
SUMMIT ARGO,COOK,IL,60501
SUN,SAINT TAMMANY,LA,70463
SUNNY HILL ESTATES,HENRY,IL,61273
SUNSET,SAINT LANDRY,LA,70584
SUNSHINE,IBERVILLE,LA,70780
SUTTON,PIKE,KY,41562
SWANPOND,KNOX,KY,40906
SWEPCO,CADDO,LA,71156
T VILLE,MONROE,KY,42167
TABOR,DEWITT,IL,61778
TALLA BENA,EAST CARROLL,LA,71276
TALLULAH,MADISON,LA,71284
TAYLORSVILLE,BARTHOLOMEW,IN,47280
TENNYSON,WARRICK,IN,47637
TERA NORTH,VIGO,IN,47805
TERRE HAUTE,VIGO,IN,47808
THOMAS,WASHINGTON,LA,70438
THORNTOWN,BOONE,IN,46071
TIME/LIFE,MARION,IN,46274
TIOGA,ADAMS,IL,62351
TISKILWA,BUREAU,IL,61368
TOBINSPORT,PERRY,IN,47520
TOCA,SAINT BERNARD,LA,70085
TOCSIN,WELLS,IN,46777
TOLUCA,MARSHALL,IL,61369
TOPEKA,SHAWNEE,KS,66601
TOPEKA,SHAWNEE,KS,66620
TOPEKA,SHAWNEE,KS,66621
TOPMOST,KNOTT,KY,41862
TRAVISVILLE,WELLS,IN,46714
TRIGG FURNACE,TRIGG,KY,42211
TROUT VALLEY,MCHENRY,IL,60013
TUNICA,WEST FELICIANA,LA,70782
TURNER,CLAY,IN,47834
TUSCOLA,DOUGLAS,IL,61953
TWENTY SECOND STREET,COOK,IL,60616
UNDERWOOD,SCOTT,IN,47177
UNION SPRINGS,SABINE,LA,71419
UNIONTOWN,PERRY,IN,47515
UPTOWN,MARION,IN,46205
URANIA,LA SALLE,LA,71480
URBANDALE,ALEXANDER,IL,62914
URSA,ADAMS,IL,62376
USPS OFFICAL MAIL,SEDGWICK,KS,67276
V A HOSPITAL,SHAWNEE,KS,66622
VALLEY CITY,PIKE,IL,62340
VALLEY VIEW,KANE,IL,60174
VALMEYER,MONROE,IL,62295
VALPARAISO,PORTER,IN,46384
VANCLEVE,BREATHITT,KY,41385
VARNA,MARSHALL,IL,61375
VERA CRUZ,WELLS,IN,46714
VERMILLION ESTATES,LIVINGSTON,IL,61764
VERNON,JENNINGS,IN,47282
VERTREES,HARDIN,KY,42724
VICTORY,LAUREL,KY,40729
VIENNA,LINCOLN,LA,71270
VILLA GROVE,DOUGLAS,IL,61956
VILLA NORTH,WELLS,IN,46714
VINCENNES,KNOX,IN,47591
VIRGIE,PIKE,KY,41572
VONACHEN KNOLLS,PEORIA,IL,61523
VOWELLS MILL,NATCHITOCHES,LA,71469
W BADEN SPGS,ORANGE,IN,47469
WABASH,WABASH,IN,46992
WAKEFIELD,JASPER,IL,62448
WAKEFIELD VILLAGE,NOBLE,IN,46755
WALKERTON,MARSHALL,IN,46574
WALLACE RIDGE,CATAHOULA,LA,71343
WALNUT,CRAWFORD,KS,66780
WALPOLE,HAMILTON,IL,62817
WALSHVILLE,MONTGOMERY,IL,62091
WALTON,LEE,IL,61021
WARD,ALLEN,LA,71463
WARSAW,HANCOCK,IL,62379
WARSAW,KOSCIUSKO,IN,46580
WASHINGTON,TAZEWELL,IL,61571
WATER DEPARTMENT,CADDO,LA,71153
WATSON,LIVINGSTON,LA,70786
WAUCONDA,LAKE,IL,60084
WAVERLY,MORGAN,IL,62692
WAYNEDALE,ALLEN,IN,46809
WAYNEDALE,ALLEN,IN,46819
WEBSTER,WAYNE,IN,47392
WELDA,ANDERSON,KS,66091
WELDON,DEWITT,IL,61882
WEST,MCLEAN,IL,61722
WEST ATHERTON,PARKE,IN,47874
WEST BROOK ACRES,RIPLEY,IN,47006
WEST BUECHEL,JEFFERSON,KY,40218
WEST IRVINE,ESTILL,KY,40336
WEST LIBERTY,JASPER,IL,62475
WEST LOUISVILLE,DAVIESS,KY,42377
WEST MIDDLETON,HOWARD,IN,46995
WEST MINERAL,CHEROKEE,KS,66782
WEST MONROE,OUACHITA,LA,71292
WEST PEORIA,PEORIA,IL,61604
WESTFALL,LINCOLN,KS,67455
WESTINGHOUSE AIR BRAKE,PEORIA,IL,61639
WESTPORT,OLDHAM,KY,40077
WESTVILLE,VERMILION,IL,61883
WESTWOOD,TENSAS,LA,71357
WHEATCROFT,WEBSTER,KY,42463
WHEATLEY,OWEN,KY,40359
WHEELER,PORTER,IN,46393
WHIRLPOOL CORP,VANDERBURGH,IN,47727
WHITE CITY,MORRIS,KS,66872
WHITE OAK,MORGAN,KY,41472
WHITE TOWER,KENTON,KY,41051
WHITEHOUSE,JOHNSON,KY,41240
WHITEWATER,BUTLER,KS,67154
WHITING,LAKE,IN,46394
WICHITA,SEDGWICK,KS,67206
WICHITA,SEDGWICK,KS,67230
WICHITA,SEDGWICK,KS,67233
WICHITA,SEDGWICK,KS,67257
WICHITA,SEDGWICK,KS,67278
WIDNER,KNOX,IN,47561
WILBERN,MARSHALL,IL,61570
WILDER,CAMPBELL,KY,41071
WILDWOOD,LAKE,IL,60030
WILLIANA,GRANT,LA,71423
WINCHESTER,CLARK,KY,40391
WINCHESTER,JEFFERSON,KS,66097
WINCHESTER,RANDOLPH,IN,47394
WINDOM,MARTIN,IN,47581
WINGATE,MONTGOMERY,IN,47994
WINGO,GRAVES,KY,42088
WOLCOTTVILLE,LAGRANGE,IN,46795
WOLCOTTVILLE,NOBLE,IN,46795
WOLF LAKE,NOBLE,IN,46796
WOLFLAKE,NOBLE,IN,46796
WOLFPIT,PIKE,KY,41522
WOMACK,JACKSON,LA,71226
WONNIE,MAGOFFIN,KY,41465
WOOD DALE,DU PAGE,IL,60191
WOODLAND ADDITION,LA SALLE,IL,61350
WOODMAN,PIKE,KY,41568
WOODRIDGE,DU PAGE,IL,60517
WORKINGER BAYOU ROAD,CONCORDIA,LA,71354
WYATT,JACKSON,LA,71251
WYATT,ST JOSEPH,IN,46595
YANTISVILLE,SHELBY,IL,62534
YEAMAN,OHIO,KY,42343
YEOMAN,CARROLL,IN,47997
YODER,RENO,KS,67585
YOUREE,CADDO,LA,71105
ZANESVILLE,ALLEN,IN,46799
ZANESVILLE,WELLS,IN,46799
ZION,GRANT,LA,71432
12 MILE,CASS,IN,46988
ACME,CONCORDIA,LA,71316
ADAMS,LAWRENCE,KY,41201
ADDIEVILLE,WASHINGTON,IL,62214
ADDISON,DU PAGE,IL,60101
ADELINE,OGLE,IL,61047
ADOLPHUS,ALLEN,KY,42120
AJAX,PERRY,KY,41722
AKERS,TANGIPAHOA,LA,70421
ALEXANDER,RUSH,KS,67513
ALEXANDRIA,RAPIDES,LA,71315
ALFORD,PIKE,IN,47567
ALLEN,NOBLE,IN,46755
ALMA,WABAUNSEE,KS,66501
ALQUINA,FAYETTE,IN,47331
ALSEY,SCOTT,IL,62610
ALTA VISTA,WABAUNSEE,KS,66834
ALTONA,KNOX,IL,61414
ALWORTH,WINNEBAGO,IL,61088
AMBURGEY,PERRY,KY,41773
AMERICAN EXPRESS,COOK,IL,60679
AMERICUS,LYON,KS,66835
AMF OHARE,COOK,IL,60666
ANDERSON,MADISON,IN,46013
ANDERSON,MADISON,IN,46015
ANDOVER,BUTLER,KS,67002
ANDREWS,HUNTINGTON,IN,46702
ANTIOCH,LAKE,IL,60002
ARCOLA,ALLEN,IN,46704
ARLINGTON,BUREAU,IL,61312
ARLINGTON HTS,COOK,IL,60005
ARMA,CRAWFORD,KS,66712
ASHCAMP,PIKE,KY,41512
ASSOCIATE CORP,ST JOSEPH,IN,46604
AULT,CARTER,KY,41164
AURORA,CLOUD,KS,67417
AURORA,KANE,IL,60505
AURORA,KANE,IL,60506
AUXIER,FLOYD,KY,41602
AVOCA,LIVINGSTON,IL,61739
AVON,FULTON,IL,61415
AYERS,BOND,IL,62246
BAGDAD,SHELBY,KY,40003
BAKER,EAST BATON ROUGE,LA,70704
BAKERTON,CUMBERLAND,KY,42711
BALDWIN,RANDOLPH,IL,62217
BALLARDSVILLE,OLDHAM,KY,40014
BANK ONE,KANE,IL,60122
BANK ONE KY,JEFFERSON,KY,40294
BARDSTOWN,NELSON,KY,40004
BARGERVILLE,MASSAC,IL,62960
BARLOW,BALLARD,KY,42024
BARNESVILLE,BOURBON,KS,66738
BARRIER,WAYNE,KY,42633
BATES,SANGAMON,IL,62670
BATON ROUGE,EAST BATON ROUGE,LA,70801
BATON ROUGE,EAST BATON ROUGE,LA,70803
BATON ROUGE,EAST BATON ROUGE,LA,70808
BATON ROUGE,EAST BATON ROUGE,LA,70811
BATON ROUGE,EAST BATON ROUGE,LA,70816
BATON ROUGE,EAST BATON ROUGE,LA,70837
BATON ROUGE,EAST BATON ROUGE,LA,70884
BAXTER,HARLAN,KY,40806
BAYLIS,PIKE,IL,62314
BEAR GROVE,FAYETTE,IL,62471
BEARDSTOWN,CASS,IL,62618
BEARSDALE,MACON,IL,62526
BEATTYVILLE,LEE,KY,41311
BEAUMONT,BUTLER,KS,67012
BEDFORD PARK,COOK,IL,60455
BEDFORD PARK,COOK,IL,60459
BEDFORD PARK,COOK,IL,60499
BEE BAYOU,RICHLAND,LA,71269
BEECH GROVE,MARION,IN,46107
BEEKMAN,MOREHOUSE,LA,71220
BELAIR,PLAQUEMINES,LA,70040
BELKNAP,JOHNSON,IL,62908
BELL PLAIN,MARSHALL,IL,61541
BELLAIRE,SMITH,KS,66952
BELLEFONTE,BOYD,KY,41101
BELLMORE,PARKE,IN,47830
BELSHAW,LAKE,IN,46356
BELTON,MUHLENBERG,KY,42324
BELVUE,POTTAWATOMIE,KS,66407
BENDENA,DONIPHAN,KS,66008
BENDIX CORP,ST JOSEPH,IN,46620
BENSENVILLE,DU PAGE,IL,60106
BEREA,MADISON,KY,40403
BERWYN,COOK,IL,60402
BEVINSVILLE,FLOYD,KY,41606
BIENVILLE,BIENVILLE,LA,71008
BIG ELK,CHEROKEE,KS,66713
BINGHAM,FAYETTE,IL,62011
BISHOP HILL,HENRY,IL,61419
BISSELL,SANGAMON,IL,62707
BLACKEY,LETCHER,KY,41804
BLAINE,BOONE,IL,61065
BLMGTN,MONROE,IN,47490
BLOOMINGDALE,DU PAGE,IL,60108
BLOOMINGTON,MCLEAN,IL,61701
BLOOMINGTON,MONROE,IN,47407
BLOOMINGTON HEIGHTS,MCLEAN,IL,61701
BLUE POINT,EFFINGHAM,IL,62401
BLUFF HALL,ADAMS,IL,62360
BLUFORD,JEFFERSON,IL,62814
BOLINGBROOK,WILL,IL,60490
BOND,ALLEN,LA,71463
BONITA,MOREHOUSE,LA,71223
BONPAS,RICHLAND,IL,62419
BOSTON,NELSON,KY,40107
BOSTON CORNER,ALLEN,IN,46773
BOULDER,CLINTON,IL,62231
BOULDER HILL,KENDALL,IL,60538
BOW,CUMBERLAND,KY,42717
BOWLESVILLE,GALLATIN,IL,62984
BOWLING GREEN,WARREN,KY,42101
BOYLESTON,CLINTON,IN,46057
BRACKEN,HUNTINGTON,IN,46750
BRADFORD,HARRISON,IN,47107
BRADFORDSVILLE,MARION,KY,40009
BREMEN,MUHLENBERG,KY,42325
BRIDGEPORT,HENDRICKS,IN,46231
BRIGHTON,MACOUPIN,IL,62012
BRISTOL,KENDALL,IL,60512
BROMER,ORANGE,IN,47452
BRONSON,BOURBON,KS,66716
BRONSTON,PULASKI,KY,42518
BROOKWOOD,RAPIDES,LA,71485
BROWN,BROWN,IN,46164
BROWNING,WARREN,KY,42274
BROWNSVILLE,WHITE,IL,62821
BROWNVILLE,CALDWELL,LA,71418
