carrier,quart,origincty,origin,destcty,destination,passengers,marketshare,avgfare,minincrement,maxincrement,minshare,maxshare,pax3xmin
F9,20081,38490,"Indianapolis, Indiana,",79520,"San Diego, California,",4680,18,167,125,250,29,7,3
UA,20081,38490,"Indianapolis, Indiana,",79520,"San Diego, California,",2650,10,222,125,275,10,6,6
WN,20081,38490,"Indianapolis, Indiana,",79520,"San Diego, California,",6020,23,190,125,275,40,5,4
AA,20081,38490,"Indianapolis, Indiana,",79830,"San Francisco, California,",3210,17,220,125,275,12,6,6
F9,20081,38490,"Indianapolis, Indiana,",79830,"San Francisco, California,",3650,19,185,125,225,7,12,3
NW,20081,38490,"Indianapolis, Indiana,",79830,"San Francisco, California,",2530,13,237,125,250,12,6,14
UA,20081,38490,"Indianapolis, Indiana,",79830,"San Francisco, California,",4670,25,270,175,325,18,6,6
FL,20081,38490,"Indianapolis, Indiana,",82080,"Sarasota/Bradenton, Florida,",20080,87,146,100,200,19,10,3
FL,20081,38490,"Indianapolis, Indiana,",87870,"Tampa, Florida,",35450,42,129,100,200,37,6,3
NW,20081,38490,"Indianapolis, Indiana,",87870,"Tampa, Florida,",23440,28,116,75,175,7,6,4
WN,20081,38490,"Indianapolis, Indiana,",87870,"Tampa, Florida,",16910,20,134,75,250,6,9,9
NW,20081,38490,"Indianapolis, Indiana,",96460,"Washington, D.C.,",14810,33,181,100,250,5,6,8
UA,20081,38490,"Indianapolis, Indiana,",96460,"Washington, D.C.,",7600,17,194,100,350,8,9,22
US,20081,38490,"Indianapolis, Indiana,",96460,"Washington, D.C.,",19420,44,198,125,275,24,6,9
NW,20081,38530,"Indio/Palm Springs, California,",57970,"Minneapolis/St.Paul, Minnesota,",7300,31,277,150,275,7,8,14
SY,20081,38530,"Indio/Palm Springs, California,",57970,"Minneapolis/St.Paul, Minnesota,",13150,55,164,75,225,6,8,13
AS,20081,38530,"Indio/Palm Springs, California,",71790,"Portland, Oregon,",22980,90,197,150,275,9,10,0
AS,20081,38530,"Indio/Palm Springs, California,",79830,"San Francisco, California,",30650,67,132,100,200,29,13,0
UA,20081,38530,"Indio/Palm Springs, California,",79830,"San Francisco, California,",9880,22,140,100,200,24,11,2
AS,20081,38530,"Indio/Palm Springs, California,",82630,"Seattle, Washington,",38380,92,210,125,325,6,6,0
DL,20081,40080,"Jackson/Vicksburg, Mississippi,",66600,"Orlando, Florida,",3740,21,162,100,300,19,8,3
WN,20081,40080,"Jackson/Vicksburg, Mississippi,",66600,"Orlando, Florida,",13530,76,133,100,200,22,18,0
CO,20081,40140,"Jacksonville, Florida,",48880,"Las Vegas, Nevada,",2320,10,170,125,200,40,9,6
DL,20081,40140,"Jacksonville, Florida,",48880,"Las Vegas, Nevada,",7160,31,196,125,225,20,5,7
US,20081,40140,"Jacksonville, Florida,",48880,"Las Vegas, Nevada,",3420,15,174,125,250,29,6,2
WN,20081,40140,"Jacksonville, Florida,",48880,"Las Vegas, Nevada,",5100,22,187,125,250,23,8,6
AA,20081,40140,"Jacksonville, Florida,",51410,"Los Angeles, California,",2240,11,281,125,250,5,7,23
CO,20081,40140,"Jacksonville, Florida,",51410,"Los Angeles, California,",2570,12,205,125,275,13,11,4
DL,20081,40140,"Jacksonville, Florida,",51410,"Los Angeles, California,",8770,42,218,125,225,7,9,11
WN,20081,40140,"Jacksonville, Florida,",62860,"Nashville, Tennessee,",25730,89,131,75,200,8,5,0
B6,20081,40140,"Jacksonville, Florida,",63760,"New York, New York,",38590,37,147,100,225,25,7,3
CO,20081,40140,"Jacksonville, Florida,",63760,"New York, New York,",26760,26,188,100,275,11,5,17
DL,20081,40140,"Jacksonville, Florida,",63760,"New York, New York,",26630,25,162,100,225,20,6,7
UA,20081,40140,"Jacksonville, Florida,",64500,"Norfolk, Virginia,",2700,10,151,125,175,26,28,2
US,20081,40140,"Jacksonville, Florida,",64500,"Norfolk, Virginia,",2920,11,148,75,200,6,5,9
WN,20081,40140,"Jacksonville, Florida,",64500,"Norfolk, Virginia,",17640,68,124,75,175,11,31,0
US,20081,40140,"Jacksonville, Florida,",69880,"Philadelphia, Pennsylvania,",29480,54,162,100,250,21,7,5
WN,20081,40140,"Jacksonville, Florida,",69880,"Philadelphia, Pennsylvania,",17550,32,137,100,225,28,10,0
UA,20081,40140,"Jacksonville, Florida,",96460,"Washington, D.C.,",11600,24,193,100,300,5,11,7
US,20081,40140,"Jacksonville, Florida,",96460,"Washington, D.C.,",29380,60,190,125,300,34,14,3
WN,20081,42650,"Kansas City, Missouri,",48880,"Las Vegas, Nevada,",75230,81,151,100,200,29,7,7
WN,20081,42650,"Kansas City, Missouri,",51410,"Los Angeles, California,",36610,56,164,100,375,12,6,10
YX,20081,42650,"Kansas City, Missouri,",51410,"Los Angeles, California,",15440,24,178,125,200,29,7,5
NW,20081,42650,"Kansas City, Missouri,",57970,"Minneapolis/St.Paul, Minnesota,",21840,78,335,150,575,7,7,34
WN,20081,42650,"Kansas City, Missouri,",62860,"Nashville, Tennessee,",31690,93,100,75,150,22,28,0
NW,20081,42650,"Kansas City, Missouri,",63760,"New York, New York,",6650,11,137,100,150,11,21,3
YX,20081,42650,"Kansas City, Missouri,",63760,"New York, New York,",38210,64,231,100,425,7,6,25
WN,20081,42650,"Kansas City, Missouri,",65420,"Oakland, California,",16220,90,189,125,400,30,5,6
WN,20081,42650,"Kansas City, Missouri,",65840,"Oklahoma City, Oklahoma,",19930,98,96,75,150,38,34,0
FL,20081,42650,"Kansas City, Missouri,",66600,"Orlando, Florida,",18530,22,121,75,175,7,8,4
WN,20081,42650,"Kansas City, Missouri,",66600,"Orlando, Florida,",34500,40,153,75,250,8,6,18
YX,20081,42650,"Kansas City, Missouri,",66600,"Orlando, Florida,",20250,24,166,100,225,12,7,6
US,20081,42650,"Kansas City, Missouri,",69880,"Philadelphia, Pennsylvania,",20000,68,194,125,225,40,6,8
WN,20081,42650,"Kansas City, Missouri,",69880,"Philadelphia, Pennsylvania,",4070,14,198,125,300,26,18,0
US,20081,42650,"Kansas City, Missouri,",69980,"Phoenix, Arizona,",21830,31,186,100,275,6,6,8
WN,20081,42650,"Kansas City, Missouri,",69980,"Phoenix, Arizona,",41260,58,185,100,350,14,5,11
WN,20081,42650,"Kansas City, Missouri,",78460,"St. Louis, Missouri,",42590,100,92,75,125,25,51,0
AA,20081,42650,"Kansas City, Missouri,",79360,"San Antonio, Texas,",2420,10,149,100,275,11,6,2
WN,20081,42650,"Kansas City, Missouri,",79360,"San Antonio, Texas,",7670,32,174,100,275,9,22,0
YX,20081,42650,"Kansas City, Missouri,",79360,"San Antonio, Texas,",11480,47,169,100,225,13,7,8
WN,20081,42650,"Kansas City, Missouri,",79520,"San Diego, California,",18990,49,175,125,225,37,5,4
YX,20081,42650,"Kansas City, Missouri,",79520,"San Diego, California,",11160,29,186,125,225,14,5,4
UA,20081,42650,"Kansas City, Missouri,",79830,"San Francisco, California,",3180,16,247,125,300,13,6,13
WN,20081,42650,"Kansas City, Missouri,",79830,"San Francisco, California,",3070,16,174,100,375,11,8,11
YX,20081,42650,"Kansas City, Missouri,",79830,"San Francisco, California,",8850,45,192,125,250,32,5,5
WN,20081,42650,"Kansas City, Missouri,",82630,"Seattle, Washington,",9900,35,180,125,375,39,7,4
YX,20081,42650,"Kansas City, Missouri,",82630,"Seattle, Washington,",10080,35,170,125,225,35,8,3
WN,20081,42650,"Kansas City, Missouri,",87870,"Tampa, Florida,",27290,67,148,100,225,38,6,8
UA,20081,42650,"Kansas City, Missouri,",96460,"Washington, D.C.,",11360,19,265,150,375,14,5,3
US,20081,42650,"Kansas City, Missouri,",96460,"Washington, D.C.,",13600,23,182,125,175,39,13,9
YX,20081,42650,"Kansas City, Missouri,",96460,"Washington, D.C.,",27450,47,193,125,325,21,6,9
G4,20081,48400,"Lansing, Michigan,",79812,"Sanford, Florida,",17990,100,117,75,175,6,6,2
B6,20081,48880,"Las Vegas, Nevada,",51200,"Long Beach, California,",48380,100,86,75,150,46,11,0
WN,20081,48880,"Las Vegas, Nevada,",51210,"Islip/Long Island, New York,",19930,97,182,125,250,11,6,2
UA,20081,48880,"Las Vegas, Nevada,",51410,"Los Angeles, California,",46700,17,110,75,150,34,18,4
US,20081,48880,"Las Vegas, Nevada,",51410,"Los Angeles, California,",61060,22,111,75,150,41,20,6
WN,20081,48880,"Las Vegas, Nevada,",51410,"Los Angeles, California,",158400,57,101,75,150,34,34,0
WN,20081,48880,"Las Vegas, Nevada,",51510,"Louisville, Kentucky,",18280,68,176,125,250,24,6,5
WN,20081,48880,"Las Vegas, Nevada,",53970,"Manchester, New Hampshire,",23360,84,176,125,225,27,10,4
F9,20081,48880,"Las Vegas, Nevada,",57180,"Memphis, Tennessee,",2930,14,178,100,275,9,8,7
NW,20081,48880,"Las Vegas, Nevada,",57180,"Memphis, Tennessee,",12350,59,229,125,300,7,8,6
US,20081,48880,"Las Vegas, Nevada,",57180,"Memphis, Tennessee,",2210,11,193,100,275,6,10,5
AA,20081,48880,"Las Vegas, Nevada,",57560,"Miami, Florida,",29710,74,264,150,275,10,6,10
US,20081,48880,"Las Vegas, Nevada,",57560,"Miami, Florida,",5930,15,210,125,250,22,6,9
FL,20081,48880,"Las Vegas, Nevada,",57850,"Milwaukee, Wisconsin,",16720,20,149,125,200,34,6,1
YX,20081,48880,"Las Vegas, Nevada,",57850,"Milwaukee, Wisconsin,",57440,70,175,125,225,14,6,3
NW,20081,48880,"Las Vegas, Nevada,",57970,"Minneapolis/St.Paul, Minnesota,",103330,57,175,125,225,21,6,2
SY,20081,48880,"Las Vegas, Nevada,",57970,"Minneapolis/St.Paul, Minnesota,",37370,21,145,100,200,10,7,2
US,20081,48880,"Las Vegas, Nevada,",57970,"Minneapolis/St.Paul, Minnesota,",32120,18,152,100,200,14,5,4
CO,20081,48880,"Las Vegas, Nevada,",58180,"Mission/Mcallen, Texas,",2010,11,243,125,400,7,13,17
G4,20081,48880,"Las Vegas, Nevada,",58180,"Mission/Mcallen, Texas,",14570,81,131,75,225,9,5,5
WN,20081,48880,"Las Vegas, Nevada,",62860,"Nashville, Tennessee,",39460,84,181,125,400,28,5,7
CO,20081,48880,"Las Vegas, Nevada,",63580,"New Orleans, Louisiana,",4770,14,205,125,250,14,6,8
WN,20081,48880,"Las Vegas, Nevada,",63580,"New Orleans, Louisiana,",22260,64,186,125,400,29,5,7
B6,20081,48880,"Las Vegas, Nevada,",63760,"New York, New York,",86350,24,232,150,300,7,5,3
CO,20081,48880,"Las Vegas, Nevada,",63760,"New York, New York,",121790,34,269,150,250,5,7,12
DL,20081,48880,"Las Vegas, Nevada,",63760,"New York, New York,",62120,17,261,150,250,6,5,13
US,20081,48880,"Las Vegas, Nevada,",63760,"New York, New York,",50220,14,249,125,250,11,6,12
DL,20081,48880,"Las Vegas, Nevada,",64500,"Norfolk, Virginia,",2850,14,236,125,425,18,6,13
US,20081,48880,"Las Vegas, Nevada,",64500,"Norfolk, Virginia,",2660,13,217,125,250,11,8,7
WN,20081,48880,"Las Vegas, Nevada,",64500,"Norfolk, Virginia,",12500,59,185,125,275,24,8,5
WN,20081,48880,"Las Vegas, Nevada,",65420,"Oakland, California,",153140,92,106,75,175,28,23,0
US,20081,48880,"Las Vegas, Nevada,",65840,"Oklahoma City, Oklahoma,",3930,14,153,100,200,19,8,6
WN,20081,48880,"Las Vegas, Nevada,",65840,"Oklahoma City, Oklahoma,",16490,57,183,100,350,6,5,12
WN,20081,48880,"Las Vegas, Nevada,",66060,"Omaha, Nebraska,",38710,78,151,100,200,8,9,6
WN,20081,48880,"Las Vegas, Nevada,",66180,"Ontario, California,",81680,97,96,75,150,37,11,0
DL,20081,48880,"Las Vegas, Nevada,",66600,"Orlando, Florida,",21530,29,203,125,225,17,6,11
US,20081,48880,"Las Vegas, Nevada,",66600,"Orlando, Florida,",25500,34,224,125,250,8,5,10
WN,20081,48880,"Las Vegas, Nevada,",66600,"Orlando, Florida,",19380,26,193,125,400,18,5,7
G4,20081,48880,"Las Vegas, Nevada,",69470,"Peoria, Illinois,",17530,92,138,100,250,32,6,2
US,20081,48880,"Las Vegas, Nevada,",69880,"Philadelphia, Pennsylvania,",88610,68,209,125,275,10,6,6
WN,20081,48880,"Las Vegas, Nevada,",69880,"Philadelphia, Pennsylvania,",27440,21,165,100,200,10,12,6
US,20081,48880,"Las Vegas, Nevada,",69980,"Phoenix, Arizona,",64850,26,104,75,150,44,18,3
WN,20081,48880,"Las Vegas, Nevada,",69980,"Phoenix, Arizona,",182580,74,98,75,175,41,5,0
US,20081,48880,"Las Vegas, Nevada,",70470,"Pittsburgh, Pennsylvania,",22880,37,222,125,275,9,6,7
WN,20081,48880,"Las Vegas, Nevada,",70470,"Pittsburgh, Pennsylvania,",28580,46,164,100,225,10,5,5
AS,20081,48880,"Las Vegas, Nevada,",71790,"Portland, Oregon,",52590,41,135,100,200,32,8,0
US,20081,48880,"Las Vegas, Nevada,",71790,"Portland, Oregon,",20130,16,134,100,225,30,7,3
WN,20081,48880,"Las Vegas, Nevada,",71790,"Portland, Oregon,",51270,40,136,100,225,27,12,0
US,20081,48880,"Las Vegas, Nevada,",73020,"Providence, Rhode Island,",3340,12,204,125,250,22,6,8
WN,20081,48880,"Las Vegas, Nevada,",73020,"Providence, Rhode Island,",20850,74,190,125,275,19,5,5
US,20081,48880,"Las Vegas, Nevada,",74830,"Raleigh/Durham, North Carolina,",6500,12,193,100,275,7,5,10
WN,20081,48880,"Las Vegas, Nevada,",74830,"Raleigh/Durham, North Carolina,",29100,56,159,100,275,22,6,7
WN,20081,48880,"Las Vegas, Nevada,",75500,"Reno, Nevada,",128630,96,105,75,175,29,6,0
US,20081,48880,"Las Vegas, Nevada,",77850,"Sacramento, California,",25290,21,121,75,175,9,9,3
WN,20081,48880,"Las Vegas, Nevada,",77850,"Sacramento, California,",95770,78,129,100,175,13,25,0
AA,20081,48880,"Las Vegas, Nevada,",78460,"St. Louis, Missouri,",21360,30,193,125,275,22,5,4
WN,20081,48880,"Las Vegas, Nevada,",78460,"St. Louis, Missouri,",43480,60,176,100,250,6,7,9
DL,20081,48880,"Las Vegas, Nevada,",79070,"Salt Lake City, Utah,",40780,37,115,75,150,12,11,5
WN,20081,48880,"Las Vegas, Nevada,",79070,"Salt Lake City, Utah,",67410,62,116,75,175,8,5,0
WN,20081,48880,"Las Vegas, Nevada,",79360,"San Antonio, Texas,",42640,72,175,100,375,9,5,11
WN,20081,48880,"Las Vegas, Nevada,",79520,"San Diego, California,",167020,91,99,75,175,38,5,0
UA,20081,48880,"Las Vegas, Nevada,",79830,"San Francisco, California,",70710,28,113,75,175,24,11,3
US,20081,48880,"Las Vegas, Nevada,",79830,"San Francisco, California,",43750,17,117,75,175,31,7,6
WN,20081,48880,"Las Vegas, Nevada,",79830,"San Francisco, California,",73680,29,93,75,175,45,17,0
US,20081,48880,"Las Vegas, Nevada,",80050,"San Jose, California,",28240,21,116,75,175,22,10,5
WN,20081,48880,"Las Vegas, Nevada,",80050,"San Jose, California,",108380,79,112,75,175,22,24,0
US,20081,48880,"Las Vegas, Nevada,",80650,"Santa Ana, California,",59370,47,101,75,150,30,26,1
WN,20081,48880,"Las Vegas, Nevada,",80650,"Santa Ana, California,",66180,53,114,75,175,18,8,0
AS,20081,48880,"Las Vegas, Nevada,",82630,"Seattle, Washington,",113160,55,144,100,225,25,7,0
US,20081,48880,"Las Vegas, Nevada,",82630,"Seattle, Washington,",32670,16,131,100,225,33,5,2
WN,20081,48880,"Las Vegas, Nevada,",82630,"Seattle, Washington,",53040,26,135,100,225,26,10,0
G4,20081,48880,"Las Vegas, Nevada,",84300,"Sioux Falls, South Dakota,",19150,84,127,100,175,15,8,1
NW,20081,48880,"Las Vegas, Nevada,",84300,"Sioux Falls, South Dakota,",2290,10,217,150,275,9,5,2
AS,20081,48880,"Las Vegas, Nevada,",85290,"Spokane, Washington,",4800,14,172,125,275,26,6,0
WN,20081,48880,"Las Vegas, Nevada,",85290,"Spokane, Washington,",25860,74,149,100,275,9,6,0
US,20081,48880,"Las Vegas, Nevada,",87870,"Tampa, Florida,",31170,44,199,125,250,21,6,6
WN,20081,48880,"Las Vegas, Nevada,",87870,"Tampa, Florida,",22130,31,179,125,250,32,5,5
WN,20081,48880,"Las Vegas, Nevada,",91940,"Tucson, Arizona,",57860,90,94,75,150,40,20,0
WN,20081,48880,"Las Vegas, Nevada,",92080,"Tulsa, Oklahoma,",14000,66,183,100,275,8,6,12
B6,20081,48880,"Las Vegas, Nevada,",96460,"Washington, D.C.,",17490,16,160,100,250,21,5,2
UA,20081,48880,"Las Vegas, Nevada,",96460,"Washington, D.C.,",44700,40,245,150,400,9,8,4
WN,20081,48880,"Las Vegas, Nevada,",96460,"Washington, D.C.,",16600,15,162,100,200,11,9,6
CO,20081,48880,"Las Vegas, Nevada,",97160,"West Palm Beach, Florida,",2160,11,212,125,525,26,5,12
DL,20081,48880,"Las Vegas, Nevada,",97160,"West Palm Beach, Florida,",4710,24,230,100,425,7,7,22
US,20081,48880,"Las Vegas, Nevada,",97160,"West Palm Beach, Florida,",9800,50,185,125,200,41,6,6
G4,20081,48880,"Las Vegas, Nevada,",97500,"Wichita, Kansas,",16570,69,115,100,175,38,9,0
UA,20081,48880,"Las Vegas, Nevada,",97500,"Wichita, Kansas,",2610,11,188,125,275,10,7,3
B6,20081,51200,"Long Beach, California,",63760,"New York, New York,",71330,98,231,150,350,9,6,1
B6,20081,51200,"Long Beach, California,",65420,"Oakland, California,",80610,100,85,75,125,46,21,0
US,20081,51200,"Long Beach, California,",69980,"Phoenix, Arizona,",22170,99,102,75,150,34,27,2
B6,20081,51200,"Long Beach, California,",77850,"Sacramento, California,",30000,100,89,75,150,44,13,0
B6,20081,51200,"Long Beach, California,",79070,"Salt Lake City, Utah,",40710,62,103,100,175,61,8,0
DL,20081,51200,"Long Beach, California,",79070,"Salt Lake City, Utah,",24260,37,101,75,175,6,5,1
AS,20081,51200,"Long Beach, California,",82630,"Seattle, Washington,",33230,91,155,100,275,7,7,3
B6,20081,51200,"Long Beach, California,",96460,"Washington, D.C.,",40140,97,198,125,300,6,5,3
WN,20081,51210,"Islip/Long Island, New York,",66600,"Orlando, Florida,",91100,99,130,100,250,35,9,0
WN,20081,51210,"Islip/Long Island, New York,",87870,"Tampa, Florida,",48660,99,132,100,275,38,7,0
WN,20081,51210,"Islip/Long Island, New York,",97160,"West Palm Beach, Florida,",58210,99,151,100,275,23,9,0
NW,20081,51410,"Los Angeles, California,",57180,"Memphis, Tennessee,",22160,73,221,125,225,7,9,10
AA,20081,51410,"Los Angeles, California,",57560,"Miami, Florida,",80820,83,316,150,275,9,6,13
NW,20081,51410,"Los Angeles, California,",57850,"Milwaukee, Wisconsin,",4560,13,209,125,250,8,8,7
YX,20081,51410,"Los Angeles, California,",57850,"Milwaukee, Wisconsin,",19960,59,214,125,275,12,5,9
NW,20081,51410,"Los Angeles, California,",57970,"Minneapolis/St.Paul, Minnesota,",105090,75,188,100,250,5,6,10
SY,20081,51410,"Los Angeles, California,",57970,"Minneapolis/St.Paul, Minnesota,",20310,15,138,75,200,6,7,10
AA,20081,51410,"Los Angeles, California,",62860,"Nashville, Tennessee,",17250,36,218,125,225,21,13,7
WN,20081,51410,"Los Angeles, California,",62860,"Nashville, Tennessee,",25840,54,191,125,375,25,8,3
DL,20081,51410,"Los Angeles, California,",63580,"New Orleans, Louisiana,",13110,26,274,175,400,12,6,7
UA,20081,51410,"Los Angeles, California,",63580,"New Orleans, Louisiana,",20000,40,246,150,375,6,8,4
WN,20081,51410,"Los Angeles, California,",63580,"New Orleans, Louisiana,",6030,12,211,125,375,19,7,6
AA,20081,51410,"Los Angeles, California,",63760,"New York, New York,",199160,34,402,150,250,11,6,21
CO,20081,51410,"Los Angeles, California,",63760,"New York, New York,",96510,17,314,150,250,7,5,24
DL,20081,51410,"Los Angeles, California,",63760,"New York, New York,",72020,12,286,150,275,12,6,13
UA,20081,51410,"Los Angeles, California,",63760,"New York, New York,",76950,13,553,150,250,7,7,34
AA,20081,51410,"Los Angeles, California,",64500,"Norfolk, Virginia,",3660,20,209,125,275,12,15,5
DL,20081,51410,"Los Angeles, California,",64500,"Norfolk, Virginia,",5010,28,191,125,275,21,6,6
UA,20081,51410,"Los Angeles, California,",64500,"Norfolk, Virginia,",2530,14,245,125,300,16,7,12
US,20081,51410,"Los Angeles, California,",64500,"Norfolk, Virginia,",3030,17,206,125,400,21,5,8
WN,20081,51410,"Los Angeles, California,",65420,"Oakland, California,",188320,94,100,75,150,35,40,0
AA,20081,51410,"Los Angeles, California,",66600,"Orlando, Florida,",24210,21,285,150,325,7,7,12
DL,20081,51410,"Los Angeles, California,",66600,"Orlando, Florida,",34960,31,257,125,300,16,6,15
UA,20081,51410,"Los Angeles, California,",66600,"Orlando, Florida,",30910,27,276,125,350,12,5,16
UA,20081,51410,"Los Angeles, California,",69880,"Philadelphia, Pennsylvania,",20490,18,336,150,275,7,7,18
US,20081,51410,"Los Angeles, California,",69880,"Philadelphia, Pennsylvania,",51030,46,333,175,275,16,9,16
WN,20081,51410,"Los Angeles, California,",69880,"Philadelphia, Pennsylvania,",19800,18,171,125,375,32,6,2
US,20081,51410,"Los Angeles, California,",69980,"Phoenix, Arizona,",46400,24,119,75,150,35,22,6
WN,20081,51410,"Los Angeles, California,",69980,"Phoenix, Arizona,",130230,68,97,75,150,41,34,0
DL,20081,51410,"Los Angeles, California,",70470,"Pittsburgh, Pennsylvania,",5230,15,155,100,225,30,6,5
NW,20081,51410,"Los Angeles, California,",70470,"Pittsburgh, Pennsylvania,",4280,12,125,100,175,40,6,2
US,20081,51410,"Los Angeles, California,",70470,"Pittsburgh, Pennsylvania,",13940,40,263,125,400,19,5,15
WN,20081,51410,"Los Angeles, California,",70470,"Pittsburgh, Pennsylvania,",3580,10,157,100,200,15,13,6
AS,20081,51410,"Los Angeles, California,",71790,"Portland, Oregon,",41670,44,174,100,275,8,11,2
UA,20081,51410,"Los Angeles, California,",71790,"Portland, Oregon,",28420,30,168,100,275,7,7,5
WN,20081,51410,"Los Angeles, California,",71790,"Portland, Oregon,",15190,16,154,100,250,6,15,0
DL,20081,51410,"Los Angeles, California,",73020,"Providence, Rhode Island,",2150,12,213,125,375,9,5,11
UA,20081,51410,"Los Angeles, California,",73020,"Providence, Rhode Island,",3510,19,242,125,275,13,6,9
US,20081,51410,"Los Angeles, California,",73020,"Providence, Rhode Island,",3540,19,202,125,275,14,7,6
WN,20081,51410,"Los Angeles, California,",73020,"Providence, Rhode Island,",6110,33,179,125,250,32,5,6
AA,20081,51410,"Los Angeles, California,",74830,"Raleigh/Durham, North Carolina,",4620,18,306,150,300,13,5,13
DL,20081,51410,"Los Angeles, California,",74830,"Raleigh/Durham, North Carolina,",6770,26,232,125,275,10,9,10
US,20081,51410,"Los Angeles, California,",74830,"Raleigh/Durham, North Carolina,",4450,17,236,125,300,9,16,7
