PLAY	PLYCDE	FIELD	FLDCDE	JURIS	LEASE AREA	HC	DISC	PDEP	WDEP	TRAP	DRIVE	PAY	AREA	POR	PERM	TI	PI	SW	API	SPGR	O-GR	YIELD	CUMO	CUMG	RESO	RESG	RFO	RFG
um3f1	11811	ST075	919075	FEDERAL	SOUTH TIMBALIER	G	88	15300	65	D	PAR	9	657	0.28		261	7130	0.21	0.0	0.60	0	87.6	361	4118	0	0		0.25
um3f1	11811	ST076	919076	FEDERAL	SOUTH TIMBALIER	G	85	17559	60	D	PD	61	462	0.22		295	15767	0.23	0.0	0.60	0	71.2	2287	33457	1333	17382		0.59
um3f1	11811	ST077	919077	FEDERAL	SOUTH TIMBALIER	G	82	14090	63	D	PAR	29	44	0.25		239	7060	0.30	0.0	0.60	0	320.7	14	658	306	342		0.35
um3f1	11811	ST086	919086	FEDERAL	SOUTH TIMBALIER	G	67	14995	94	G	PAR	136	492	0.25		254	6994	0.29	0.0	0.62	0	20.1	1176	50806	59	10616		0.41
um3f1	11811	ST111	919111	FEDERAL	SOUTH TIMBALIER	G	93	15140	57	D	PAR	15	140	0.22		267	7055	0.30	0.0	0.60	0	4.3	4	924	10	2319		0.80
um3f1	11811	VR147	929147	FEDERAL	VERMILION	G	73	11645	82	B	PAR	26	152	0.29		225	5528	0.40	0.0	0.60	0	3.5	13	3699	0	0		0.46
um3f1	11811	VR155	929155	FEDERAL	VERMILION	G	75	13377	83	A	PD	38	1478	0.27		234	6176	0.26	0.0	0.60	0	21.5	994	51149	433	15309		0.50
um3f1	11811	VK783	933783	FEDERAL	VIOSCA KNOLL	G	84	7445	1376	D	PAR	25	937	0.34		152	3477	0.29	0.0	0.60	0	3.8	0	0	135	35029		0.64
um3f1	11811	WD061	942061	FEDERAL	WEST DELTA	G	86	11017	109	B	UNK	78	40	0.22		212	5138	0.29	30.0	0.60	4727	5.8	68	967	40	2498	0.15	0.64
um3f1	11811	WD086	942086	FEDERAL	WEST DELTA	G	79	13552	151	B	PD	32	2308	0.23		238	8571	0.22	0.0	0.63	0	41.3	4416	96430	147	14063		0.56
um3f1	11811	WD098	942098	FEDERAL	WEST DELTA	G	87	12972	168	D	UNK	163	153	0.24		238	6047	0.19	30.0	0.64	2000	32.6	701	19887	1836	26555	0.50	0.85
um3f1	11811	WD109	942109	FEDERAL	WEST DELTA	B	82	14205	184	C	PAR	27	120	0.24		255	6648	0.32	30.0	0.87	1092	3.3	384	875	252	847	0.63	0.25
um1ap1	13011	CHANDELEUR SOUND BLOCK 25	2480	LOUISIANA/4	CHANDELEUR SOUND 	O	65	5273	3	H	WD	14	1568	0.33	1707	131	2230	0.16	27.3		298		22560	8439	7130		0.66	
um1ap1	13011	ELOI BAY	3623	LOUISIANA/4	CHANDELEUR SOUND 	B	53	5519	3	AG		8	719	0.00	0	0	0	0.00	28.8	0.00	9513	0.0	18600	8253	0	0	0.00	0.00
um1ap1	13011	HALF MOON LAKE	4391	LOUISIANA/4	CHANDELEUR SOUND 	O	63	6017	3	H		18		0.26	528		0	0.00	27.7	0.00	4525		8431	3801				
um1ap1	13011	NORTH DAUPHIN ISLAND	13585	ALABAMA	MOBILE BAY	G	90		12	L	PD	20	6645	0.36	365			0.00		0.56				46575				
um1ap1	13011	NORTHWEST DAUPHIN ISLAND	13586	ALABAMA	MOBILE BAY	G	90		14	L	PD	18	1615	0.29	951			0.00		0.56				3548				
um1ap1	13011	SOUTH DAUPHIN ISLAND EAST UNIT 	14638	ALABAMA	MOBILE BAY	G	93		39	L	PD	10	1371	0.33	1912			0.00		0.57				666				
um1ap1	13011	NORTHEAST PETIT BOIS PASS	14795	ALABAMA	MOBILE BAY	G	93			L	PD	44	160	0.30	44			0.00		0.56				364				
um1ap1	13011	CA024	814024	FEDERAL	CHANDELEUR AREA	G	85	4500	67	J	WD	21	746	0.28		120	2108	0.35	0.0	0.62	0	0.4	2	5764	0	0		0.31
um1ap1	13011	CA025	814025	FEDERAL	CHANDELEUR AREA	G	82	4118	57	J	COM	30	2578	0.35		130	1957	0.20	0.0	0.57	0	0.2	18	94920	1	9512		0.85
um1ap1	13011	CA029	814029	FEDERAL	CHANDELEUR AREA	G	83	4957	43	J	WD	97	869	0.30		129	2290	0.10	0.0	0.56	0	0.2	22	114469	6	15531		0.85
um1ap1	13011	CA031	814031	FEDERAL	CHANDELEUR AREA	G	87	4700	61	J	UNK	14	597	0.35		126	2200	0.31	0.0	0.62	0	0.1	0	3234	0	350		0.26
um1ap1	13011	CA040	816040	FEDERAL	CHANDELEUR AREA	G	85	3952	99	J	PD	25	1374	0.35		117	1852	0.18	0.0	0.60	0	0.1	0	14525	1	12553		0.47
um1ap1	13011	MO1002	886002	FEDERAL	MOBILE	G	88	2480	82	J	WD	8	698	0.36		100	1168	0.28	0.0	0.60	0	0.1	0	0	0	3196		0.65
um1ap1	13011	MO1003	886003	FEDERAL	MOBILE	G	88	2250	72	J	WD	21	191	0.36		97	1061	0.17	0.0	0.60	0	0.1	0	0	0	2672		0.70
um1ap1	13011	MO823	886823	FEDERAL	MOBILE	G	93	4100	46	A	WD	30	593	0.30		119	1922	0.30	0.0	0.60	0	0.1	0	4028	2	14849		0.85
um1ap1	13011	MO830	886830	FEDERAL	MOBILE	G	89	1500	42	J	UNK	14	2717	0.38		88	713	0.29	0.0	0.60	0	0.1	0	0	2	15607		0.70
um1ap1	13011	MO864	886864	FEDERAL	MOBILE	G	83	2419	61	J	WD	24	5612	0.36		99	1140	0.14	0.0	0.60	0	0.0	0	57500	1	45321		0.70
um1ap1	13011	MO865	886865	FEDERAL	MOBILE	G	89	3005	61	J	PAR	16	375	0.26		109	1412	0.19	0.0	0.60	0	0.0	0	1552	0	2248		0.69
um1ap1	13011	MO870	886870	FEDERAL	MOBILE	G	87	2000	59	J	PAR	19	1161	0.36		94	945	0.17	0.0	0.60	0	0.1	0	1126	1	11721		0.67
um1ap1	13011	MO914	886914	FEDERAL	MOBILE	G	86	2200	67	J	PAR	8	2402	0.36		96	1038	0.33	0.0	0.60	0	0.1	0	956	1	9068		0.65
um1ap1	13011	MO947	886947	FEDERAL	MOBILE	G	90	2700	69	J	PD	18	367	0.34		105	1271	0.18	0.0	0.60	0	0.1	0	4673	1	374		0.70
um1ap1	13011	MO952	886952	FEDERAL	MOBILE	G	85	2620	72	J	COM	14	2208	0.33		96	1233	0.23	0.0	0.60	0	1000.0	0	2905	16732	13827		0.55
um1ap1	13011	MO959	886959	FEDERAL	MOBILE	G	88	2160	51	J	PAR	30	1267	0.34		96	1203	0.20	0.0	0.60	0	0.1	0	0	3	27164		0.69
um1ap1	13011	MO961	886961	FEDERAL	MOBILE	G	87	2077	62	J	PAR	17	782	0.35		95	1224	0.25	0.0	0.60	0	0.1	0	0	1	8918		0.71
um1ap1	13011	MO990	886990	FEDERAL	MOBILE	G	90	3750	74	J	PD	28	863	0.35		119	1759	0.25	0.0	0.60	0	0.1	0	11476	3	17057		0.85
um1ap1	13011	VK027	933027	FEDERAL	VIOSCA KNOLL	G	90	3000	104	J	PAR	16	893	0.34		109	1410	0.46	0.0	0.60	0	0.1	0	2386	1	4646		0.64
um1ap1	13011	VK032	933032	FEDERAL	VIOSCA KNOLL	G	87	2439	99	J	UNK	36	1208	0.30		101	1149	0.20	0.0	0.60	0	0.1	0	551	2	17367		0.49
um1ap1	13011	VK076	933076	FEDERAL	VIOSCA KNOLL	G	88	2500	112	J	UNK	19	1054	0.35		103	1178	0.20	0.0	0.60	0	0.1	0	63	1	13494		0.68
um1ap1	13011	VK204	933204	FEDERAL	VIOSCA KNOLL	G	86	3780	121	J	PD	14	848	0.33		119	1773	0.46	0.0	0.60	0	0.1	0	2511	1	4460		0.61
um1ap1	13011	VK213	933213	FEDERAL	VIOSCA KNOLL	G	90	1810	126	J	WD	9	1084	0.30		100	792	0.24	0.0	0.57	0	0.3	0	0	1	3053		0.60
um1ap1	13011	VK256	933256	FEDERAL	VIOSCA KNOLL	G	90	1890	120	J	WD	10	819	0.39		102	826	0.22	0.0	0.57	0	0.3	0	0	1	3663		0.60
um1a1	13411	MI665	873665	FEDERAL	MATAGORDA ISLAND	G	77	1907	72	B	PD	62	2841	0.31		102	880	0.24	0.0	0.58	0	0.1	0	36025	5	57635		0.85
um1p1a	13611	BA001A	805001	FEDERAL	BRAZOS	G	70	6568	113	C	WD	47	407	0.29		209	4503	0.30	0.0	0.63	0	16.8	521	31033	0	0		0.76
um1p1a	13611	BA017A	805017	FEDERAL	BRAZOS	G	79	6900	148	B	PAR	6	300	0.27		202	3237	0.42	0.0	0.60	0	14.5	13	886	0	0		0.39
um1p1a	13611	BA052A	807052	FEDERAL	BRAZOS	G	83	6792	162	B	PAR	8	4573	0.31		158	3174	0.43	0.0	0.60	0	4.2	38	9267	85	20228		0.53
um1p1a	13611	GA349	837349	FEDERAL	GALVESTON	G	88	4211	80	B	PAR	10	381	0.30		126	1973	0.33	0.0	0.59	0	0.5	1	2414	0	335		0.60
um1p1a	13611	GA389	837389	FEDERAL	GALVESTON	G	61	7055	100	B	WD	12	694	0.29		175	4570	0.33	0.0	0.59	0	7.9	56	7093	0	0		0.41
um1p1a	13611	GA427	837427	FEDERAL	GALVESTON	G	88	5917	102	G	PAR	22	284	0.28		159	2767	0.54	0.0	0.60	0	1.5	3	2316	0	0		0.38
um1p1a	13611	MU111A	877111	FEDERAL	MUSTANG ISLAND	O	83	4900	305	C	COM	10	456	0.32		129	2293	0.16	35.0	0.00	1479	0.0	0	0	1963	2903	0.25	
um1p1a	13611	MU124A	877124	FEDERAL	MUSTANG ISLAND	G	93	5887	379	D	PAR	9	624	0.32		147	2752	0.20	0.0	0.60	0	0.1	0	2225	1	5466		0.69
um1p1a	13611	PN058A	883058	FEDERAL	NORTH PADRE ISLAND	G	84	4308	242	D	PAR	23	665	0.32		133	2019	0.33	0.0	0.60	0	0.0	0	8961	0	0		0.45
um1p1a	13611	PN059A	883059	FEDERAL	NORTH PADRE ISLAND	G	89	3771	220	D	WD	10	848	0.31		145	2164	0.45	0.0	0.56	0	0.1	0	0	0	4571		0.54
um1p1a	13611	PN072A	883072	FEDERAL	NORTH PADRE ISLAND	G	84	4574	242	D	WD	24	213	0.30		134	2142	0.44	0.0	0.60	0	0.1	0	3547	0	1102		0.85
um1p1b	13612	ATCHAFALAYA BAY	141	LOUISIANA/2	ATCHAFALAYA BAY	G	63	9674	7	H		12	293	0.00			843	0.00	54.5	0.62	36700		484	32372				
um1p1b	13612	BELLE ISLE SOUTHWEST	1424	LOUISIANA/2	ATCHAFALAYA BAY	G	55	9700	7	H	WD	15	47	0.30	115		4870	0.25	44.1	52.06	1599		133	10103				
um1p1b	13612	BRETON SOUND BLOCK 18	1880	LOUISIANA/4	BRETON SOUND	B	63	7122	13	H		0	0	0.00	0	0	0	0.00	29.3	0.00	1086	0.0	528	2492	0	0	0.00	0.00
um1p1b	13612	BRETON SOUND BLOCK 20	1888	LOUISIANA/4	BRETON SOUND	B	63	7313	17	A		15	1012	0.00	0	0	0	0.00	35.7	0.58	88005	0.0	13636	32581	0	0	0.00	0.00
um1p1b	13612	BRETON SOUND BLOCK 31	1896	LOUISIANA/4	BRETON SOUND	O	66	6400	13	H				0.00			0	0.00	26.6		5844		1823	2030				
um1p1b	13612	BRETON SOUND BLOCK 32	1904	LOUISIANA/4	BRETON SOUND	G	70	7800	10	H				0.00				0.00	52.0	0.59			39	123				
um1p1b	13612	BRETON SOUND BLOCK 36	1912	LOUISIANA/4	BRETON SOUND	G	78	7913	13	H		11		0.00				0.00		0.56			0	170				
um1p1b	13612	BRETON SOUND BLOCK 39	1924	LOUISIANA/4	BRETON SOUND	G	82	7884	23	H		22		0.00			0	0.00	0.0	0.57	0		0	865				
um1p1b	13612	BRETON SOUND BLOCK 53	1944	LOUISIANA/4	BRETON SOUND	B	62	8885	23	H		53	0	0.00	0	0	3464	0.00	36.8	0.58	168654	0.0	3295	7952	0	0	0.00	0.00
um1p1b	13612	CHANDELEUR SOUND BLOCK 58	2497	LOUISIANA/4	CHANDELEUR SOUND 	G	75	5000	15	H		30		0.00			0	0.00	0.0	0.56	0		0	3184				
um1p1b	13612	CHANDELEUR SOUND BLOCK 63	2514	LOUISIANA/4	CHANDELEUR SOUND 	G	82	5100	13	H		22		0.00			0	0.00	46.1	0.57	0		5	15837				
um1p1b	13612	COON POINT	2880	LOUISIANA/1	SHIP SHOAL	B	81	16433	7	H		0	0	0.00	0	0	0	0.00	49.9	0.62	165407	0.0	213	3241	0	0	0.00	0.00
um1p1b	13612	ELOI BAY	3623	LOUISIANA/4	CHANDELEUR SOUND 	B	62	6490	3	AG		12	200	0.00	0	0	0	0.00	31.2	0.56	70197	0.0	4395	4596	0	0	0.00	0.00
um1p1b	13612	EUGENE ISLAND BLOCK 8	3694	LOUISIANA/2	EUGENE ISLAND 	G	84	9300	7	H		9	49	0.00			0	0.00	0.0	0.62	0		0	647				
um1p1b	13612	EUGENE ISLAND BLOCK 18	3705	LOUISIANA/2	EUGENE ISLAND 	B	54	10298	8	H	DP	48	1938	0.31	772	0	3816	0.18	44.8	0.61	66223	0.0	8390	140788	0	0	0.00	0.00
um1p1b	13612	GRAND ISLE BLOCK 16	4196	LOUISIANA/1	GRAND ISLE 	B	51	13203	50	AH	WD	19	482	0.26	500	0	5234	0.24	41.5	0.61	969	0.0	4915	39979	0	0	0.00	0.00
um1p1b	13612	GRAND ISLE BLOCK 18	4207	LOUISIANA/1	GRAND ISLE 	O	72	12296	50	AH			45	0.00			0	0.00	33.0	0.65	1600		816	489				
um1p1b	13612	GRAND ISLE BLOCK 25	4218	LOUISIANA/1	GRAND ISLE 	G	61	13541	30	L		2258	702	0.00			3759	0.00	46.0	0.59	788807		180	66513				
um1p1b	13612	HALF MOON LAKE	4391	LOUISIANA/4	CHANDELEUR SOUND 	O	63	6600	3	H		12		0.28	452			0.00	27.1		4881		2164	903				
um1p1b	13612	MAIN PASS BLOCK 4	6304	LOUISIANA/4	MAIN PASS 	O	84	7400	9	H		40	143	0.00				0.00	37.0	0.56	6000		85	838				
um1p1b	13612	MAIN PASS BLOCK 6	6308	LOUISIANA/4	MAIN PASS 	B	62	6183	36	H		20	0	0.00	0	0	0	0.00	33.5	60.00	300	0.0	4953	7593	0	0	0.00	0.00
um1p1b	13612	MAIN PASS BLOCK 24	6352	LOUISIANA/4	MAIN PASS 	O	54	7556	7	H			265	0.00			0	0.00	26.6	0.00	363		734	218				
um1p1b	13612	MAIN PASS BLOCK 31	6368	LOUISIANA/4	MAIN PASS 	O	86	7200	10	H				0.00			0	0.00	28.0	0.00	371		504	139				
um1p1b	13612	MAIN PASS BLOCK 35	6374	LOUISIANA/4	MAIN PASS 	B	39	6797	6	H	WD	67	247	0.31	400	0	3550	0.21	29.6	61.00	10864	0.0	7809	8282	0	0	0.00	0.00
um1p1b	13612	MAIN PASS BLOCK 46	6407	LOUISIANA/4	MAIN PASS 	G	56	9122	20	H	GC	32	979	0.27			4410	0.25	45.3	0.60	63237		322	23943				
um1p1b	13612	MAIN PASS BLOCK 47	6418	LOUISIANA/4	MAIN PASS 	B	56	9221	23	H		0	0	0.00	0	0	0	0.00	50.8	0.59	26666	0.0	186	27889	0	0	0.00	0.00
um1p1b	13612	MAIN PASS BLOCK 69	6429	LOUISIANA/4	MAIN PASS 	G	67	8894	30	H				0.00			0	0.00	57.0	0.60			68	13108				
um1p1b	13612	MAIN PASS BLOCK 74	6434	LOUISIANA/4	MAIN PASS 	O	80	10994	92	H		25	3387	0.00			0	0.00	27.3	0.00	1873		21408	49340				
um1p1b	13612	MOUND POINT	6912	LOUISIANA/2	SOUTH MARSH	B	58	8664	6	H		45	506	0.00	0	0	0	0.00	42.7	0.35	589	0.0	1131	23406	0	0	0.00	0.00
um1p1b	13612	RABBIT ISLAND	7576	LOUISIANA/2	RABBIT ISLAND	B	63	9400	7	H			280	0.30	1500		713	0.00	46.9	0.61	1166667		670	14739				
um1p1b	13612	SHIP SHOAL BLOCK 15	8119	LOUISIANA/1	SHIP SHOAL 	G	68	16827	8	H		55		0.00			0	0.00	49.0	62.00	24503		524	18968				
um1p1b	13612	SOUTH PASS BLOCK 1	8398	LOUISIANA/4	SOUTH PASS 	O	68	9900	3	H		15		0.00			0	0.00	28.8	0.00	3279		713	290				
um1p1b	13612	TIMBALIER BAY-OFFSHORE	8971	LOUISIANA/1	TIMBALIER BAY	O	58	13900	6	H				0.00			0	0.00	50.0	0.60			7	305				
um1p1b	13612	WEST DELTA BLOCK 18	9478	LOUISIANA/4	WEST DELTA 	G	83	15300	48	H		380		0.00			0	0.00	49.5	0.63	46973		1586	88226				
um1p1b	13612	WEST DELTA BLOCK 27	9484	LOUISIANA/4	WEST DELTA 	B	56	14062	23	H		95	0	0.00	0	0	591	0.00	32.0	0.00	865	0.0	3917	434586	0	0	0.00	0.00
um1p1b	13612	WEST DELTA BLOCK 53	9539	LOUISIANA/4	WEST DELTA 	O	56	12600	3	H				0.00			0	0.00	36.1	0.00	1867		1456	5726				
um1p1b	13612	WEST DELTA BLOCK 55	9550	LOUISIANA/4	WEST DELTA 	O	64	12400	13	H				0.00				0.00	30.0	0.56			21	34				
um1p1b	13612	WEST DELTA BLOCK 84	9616	LOUISIANA/4	WEST DELTA 	B	57	11400	40	H		75		0.00			0	0.00	32.0	0.62	5225		470	867				
um1p1b	13612	CP000	159661	FEDERAL	COON POINT	G	67	15169	9	B	WD	161	1332	0.18		266	7956	0.24	0.0	0.62	0	21.1	5472	258466	263	13345		0.69
um1p1b	13612	TS000	707758	FEDERAL	TIGER SHOAL	G	58	7951	13	D	PAR	79	2476	0.33		171	3803	0.20	0.0	0.62	0	3.6	1308	341101	72	44496		0.74
um1p1b	13612	BM002	803002	FEDERAL	BAY MARCHAND	O	58	11683	50	G	WD	25	1271	0.22		210	8282	0.37	28.0	0.60	1721	5.0	3944	6971	2	490	0.17	0.48
um1p1b	13612	BS053	810053	FEDERAL	BRETON SOUND	O	76	9066	9	B	WD	15	796	0.29		192	4089	0.25	36.0	0.00	1110	0.0	4528	5123	891	892	0.36	
um1p1b	13612	EC064	824064	FEDERAL	EAST CAMERON	G	57	6739	49	D	WD	17	600	0.31		151	3149	0.24	0.0	0.61	0	2.5	40	16422	0	0		0.75
um1p1b	13612	EC071	824071	FEDERAL	EAST CAMERON	G	54	8245	46	C	WD	29	1924	0.29		186	4245	0.39	0.0	0.60	0	2.6	194	75664	0	0		0.76
um1p1b	13612	EC089	824089	FEDERAL	EAST CAMERON	G	64	8503	58		PAR	21	2196	0.29		176	4038	0.27	0.0	0.58	0	4.0	293	73933	0	0		0.74
um1p1b	13612	EI032	829032	FEDERAL	EUGENE ISLAND	G	49	10756	12		WD	145	2600	0.30		214	5139	0.21	38.0	0.60	1358	9.1	20536	616181	4416	24131	0.33	0.70
um1p1b	13612	EI045	829045	FEDERAL	EUGENE ISLAND	B	52	10168	22		WD	33	2517	0.29		183	4694	0.24	38.0	0.60	840	15.1	18380	93367	2140	10815	0.45	0.76
um1p1b	13612	EI047	829047	FEDERAL	EUGENE ISLAND	G	87	9000	22		WD	13	184	0.29		200	4247	0.23	0.0	0.58	0	8.4	38	4550	0	0		0.85
um1p1b	13612	EI053	829053	FEDERAL	EUGENE ISLAND	G	57	11817	17	D	PAR	54	805	0.26		214	5669	0.27	0.0	0.61	0	12.0	457	40404	257	18888		0.60
um1p1b	13612	EI057	829057	FEDERAL	EUGENE ISLAND	G	74	12192	11	D	WD	166	2143	0.25		227	5770	0.17	30.0	0.62	0	5.0	2945	553245	640	164098		0.84
um1p1b	13612	EI064	829064	FEDERAL	EUGENE ISLAND	G	71	12631	23	B	WD	23	478	0.26		210	7053	0.33	0.0	0.63	0	19.9	174	11153	171	6216		0.66
um1p1b	13612	EI074	829074	FEDERAL	EUGENE ISLAND	G	72	15443	18		PAR	154	353	0.22		248	6422	0.17	0.0	0.60	0	18.6	1089	60128	544	27824		0.75
um1p1b	13612	EI077	829077	FEDERAL	EUGENE ISLAND	G	56	14469	20	G	PAR	39	1620	0.23		248	6884	0.29	36.0	0.61	5335	17.7	934	48558	458	29126	0.10	0.58
um1p1b	13612	EI085	829085	FEDERAL	EUGENE ISLAND	O	84	14711	26	D	PAR	19	287	0.22		224	10034	0.29	32.0	0.60	3790	28.1	400	3204	0	0	0.16	0.75
um1p1b	13612	EI089	829089	FEDERAL	EUGENE ISLAND	G	49	11000	24	G	PAR	14	140	0.29		202	5130	0.16	0.0	0.60	0	43.4	58	1333	0	0		0.25
um1p1b	13612	EI100	829100	FEDERAL	EUGENE ISLAND	G	60	12428	25	H	WD	59	980	0.26		229	6663	0.31	35.0	0.64	2789	28.3	5878	60368	1854	13615	0.51	0.54
um1p1b	13612	EI108	829108	FEDERAL	EUGENE ISLAND	G	79	14679	28		PD	158	1048	0.19		265	7020	0.19	0.0	0.70	0	16.9	3459	179111	456	53227		0.71
um1p1b	13612	GI016	842016	FEDERAL	GRAND ISLE	O	62	10748	53	G	WD	25	63	0.28		194	5245	0.26	34.0	0.65	2377	26.8	49	288	0	0	0.03	0.25
um1p1b	13612	GI018	842018	FEDERAL	GRAND ISLE	O	81	10241	58	C	PAR	42	372	0.27		183	5022	0.24	31.0	0.00	1594	0.0	3271	5355	279	303	0.20	
um1p1b	13612	GI020	842020	FEDERAL	GRAND ISLE	O	78	12643	56	B	WD	47	409	0.30		235	5894	0.32	30.0	0.00	2319	0.0	5977	9999	1688	7775	0.44	
um1p1b	13612	GI033	842033	FEDERAL	GRAND ISLE	G	66	12175	88	B	PD	56	411	0.26		210	4300	0.23	23.0	0.63	3359	20.4	2286	26203	724	10230	0.53	0.76
um1p1b	13612	GI041	842041	FEDERAL	GRAND ISLE	B	64	12150	91	B	WD	47	3197	0.28		212	5963	0.20	32.0	0.60	1848	37.2	53735	205432	4092	23740	0.55	0.74
um1p1b	13612	GI043	842043	FEDERAL	GRAND ISLE	B	61	11810	140	B	WD	44	2360	0.23		212	5507	0.32	33.0	0.60	3922	40.8	12671	82208	3578	24609	0.29	0.59
um1p1b	13612	MP006	866006	FEDERAL	MAIN PASS	G	64	5735	36	B	WD	49	3382	0.32		154	2679	0.13	28.0	0.55	800	0.5	5701	256498	114	11510	0.65	0.79
um1p1b	13612	MP030	866030	FEDERAL	MAIN PASS	O	84	6867	42	B	WD	29	615	0.29		152	3208	0.23	33.0	0.65	1400	3.9	3044	6670	3571	9261	0.36	0.71
um1p1b	13612	MP039	866039	FEDERAL	MAIN PASS	G	87	7150	66	D	WD	9	140	0.32		156	3340	0.38	0.0	0.60	0	3.6	2	568	0	0		0.25
um1p1b	13612	MP041	866041	FEDERAL	MAIN PASS	O	63	7457	40	B	WD	47	3074	0.28		169	3539	0.31	34.0	0.62	1750	8.5	34093	106725	804	8233	0.33	0.66
um1p1b	13612	MP064	866064	FEDERAL	MAIN PASS	O	82	8078	36	A	WD	14	92	0.30		200	3631	0.38	33.0	0.00	2104	0.0	96	303	343	622	0.32	
um1p1b	13612	MP069	866069	FEDERAL	MAIN PASS	G	69	8250	51	C	UNK	47	140	0.30		186	3851	0.30	0.0	0.60	0	14.2	133	9347	0	0		0.71
um1p1b	13612	MP073	866073	FEDERAL	MAIN PASS	G	75	8495	136	G	WD	49	2475	0.25		181	4257	0.27	36.0	0.63	6633	15.0	8774	157998	5428	60472	0.50	0.79
um1p1b	13612	MP093	866093	FEDERAL	MAIN PASS	G	72	6600	43	J	UNK	9	40	0.30		156	3084	0.30	0.0	0.60	0	2.5	1	556	0	0		0.85
um1p1b	13612	MP096	866096	FEDERAL	MAIN PASS	G	68	6412	52	B	PAR	14	620	0.30		145	2996	0.40	0.0	0.60	0	0.6	4	6480	0	0		0.48
um1p1b	13612	MP102	866102	FEDERAL	MAIN PASS	G	84	6060	46	D	PAR	7	1148	0.33		155	2705	0.10	0.0	0.57	0	2.6	13	4752	0	0		0.25
um1p1b	13612	MP103	866103	FEDERAL	MAIN PASS	G	68	6215	36	D	WD	20	1247	0.28		151	2741	0.31	28.0	0.58	588	10.5	1553	11399	33	87	0.21	0.37
um1p1b	13612	MP115	866115	FEDERAL	MAIN PASS	G	79	6353	47	B	PAR	36	157	0.28		152	2924	0.22	0.0	0.60	0	1.1	9	7899	0	0		0.85
um1p1b	13612	MP125	866125	FEDERAL	MAIN PASS	G	84	6475	122	B	PAR	19	338	0.31		150	3026	0.47	0.0	0.60	0	0.8	2	1541	1	1962		0.39
um1p1b	13612	MP127	866127	FEDERAL	MAIN PASS	G	65	6788	54	B	WD	22	2956	0.27		153	3075	0.35	31.0	0.58	1642	1.0	69	55495	17	22354	0.10	0.79
um1p1b	13612	MP128	866128	FEDERAL	MAIN PASS	G	81	7100	73	J	WD	23	234	0.30		155	3569	0.16	30.0	0.56	170090	5.5	20	3620	0	0	0.10	0.25
um1p1b	13612	MP138	866138	FEDERAL	MAIN PASS	O	84	7665	137	B	WD	25	228	0.32		170	3579	0.47	25.0	0.60	1576	3.8	726	850	813	2157	0.35	0.62
um1p1b	13612	MP140	866140	FEDERAL	MAIN PASS	O	73	7730	165	A	PAR	19	307	0.31		176	3954	0.33	32.0	0.60	1764	121.4	3336	5920	0	0	0.47	0.25
um1p1b	13612	MP141	866141	FEDERAL	MAIN PASS	O	88	7953	183	D	WD	31	211	0.28		166	3713	0.26	38.0	0.60	900	30.6	436	643	1610	1979	0.30	0.65
um1p1b	13612	MP163	868163	FEDERAL	MAIN PASS	G	84	4579	112	B	PAR	33	878	0.32		129	2144	0.31	0.0	0.60	0	0.3	3	6479	3	10025		0.41
um1p1b	13612	MP181	868181	FEDERAL	MAIN PASS	G	90	5450	137	J	PAR	42	473	0.31		141	2549	0.25	0.0	0.60	0	0.1	0	6463	2	17563		0.68
um1p1b	13612	SS015	894015	FEDERAL	SHIP SHOAL	G	80	17144	13	B	PD	98	1219	0.14		290	7966	0.36	40.0	0.62	1175	22.8	2122	46283	529	5528	0.37	0.38
um1p1b	13612	SS028	894028	FEDERAL	SHIP SHOAL	G	49	15484	13	B	PAR	287	3502	0.19		264	8225	0.36	0.0	0.65	0	27.3	15857	589317	2579	86515		0.42
um1p1b	13612	SS032	894032	FEDERAL	SHIP SHOAL	G	59	15220	18	G	PAR	142	243	0.27		254	7034	0.25	0.0	0.62	0	28.4	1307	45738	71	2726		0.54
um1p1b	13612	SS069	894069	FEDERAL	SHIP SHOAL	O	83	11497	29	B	WD	80	725	0.28		218	5429	0.29	33.0	0.61	1474	10.9	7108	13701	4143	23262	0.28	0.52
um1p1b	13612	SS072	894072	FEDERAL	SHIP SHOAL	B	52	11243	30	G	PAR	43	556	0.27		208	5244	0.30	34.0	0.60	5225	15.5	4785	51061	956	6023	0.61	0.85
um1p1b	13612	SS090	894090	FEDERAL	SHIP SHOAL	B	85	13205	29	B	WD	34	44	0.29		207	6396	0.20	32.0	0.63	4901	0.0	356	1744	0	0	0.53	
um1p1b	13612	SS113	894113	FEDERAL	SHIP SHOAL	O	70	13039	42	G	WD	98	526	0.25		235	6323	0.30	33.0	0.64	1513	29.6	13329	25416	705	3571	0.37	0.49
um1p1b	13612	SM231	900231	FEDERAL	SOUTH MARSH ISLAND	G	93	8178	17	D	COM	25	140	0.30		168	3818	0.30	0.0	0.60	0	2.8	1	213	17	6045		0.85
um1p1b	13612	SM236	900236	FEDERAL	SOUTH MARSH ISLAND	G	82	8950	18	D	WD	17	780	0.28		195	4177	0.16	0.0	0.63	0	2.8	46	15065	5	3376		0.60
um1p1b	13612	SM241	900241	FEDERAL	SOUTH MARSH ISLAND	G	90	8090	22	D	WD	17	490	0.30		159	3777	0.18	0.0	0.60	0	11.3	52	4754	113	9778		0.72
