c5	c10	c12	c14	c15	c16	c17	c18	c20	c25	c35	c40	c90	c100	c110	c120	c130	c140	c150	c152	c160	c170	c180	c190	c192	c200	c210	c220	c230	c240	c250	c260	c270	c280	c290	c300	c310a	c310b	c310c	c310d	c314a	c314b	c314c	c314d	c320a	c320b	c320c	c324a	c324b	c324c	c330	c332	c340	c350	c360	c370	c380	c390	c400	c410	c420	c430	c440	c450	c460	c490	c510a	c510b	c510c	c510d	c510e	c510f	c602	c604	c606	c608	c610	c612	c614	c616	c620	c640	c652	c654	c660	eof
1995110600068	19951106	00068	WP  	1995	11	6	95ZZZX5960       	1	19950920	G	5511	H2310016	SPAR            			NANCNG	CJ6A  	CJ6A        	056183N	WP  										HORIZ STAB FWD	CRACKED         	D	L			K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	09						0320004				IMPORTED FROM CHINA, EXPERIMENTAL EXHIBITION CERTIFICATION PENDING.  DURING INSPECTION PRIOR TO FAA CERTIFICATION, MECHA	NIC DISCOVERED CRACK IN FORWARD SPAR ASSEMBLY OF HORIZONTAL STABILIZER IN AREA BETWEEN VERTICAL STABILIZER TO HORIZONTAL	 STABILIZER ATTACH POINT.  THIS AIRCRAFT HAD NOT BEEN OVERHAULED, REBUILT BY MFG PRIOR TO SALE AND EXPORT TO U. S. BUYER	.  ONE OF FIVE AIRCRAFT WITH THIS AREA FOUND CRACKED.			1	L	7	1 	3R			RT	EXPA1L71					 
1995110600069	19951106	00069	WP  	1995	11	6	95ZZZX5961       	1	19950920	G	5511	H2310016	SPAR            			NANCNG	CJ6A  	CJ6A        	056183N	WP  										HORIZ STAB FWD	CRACKED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	09	457AB	2586 				1232004				IMPORTED FROM CHINA, EXPERIMENTAL EXHIBITION CERTIFICATION PENDING.  DURING INSPECTION PRIOR TO FAA CERTIFICATION, MECHA	NIC DISCOVERED CRACK IN FORWARD SPAR ASSEMBLY OF HORIZONTAL STABILIZER IN AREA BETWEEN VERTICAL STABILIZER TO HORIZONTAL	 STABILIZER ATTACH POINT.  THIS AIRCRAFT HAD NOT BEEN OVERHAULED, REBUILT BY MFG PRIOR TO SALE AND EXPORT TO U. S. BUYER	.  ONE OF FIVE AIRCRAFT WITH THIS AREA FOUND CRACKED.			1	L	7	1 	3R			RT	EXPA1L71					 
1995110600070	19951106	00070	WP  	1995	11	6	95ZZZX5962       	1	19950920	G	5511	H2310016	SPAR            			NANCNG	CJ6A  	CJ6A        	056183N	WP  										HORIZ STAB FWD	CRACKED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	09	59WT					1232010				IMPORTED FROM CHINA, EXPERIMENTAL EXHIBITION CERTIFICATION PENDING.  DURING INSPECTION PRIOR TO FAA CERTIFICATION, MECHA	NIC DISCOVERED CRACK IN FORWARD SPAR ASSEMBLY OF HORIZONTAL STABILIZER IN AREA BETWEEN VERTICAL STABILIZER TO HORIZONTAL	 STABILIZER ATTACH POINT.  THIS AIRCRAFT HAD NOT BEEN OVERHAULED, REBUILT BY MFG PRIOR TO SALE AND EXPORT TO U. S. BUYER	.  ONE OF FIVE AIRCRAFT WITH THIS AREA FOUND CRACKED.			1	L	7	1 	3R			RT	EXPA1L71					 
1995110600071	19951106	00071	WP  	1995	11	6	95ZZZX5963       	1	19950920	G	5511	H2310016	SPAR            			NANCNG	CJ6A  	CJ6A        	056183N	WP  										HORIZ STAB FWD	CRACKED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	09						1232009				IMPORTED FROM CHINA, EXPERIMENTAL EXHIBITION CERTIFICATION PENDING.  DURING INSPECTION PRIOR TO FAA CERTIFICATION, MECHA	NIC DISCOVERED CRACK IN FORWARD SPAR ASSEMBLY OF HORIZONTAL STABILIZER IN AREA BETWEEN VERTICAL STABILIZER TO HORIZONTAL	 STABILIZER ATTACH POINT.  THIS AIRCRAFT HAD NOT BEEN OVERHAULED, REBUILT BY MFG PRIOR TO SALE AND EXPORT TO U. S. BUYER	.  ONE OF FIVE AIRCRAFT WITH THIS AREA FOUND CRACKED.			1	L	7	1 	3R			RT	EXPA1L71					 
1995110600072	19951106	00072	WP  	1995	11	6	95ZZZX5964       	1	19950920	G	5511	H2310016	SPAR            			NANCNG	CJ6A  	CJ6A        	056183N	WP  										HORIZ STAB FWD	CRACKED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	09	357AB	2350 				1432023				IMPORTED FROM CHINA, EXPERIMENTAL EXHIBITION CERTIFICATION PENDING.  DURING INSPECTION PRIOR TO FAA CERTIFICATION, MECHA	NIC DISCOVERED CRACK IN FORWARD SPAR ASSEMBLY OF HORIZONTAL STABILIZER IN AREA BETWEEN VERTICAL STABILIZER TO HORIZONTAL	 STABILIZER ATTACH POINT.  THIS AIRCRAFT HAD NOT BEEN OVERHAULED, REBUILT BY MFG PRIOR TO SALE AND EXPORT TO U. S. BUYER	.  ONE OF FIVE AIRCRAFT WITH THIS AREA FOUND CRACKED.			1	L	7	1 	3R			RT	EXPA1L71					 
1995110600073	19951106	00073	SW  	1995	11	6	95ZZZX5965       	1	19950919	G	7160		AIR BOX VALVE   			BBAVIA	7     	7AC         	2110102	SW  										ENGINE INTAKE	FAILED          	G		A		A				UNSCHED LANDING         				R			PARTIAL RPM/PWR LOSS      			CR	CRUISE         	1			GL	23	84458	3556 				7AC3153				THE SPOT WELD WHICH ATTACHES THE BUTTERFLY VALVE TO THE SHAFT BROKE WHICH ALLOWED THE VALVE TO BE SUCKED UP INTO THE CAR	BURETOR AND BLOCK OFF THE AIR TO THE ENGINE.  THIS CAUSED THE ENGINE RPM TO DROP TO 700 RPM.  THE PILOT LANDED IN A PLOW	ED FIELD, NO FURTHER DAMAGE TO AIRCRAFT.				1	H	7	1 	3O				A759    					 
1995110600074	19951106	00074	EU  	1995	11	6	95ZZZX5966       	1	19950926	G	5753	T700A5755097001	CARRIAGE        			SOCATA	TBM   	TBM700      	8682000	EU  										RT FLAP	CRACKED         	B		A	OLKR	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			GL	19	157JB	1535 				6				WHILE COMPLYING WITH SB 70-048-57, A CRACK WAS FOUND IN THE LOWER WEB OF THE RIGHT FLAP INBOARD CARRIAGE, ONE INCH FROM 	THE AFT ROLLER STUD.  CRACK WAS BEYOND ALLOWABLE STOP DRILL LIMITS IAW THIS SB.  PART WAS CHANGED WITH NEW PART NUMBER W	HICH HAS BEEN MODIFIED WITH THICKER WEBS.  SUBMITTER SUGGESTS OPERATORS WHO HAVE NOT C/W THIS SB SHOULD DO SO BEFORE FUR	THER FLIGHTS.			1	L	7	1 	3T			RT	A60EU   					 
1995110600076	19951106	00076	SO  	1995	11	6	95ZZZX5968       	1	19950928	G	3230	7873903	LINK ATTACH     			PIPER 	PA28  	PA28181     	7102807	SO  										RT MLG TORQUE	CRACKED         	D	S		OKDV	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	13	6912D	9522 				288590052				DURING MAINTENANCE, VISUALLY DISCOVERED CRACK .50 INCH LONG ON RT MLG AXLE STUB OUTBOARD TORQUE LINK ASSY POINT.  FURTHE	R EXAMINATION DISCOVERED CRACK EXTENDED 1 INCH LONG INSIDE OF THE MACHINED AREA.  AREA BARELY VISIBLE DUE TO LUBRICANTS/	DIRT ON THE PART.  SUSPECT CAUSE IS FATIGUE.				1	L	7	1 	3O				2A13    					 
1995110600077	19951106	00077	SO  	1995	11	6	95ZZZX5969       	1	19951009	G	5751	4619015	SPAR            		4020041     	PIPER 	PA31  	PA31350     	7103110	SO  										RT AILERON	CRACKED         	D		A		K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	25	74972	3800 				317305123				ON COMPLIANCE WITH PIPER SB 974, AILERON HINGE INSPECTION AND REPLACEMENT, FOUND BOTH AILERON SPAR AND RIB CRACKED ON BO	TH LEFT AND RIGHT AILERONS.  CRACKS NOT VISIBLE UNLESS AILERON HINGE BRACKETS ARE REMOVED.					1	L	7	2 	3O				A20SO   					 
1995021000083	19950210	00083	SO  	1995	2	10	95ZZZX597        	1	19950111	G	2820	9804472	LINE            			PIPER 	PA28  	PA28161     	7102803	SO  										RT FUEL	CORRODED        	B	P		DYTR	K				NONE                    				K			FLUID LOSS                			IN	INSP/MAINT     	1			SO	15	163ER	7945 				2841144				THE PROBLEM WAS FOUND DURING AN INSPECTION TO FIND THE SOURCE OF A HEAVY FUEL SMELL IN THE AIRCRAFT CABIN.  THE LEAK WAS	 FOUND IN THE FUEL LINE ON THE RIGHT SIDE OF THE CABIN AS IT ENTERED INTO THE AIRCRAFT CABIN THROUGH THE WING ROOT.  THE	 CAUSE OF THE LEAK WAS A HOLE THAT HAD CORRODED THROUGH.  THE CORROSION HAD OCCURRED DUE TO THE MOISTURE RETENSION OF TH	E OLD STYLE PAPER FUEL LINE LABEL.  TO PREVENT THIS FROM RECURRING, THE OLD STYLE PAPER LABELS MUST BE REMOVED, AND THE 	FUEL LINE CLEANED, TREATED, AND NEW PLASTIC LABELS INSTALLED.		1	L	7	1 	3O				2A13    					 
1995110600078	19951106	00078	SO  	1995	11	6	95ZZZX5970       	1	19951009	G	5751	4019008	SPAR            		4020022     	PIPER 	PA31  	PA31350     	7103110	SO  										LT AILERON	CRACKED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	25	74972	3800 				317305123				ON COMPLIANCE WITH PIPER SB 974, AILERON HINGE INSPECTION AND REPLACEMENT, FOUND BOTH AILERON SPAR AND RIB CRACKED ON BO	TH LEFT AND RIGHT AILERONS.  CRACKS NOT VISIBLE UNLESS AILERON HINGE BRACKETS ARE REMOVED.					1	L	7	2 	3O				A20SO   					 
1995110600079	19951106	00079	CE  	1995	11	6	95ZZZX5971       	1	19950810	G	3240	215284	BRAKE ASSY      	BFGOODRICH  		CESSNA	500   	550         	2076604	CE  										WHEEL	DEFECTIVE       	D		A		K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	05	75ZA		309  			5500214				INSTALLED THE BF GOODRICH WHEEL BRAKES ON CESSNA 550 APPROXIMATELY ONE YEAR AGO TO TAKE ADVANTAGE OF THE GUARANTEED PROR	ATED 1,000 LANDING LIFE OF THIS WHEEL BRAKE ASSYS.  THE PROBLEM IS THAT THE WHEEL BRAKES ARE ONLY LASTING APPROX 300-400	 LANDINGS BEFORE THE ROTORS IN THESE BRAKES ARE CRACKING OR BREAKING COMPLETELY IN TWO.  HAVE HAD TWO WHEEL BRAKES LOCK 	UP COMPLETELY WITHIN THE LAST 2 MONTHS DUE TO WHEEL BRAKE ROTOR FAILURE.			1	L	7	2 	4F				A22CE   					 
1995110600080	19951106	00080	CE  	1995	11	6	95ZZZX5972       	1	19950925	G	5321	24113954604	FLOOR SKIN      			LEAR  	35    	36A         	5170603	CE  										FS 346-370	DELAMINATING    	B		A	TJ4R	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			GL	11	36BP	3520 				032				WHILE PRESSURIZING AIRCRAFT FOR 1,200 HOUR INSPECTION, AIRCRAFT WOULD NOT MAKE ALLOWABLE LEAK RATE.  FOUND LOWER SKIN OF	 DIVAN SEAT FLOOR SITTING ON TOP OF WING SKIN WITH AIRCRAFT PRESSURIZED.  FOUND UPPER AND LOWER DIVAN SEAT SKIN SEPARATI	NG FROM THE HONEYCOMB CENTER OF THE FLOOR WITH AIRCRAFT UNPRESSURIZED.  LOWER SKIN WOULD RETURN TO ITS NORMAL POSITION. 	 ALSO, FOUND FLOOR SUPPORT STRINGER CRACKED DUE TO THE MOVEMENT OF THE FLOOR STRUCTURE.  FOUND UNSEALED WELL NUTS AND PO	P RIVETS IN UPPER SKIN THAT WOULD ALLOW PRESSURIZATION INTO HONEYCOMB STRUCTURE.		2	L	7	2 	4F				A10CE   					 
1995110600081	19951106	00081	CE  	1995	11	6	95ZZZX5973       	1	19950922	G	5321	4102381	FLOORBOARD      			CESSNA	150   	152         	2071835	CE  										RT SEAT INBD	CRACKED         	G	P		YQSV	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			CE	09	64901	8068 				15281467				DURING ROUTINE REPLACEMENT OF SEAT RAILS, THE FLOORBOARD WAS FOUND CRACKED AT THE AFT END OF THE RIGHT SEAT INBOARD SEAT	 RAIL.  THE NEW AND OLD SEAT RAILS ARE NOT ROUNDED OFF AND HAVE SHARP EDGES WHICH MAY HAVE CONTRIBUTED TO THIS CRACKING 	PROBLEM.  SUBMITTER RECOMMENDS DRESSING EDGES WITH FILE.				1	H	7	1 	3O			NT	3A19    					 
1995110600082	19951106	00082	SO  	1995	11	6	95ZZZX5974       	1	19950919	G	2710	62701127	CONTROL CABLE   			PIPER 	PA34  	PA34220     	       	SO  										WS 70.5	WORN            	B		A	ECPR	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	15	9195E					3433170				LEFT AND RIGHT FORWARD AILERON CABLES ARE BEING WORN BY THE PULLEY AT WS 70.5.  THE PULLEY AT THE STATION CARRIES NO LOA	D FROM THE CABLE TENSION.  IT APPEARS THAT IN-FLIGHT VIBRATION IS CUTTING THE CABLE IN HALF.  NO PULLEYS HAVE BEEN FOUND	 FROZEN OR DAMAGED.  OPERATOR HAS FLEET OF 5 AND PROBLEM IS APPARENT IN ALL.				1	L	7	2 	3O			 	A7SO    					 
1995110600083	19951106	00083	CE  	1995	11	6	95ZZZX5975       	1	19950926	G	2731	965260211	ACTUATING ROD   			BEECH 	58    	58          	1152740	CE  										LT ELEV TRIM	BROKEN          	G		A		A				UNSCHED LANDING         				F			FLT CONT AFFECTED         			CL	CLIMB          	1			SO	16	4375W	3800 				TH489				SHORTLY AFTER DEPARTURE, ACFT BEGAN A VIOLENT SHAKING AND FLUTTER.   PILOT REDUCED SPEED AND RETURNED TO AIRPORT.  PILOT	 STATED THE ACFT WAS ALMOST UNABLE TO BE CONTROLLED.  AN UNEVENTFUL LANDING WAS MADE.  INSP REVEALED THE LT ELEV TRIM TA	B ACTUATING ROD HAD BROKEN APPROX 1 INCH FROM THE END WHERE IT ATTACHED AT THE JACK SCREW.  THIS APPARENTLY ALLOWED TRIM	 TAB TO FLUTTER AND THIS ACTION WAS FED BACK TO THE CONTROL YOKE.  BREAK OCCURRED AT A POINT THAT REMAINS WELL WITHIN TH	E CONFINES OF THE HORIZ STAB.  SUBMITTER SUGGESTS INSPECTION OF THIS AREA ON INSPECTING THE AD CONCERNING THE RIVET REPL	ACEMENT HAD BEEN C/W.	1	L	7	2 	3O				3A16    					 
1995110600084	19951106	00084	EU  	1995	11	6	95ZZZX5976       	1	19950926	G	5753	T700A5755097000	CARRIAGE        			SOCATA	TBM   	TBM700      	8682000	EU  										LT FLAP	CRACKED         	B			OLKR	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			GL	19	157JB	1535 				6				WHILE C/W SB 70-048-57, 2 CRACKS WERE FOUND.  ONE IN THE LOWER WEB OF THE LT FLAP INBOARD CARRIAGE, ONE INCH FROM THE AF	T ROLLER STUD, AND THE OTHER IN THE VERTICAL WEB, .3750 INCH FROM THE FORWARD ROLLER STUD.  BOTH CRACKS WERE BEYOND ALLO	WABLE STOP DRILL LIMITS IAW THIS SB.  PART WAS CHANGED WITH NEW P/N WHICH HAS BEEN MODIFIED WITH THICKER WEBS.  SUBMITTE	R SUGGESTS OPERATORS WHO HAVE NOT C/W THIS SB SHOULD DO SO BEFORE FURTHER FLIGHTS.			1	L	7	1 	3T			RT	A60EU   					 
1995110600085	19951106	00085	SW  	1995	11	6	95ZZZX5977       	1	19951005	G	3246		WHEEL           			MOONEY	M20   	M20J        	5870219	SW  										NLG	WRONG PART      	H				K				NONE                    				W			INADEQUATE Q C            			IN	INSP/MAINT     	1			SW	15	201EL					240144				HAD TO REMOVE WRONG NOSE WHEEL.  AIRCRAFT CALLS FOR CLEVELAND WHEEL, P/N 40-87.  ALSO, FOUND SEVERE CORROSION AND WRONG 	BOLTS AND NUTS.					1	L	7	1 	3O				2A3     					 
1995110600086	19951106	00086	SO  	1995	11	6	95ZZZX5978       	1	19950920	G	3230	6701200	TORQUE LINK     			PIPER 	PA28  	PA28R180    	7102809	SO  										LT MLG	BROKEN          	H				O				OTHER                   				J			WARNING INDICATION        			CL	CLIMB          	1			WP	13	312CA	3447 				28R30590				PILOT REPORTED LANDING GEAR WOULD NOT RETRACT.  TROUBLESHOOTING FOUND LT LANDING GEAR UPPER TORQUE LINK INBOARD LUG CRAC	KED AND BROKEN CAUSING SAFETY (SQUAT) SWITCH ACTIVATING CLIP NOT TO ACTIVATE SWITCH ARM.  REPLACED TORQUE LINK WITH NEW 	PART.  LUG HAD APPARENT CORROSION IN OLD FRACTURE LEADING TO FAILURE.  SUSPECT CAUSE, OVERTORQUEING DURING A PREVIOUS AS	SEMBLY, SETTING UP A STRESS ON LINK LUG.  SUBMITTER RECOMMENDS ADHERING TO MANUFACTURES MAINTENANCE INSTRUCTIONS WHEN IN	STALLING.		1	L	7	1 	3O				2A13    					 
1995110600087	19951106	00087	SW  	1995	11	6	95ZZZX5979       	1	19950918	G	3220		TAILWHEEL       	SCOTT       		BBAVIA	8     	8GCBC       	1220803	SW  										MAIN SHAFT	FAILED          	D				K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			NM	03	8592V	8125 	150  			14975				THE TAILWHEEL MAIN SHAFT SHEARED AT THE 'STEP' (SHANK DIAMETER CHANGES) CAUSING THE TIRE, FORK, AND ASSORTED INTERNAL PA	RTS TO DEPART THE AIRCRAFT.  THIS TAILWHEEL HAS APPROX 25,000 LANDINGS AND TAKEOFFS ON IT.  SUSPECT CAUSE OF FAILURE IS 	FATIGUE DUE TO EXTENDED USE.				1	H	7	1 	3O				A21CE   					 
1995021000084	19950210	00084	SO  	1995	2	10	95ZZZX598        	1	19950113	G	2820	9804472	LINE            			PIPER 	PA28  	PA28161     	7102803	SO  										RT FUEL	CORRODED        	B		A	DYTR	K				NONE                    				K			FLUID LOSS                			IN	INSP/MAINT     	1			SO	15	162ER	7477 				2841152				THE PROBLEM WAS FOUND DURING AN INSPECTION FOR THE SOURCE OF A HEAVY FUEL SMELL IN THE CABIN.  THE LEAK WAS FOUND IN THE	 FUEL LINE ON THE RIGHT SIDE OF THE CABIN AS IT CAME THROUGH THE WING ROOT.  THE CAUSE OF THE LEAK WAS A HOLE THAT HAD C	ORRODED THROUGH.  THE CORROSION HAD OCCCURED DUE TO MOISTURE COLLECTING IN THE OLD STYLE PAPER FUEL LINE TAG. THE PREVEN	T THIS FROM RECURRING, THE OLD STYLE PAPER LABELS MUST BE REMOVED, THE FUEL LINES CLEANED, TREATED, AND NEW PLASTIC LABE	LS INSTALLED.  THIS IS THE THIRD AIRCRAFT FOUND THIS MONTH.		1	L	7	1 	3O				2A13    					 
1995110600088	19951106	00088	EU  	1995	11	6	95ZZZX5980       	2	19950907	G	8530	850710	OIL SEAL        			AMTR  	FLTSTR	FLIGHTSTAR  	05644KB	GL  	ROTAX 	582   	ROTAX582    	55555	EU  					ROTARY VALVE	LEAKING         	D				K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SO	09	93FS	86   				093	4317143			AFTER TOTAL ENGINE FAILURE WITH NO WARNING, ROTARY VALVE SHAFT WAS FOUND DEFECTIVE.  ROTARY VALVE SPLINES WERE FOUND MEL	TED OFF.  FAILURE WAS FOUND TO BE DUE TO ROTARY VALVE OIL BEING DILUTED BY WATER.  WATER WAS FOUND IN ROTARY VALVE OIL T	ANK.  SEAL HAD FAILED.  INSPECTED THREE OTHER AIRCRAFT AND FOUND SAME PROBLEM.  SUBMITTER STATED THIS IS AN EXPERIMENTAL	 AIRCRAFT, BUT A PROBLEM NEEDS TO BE ADDRESSED.			1	H	7	1 	3I	3	I		EXPA1H71	EXPE3I				 
1995110600089	19951106	00089	CE  	1995	11	6	95ZZZX5981       	1	19950920	G	3233	1053840023	ACTUATOR        			BEECH 	76    	76          	1153005	CE  										MLG	ROD BROKE       	B			SYVR	O				OTHER                   				J			WARNING INDICATION        			CL	CLIMB          	1			WP	19	2008K					ME72				LEFT MLG ACTUATOR ROD BROKE AT THE THREADED END DURING GEAR RETRACTION.  THE GEAR FREE-FELL AND LOCKED IN THE DOWN POSIT	ION.  THE GEAR WAS MOVED UP AND DOWN BY HAND AND NO BINDING OR LOOSENESS WAS FOUND.  NEW ACTUATOR WAS INSTALLED AND THE 	LANDING GEAR WAS OPERATED SEVERAL TIMES WITHOUT ANY PROBLEMS.  WHY THE PART BROKE IS UNCLEAR, BUT IT APPEARS TO HAVE BEN	T BEFORE IT BROKE.			1	L	7	2 	3O				A29CE   					 
1995110600268	19951106	00268	EA  	1995	11	6	95ZZZX5982       	2	19951004	G	8530		CYLINDER        			PIPER 	PA60  	PA60600     	7106001	NM  	LYC   	O540  	IO540K1J5   	41532	EA  					LT ENG NR 4	SEPARATED       	D				K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			GL	05	6892R					600887816125	L1888448A			LEFT ENGINE NR 4 CYLINDER SEPARATED FROM ENGINE.  CAUSE UNKNOWN AT THIS TIME.  REMOVED AND REPLACED ENGINE, PROPELLER, A	ND ACCESSORIES.					1	M	7	2 	3O	3	O	RT	A17WE   	1E4				 
1995110600269	19951106	00269	CE  	1995	11	6	95ZZZX5983       	1	19950905	G	3230		LANDING GEAR    			CESSNA	310   	310R        	2074245	CE  										MLG	MALFUNCTION     	H				O				OTHER                   				J			WARNING INDICATION        			AP	APPROACH       	1			GL	07	6160X					310R1305				GEAR WOULD NOT EXTEND.  HAD INSPECTED AND FAA ISSUED FERRY PERMIT.  JACKED ACFT, CHECKED WIRING AND SWITCHES.  COULD NOT	 DUPLICATE, CYCLED GEAR SEVERAL TIMES.					1	L	7	2 	3O				3A10    					 
1995110600270	19951106	00270	SW  	1995	11	6	95ZZZX5984       	2	19950829	G	8500		ENGINE          			CESSNA	195   	195         	2073102	CE  	JACOBP	R755  	R755B1      	35007	SW  					POWERPLANT	FAILED          	D				A				UNSCHED LANDING         				E	B	R	VIBRATION/BUFFET          	SMOKE/FUMES/ODORS/SPARKS  	PARTIAL RPM/PWR LOSS      	CR	CRUISE         	1			SW	01	9368A					7447	11465			ON FIRST FLIGHT AFTER MAINTENANCE (STARTER REPLACEMENT) ON 8-29-95, 25 MINUTES INTO FLIGHT, HAD SUDDEN ONSET OF ENGINE V	IBRATION.  HEADED TOWARD AIRPORT.  WITHIN 1 MINUTE HAD COMPLETE LOSS OF OIL PRESSURE.  OVER NEXT FEW MINUTES, HAD OIL TE	MP PAST RED LINE AND OFF SCALE, OIL PRESSURE REMAINED ZERO, VIBRATION WORSENED, HAD PARTIAL POWER LOSS, AND BURNING ODOR	.  WAS ABLE TO RETURN AND LAND WITH PARTIAL POWER (ABOUT 10-12 INCHES MP).  NO DAMAGE TO AIRFRAME.  SUBSEQUENT INSPECTIO	N FOUND MECHANICAL PROBLEMS RELATED TO THE RECENT MAINTENANCE.		1	H	7	1 	3R	3	R	NC	A790    	TC237				 
1995110600271	19951106	00271	SO  	1995	11	6	95ZZZX5985       	2	19950616	G	8530	639272	CYLINDER        			CESSNA	185   	A185E       	2072818	CE  	CONT  	O520  	IO520D      	17032	SO  					NR 5	FAILED          	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			GL	07	1997U		300  			18501766	175979R			DURING AN INSPECTION OF THE ENGINE, THE NR 5 CYLINDER WAS FOUND CRACKED BETWEEN THE TOP SPARK PLUG HOLE AND INJECTOR NOZ	ZLE HOLE.  INVESTIGATION REVEALED THE MAGNETO TO ENGINE TIMING WAS 10 DEGREES ADVANCED.  AFTER THE NR 5 CYLINDER WAS REM	OVED, THE PISTON, PISTON PIN, AND CONNECTING ROD WERE FOUND TO SHOW SIGNS OF EXCESSIVE HEAT.  THE NR 2 CYLINDER WAS THEN	 PULLED AS A PRECAUTIONARY MEASURE AND WHILE THE CYLINDER WAS NOT CRACKED, THE PISTON, PISTON PIN, AND CONNECTING ROD WE	RE ALL FOUND HEAT-DAMAGED.  THE ENGINE WAS THEN REMOVED FROM SERVICE AND THE OVERHAUL FACILITY CONTACTED REGARDING THIS 	DISCREPANCY.  REFERENCE SB M84-8 AND SB M94-8.	1	H	7	1 	3O	3	O		3A24    	E5CE				 
1995110600272	19951106	00272	EA  	1995	11	6	95ZZZX5986       	2	19950921	G	8530		FLANGE          								LYC   	O320  	O320*       	41508	EA  					INTAKE PIPE	WARPED          	H				K				NONE                    				W			INADEQUATE Q C            			IN	INSP/MAINT     	1			EA	05										ORDERED NEW INTAKE FLANGES FROM FACTORY.  FOUND WARPED.  THIS CONDITION COULD LEAD TO BURNED VALVES AND POWER LOSS.											3	O			E274				 
1995110600273	19951106	00273	CE  	1995	11	6	95ZZZX5987       	1	19950913	G	3297	YGD20	WIRE            			CESSNA	172   	172RG       	2072438	CE  										NLG SWITCH	FAILED          	D				O				OTHER                   				J			WARNING INDICATION        			CL	CLIMB          	1			SW	03	6461V	2861 				172RG0716				LANDING GEAR FAILED TO COMPLETELY RETRACT WHEN SELECTED.  CAUSE WAS DETERMINED TO BE BROKEN WIRE FOR SQUAT SWITCH WHICH 	WAS SHIELDED INSIDE VINYL TUBING WHICH HAD BECOME BRITTLE AND HARD CAUSING WIRE TO FLEX REPEATEDLY IN ONE SPOT.					1	H	7	1 	3O			 	3A17    					 
1995110600274	19951106	00274	SO  	1995	11	6	95ZZZX5988       	2	19950301	G	8550	632970	OIL PUMP        			CESSNA	340   	340A        	2076405	CE  	CONT  	O520  	TSIO520N    	17040	SO  					ENGINE	SEAL FAILED     	D				O				OTHER                   				K	W		FLUID LOSS                	INADEQUATE Q C            		NR	NOT REPORTED   	1			GL	07	808TW	85   				34A0304	R508512			IN-FLIGHT, OIL PUMP CASE SEAL FAILURE.  SILK THREAD DISPLACED FROM PARTING FLANGE.  INSPECTIONS REVEALED WARP AT PARTING	 FLANGE.  SILICONE USED BY OVERHAUL FACILITY TO SEAL FLANGE.  THIS SHOP SUGGESTS FOLLOWING TCM DIRECTIVES FOR SEALER IN 	THIS AREA.  SILICON SHOULD 'NOT' BE USED.				1	L	7	2 	3O	3	O		3A25    	E8CE				 
1995110600275	19951106	00275	CE  	1995	11	6	95ZZZX5989       	1	19950922	G	5312	07126161	BULKHEAD        			CESSNA	182   	182K        	2072724	CE  										AFT FUSELAGE	CRACKED         	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			NM	02	3103F	5345 				18258103				AFT MOST BULKHEAD CRACKED AT UPPER LEFT RUDDER CONTROL CABLE HOLE.						1	H	7	1 	3O			NT	3A13    					 
1995021000085	19950210	00085	SW  	1995	2	10	95ZZZX599        	1	19950111	G	5521	442119	SPAR            			GULSTM	112   	114         	7630314	SW  										RT ELEV HINGE	CRACKED         	D		A		K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	07	5877N	2379 				14422				UPON REPLACEMENT OF OUTBOARD HINGE ATTACHMENT OF RT ELEVATOR, CRACKS WERE FOUND IN SPAR.  INSPECTION OF LT ELEVATOR REVE	ALED SAME CRACKS ONLY WORSE.  CRACKS ARE FOUND BY BOLT HOLES FOR OUTBOARD HINGE ATTACHMENTS.  CRACKS CAN BE SEEN THROUGH	 HOLES IN OUTBOARD RIB WITH FLEXIBLE LIGHT, AFTER TIP IS REMOVED.				1	L	7	1 	3O				A12SO   					 
