Industry	SIC	Total_Code	Data_Type	Total	"0-49,999"	"50,000-99,999"	"100,000-499,999"	"500,000-999,999"	"1,000,000-2,999,999"	"<3,000,000"	"3,000,000-4,999,999"	"<5,000,000"	"5,000,000-7,499,999"	"<7,500,000"	"7,500,000-24,999,999"	"25,000,000-99,999,999"	"100,000,000+"
"Laboratory Apparatus & Analytical, Optical, Measuring, & Controlling Instruments"	3820	2	Firms	4436	209	208	979	596	988	2980	357	3337	243	3580	416	182	258
"Laboratory Apparatus & Analytical, Optical, Measuring, & Controlling Instruments"	3820	2	Establishments	4847	209	209	979	597	991	2985	361	3346	247	3593	446	239	569
"Laboratory Apparatus & Analytical, Optical, Measuring, & Controlling Instruments"	3820	2	Employment	266116	193	296	3154	4398	15584	23625	11434	35059	10993	46052	34450	31114	154500
"Laboratory Apparatus & Analytical, Optical, Measuring, & Controlling Instruments"	3820	2	Ann. Payroll	11636394	1380	4094	75475	134109	564247	779305	438594	1217899	454777	1672676	1377749	1364483	7221486
"Laboratory Apparatus & Analytical, Optical, Measuring, & Controlling Instruments"	3820	2	Est. Receipts	48257011	5926	15466	267975	430455	1718359	2438181	1340083	3778264	1428901	5207165	4790540	5079394	33179912
Laboratory Apparatus & Furniture	3821	2	Firms	393	11	15	67	59	105	257	39	296	15	311	38	18	26
Laboratory Apparatus & Furniture	3821	2	Establishments	411	11	15	67	59	105	257	39	296	15	311	40	23	37
Laboratory Apparatus & Furniture	3821	2	Employment	20374	         [a]	         [a]	230	465	1719	2445	1111	3556	617	4173	3423	4036	8742
Laboratory Apparatus & Furniture	3821	2	Ann. Payroll	846265	         (D)	         (D)	5458	14801	56763	77259	44903	122162	30928	153090	130831	139200	423144
Laboratory Apparatus & Furniture	3821	2	Est. Receipts	2906264	         (D)	         (D)	19496	43894	190434	255182	143853	399035	88650	487685	457535	468953	1492091
Automatic Controls For Regulating Residential & Commercial Environments & Appliances	3822	2	Firms	308	12	16	63	41	66	198	23	221	25	246	27	5	30
Automatic Controls For Regulating Residential & Commercial Environments & Appliances	3822	2	Establishments	333	12	16	63	42	66	199	24	223	25	248	27	5	53
Automatic Controls For Regulating Residential & Commercial Environments & Appliances	3822	2	Employment	28173	11	24	203	316	1073	1627	805	2432	1256	3688	2456	829	21200
Automatic Controls For Regulating Residential & Commercial Environments & Appliances	3822	2	Ann. Payroll	980149	80	245	3786	9342	31220	44673	23313	67986	38434	106420	78864	23504	771361
Automatic Controls For Regulating Residential & Commercial Environments & Appliances	3822	2	Est. Receipts	3907335	322	1169	16671	30426	109018	157606	83889	241495	134679	376174	296184	77140	3157837
"Industrial Instruments For Measurement, Display, & Control Of Process Variables"	3823	2	Firms	923	38	41	215	122	198	614	66	680	52	732	84	35	72
"Industrial Instruments For Measurement, Display, & Control Of Process Variables"	3823	2	Establishments	1007	38	41	215	122	198	614	66	680	52	732	95	43	137
"Industrial Instruments For Measurement, Display, & Control Of Process Variables"	3823	2	Employment	50008	36	59	773	881	3079	4828	2143	6971	2183	9154	7013	5259	28582
"Industrial Instruments For Measurement, Display, & Control Of Process Variables"	3823	2	Ann. Payroll	2060992	277	842	17826	27367	114878	161190	81031	242221	90483	332704	299148	221735	1207405
"Industrial Instruments For Measurement, Display, & Control Of Process Variables"	3823	2	Est. Receipts	7952162	1032	3149	59530	90335	338364	492410	241513	733923	307109	1041032	962159	790380	5158591
Totalizing Fluid Meters & Counting Devices	3824	2	Firms	213	1	6	39	38	52	136	20	156	9	165	19	7	22
Totalizing Fluid Meters & Counting Devices	3824	2	Establishments	224	1	6	39	38	52	136	20	156	9	165	21	7	31
Totalizing Fluid Meters & Counting Devices	3824	2	Employment	16612	         [a]	         [a]	85	274	855	1218	708	1926	346	2272	2065	335	11940
Totalizing Fluid Meters & Counting Devices	3824	2	Ann. Payroll	664662	         (D)	         (D)	1830	6962	25707	34583	22931	57514	13842	71356	56064	12632	524610
Totalizing Fluid Meters & Counting Devices	3824	2	Est. Receipts	3766538	         (D)	         (D)	9304	26495	93512	129763	74934	204697	49140	253837	227435	88819	3196447
Instruments For Measuring & Testing Of Electricity & Electrical Signals	3825	2	Firms	784	40	41	145	96	165	487	63	550	41	591	86	48	59
Instruments For Measuring & Testing Of Electricity & Electrical Signals	3825	2	Establishments	849	40	41	145	96	166	488	63	551	42	593	90	59	107
Instruments For Measuring & Testing Of Electricity & Electrical Signals	3825	2	Employment	60796	35	68	435	669	2495	3702	2064	5766	1878	7644	6173	7992	38987
Instruments For Measuring & Testing Of Electricity & Electrical Signals	3825	2	Ann. Payroll	3072432	224	770	10384	20088	93512	124978	80115	205093	78420	283513	268614	393219	2127086
Instruments For Measuring & Testing Of Electricity & Electrical Signals	3825	2	Est. Receipts	14009146	1126	3046	40456	69085	286500	400213	236500	636713	249446	886159	947137	1370101	10805749
Laboratory Analytical Instruments	3826	2	Firms	613	42	27	160	78	120	427	37	464	30	494	50	26	43
Laboratory Analytical Instruments	3826	2	Establishments	653	42	27	160	78	120	427	37	464	31	495	54	31	73
Laboratory Analytical Instruments	3826	2	Employment	33783	35	42	487	531	1754	2849	1093	3942	1330	5272	4379	4094	20038
Laboratory Analytical Instruments	3826	2	Ann. Payroll	1620910	249	462	12730	17041	65212	95694	48427	144121	57671	201792	183948	195580	1039590
Laboratory Analytical Instruments	3826	2	Est. Receipts	6682850	1128	2084	43983	55066	200870	303131	142593	445724	173936	619660	593949	753384	4715857
Optical Instruments & Lenses	3827	2	Firms	488	33	22	116	58	101	330	34	364	25	389	38	22	39
Optical Instruments & Lenses	3827	2	Establishments	506	33	23	116	58	101	331	35	366	26	392	39	27	48
Optical Instruments & Lenses	3827	2	Employment	22640	32	26	430	469	1747	2704	1111	3815	1362	5177	2803	3176	11484
Optical Instruments & Lenses	3827	2	Ann. Payroll	990083	281	379	10806	14583	68419	94468	42207	136675	57165	193840	123314	132097	540832
Optical Instruments & Lenses	3827	2	Est. Receipts	3625632	991	1650	32437	41357	179519	255954	124669	380623	158146	538769	415040	543061	2128762
Measuring & Controlling Devices Nec	3829	2	Firms	839	32	40	174	104	183	533	77	610	47	657	78	39	65
Measuring & Controlling Devices Nec	3829	2	Establishments	864	32	40	174	104	183	533	77	610	47	657	80	44	83
Measuring & Controlling Devices Nec	3829	2	Employment	33730	32	54	511	793	2862	4252	2399	6651	2021	8672	6138	5393	13527
Measuring & Controlling Devices Nec	3829	2	Ann. Payroll	1400901	233	1111	12655	23925	108536	146460	95667	242127	87834	329961	236966	246516	587458
Measuring & Controlling Devices Nec	3829	2	Est. Receipts	5407084	1055	2830	46098	73797	320142	443922	292132	736054	267795	1003849	891101	987556	2524578
"Surgical, Medical, & Dental Instruments &Supplies"	3840	2	Firms	4428	239	245	1184	726	984	3378	248	3626	175	3801	332	142	153
"Surgical, Medical, & Dental Instruments &Supplies"	3840	2	Establishments	4950	239	245	1184	726	993	3387	258	3645	184	3829	369	218	534
"Surgical, Medical, & Dental Instruments &Supplies"	3840	2	Employment	274374	300	416	4434	6074	17044	28268	9078	37346	8514	45860	30047	29923	168544
"Surgical, Medical, & Dental Instruments &Supplies"	3840	2	Ann. Payroll	10912861	5349	5816	112497	166111	538218	827991	321209	1149200	324748	1473948	1070963	1182410	7185540
"Surgical, Medical, & Dental Instruments &Supplies"	3840	2	Est. Receipts	51818250	6769	18096	320135	523726	1669151	2537877	931221	3469098	1028197	4497295	3784995	4780318	38755642
Surgical & Medical Instruments & Apparatus	3841	2	Firms	1454	68	69	339	240	337	1053	100	1153	60	1213	117	44	80
Surgical & Medical Instruments & Apparatus	3841	2	Establishments	1606	68	69	339	240	339	1055	103	1158	62	1220	130	52	204
Surgical & Medical Instruments & Apparatus	3841	2	Employment	105359	91	87	1254	1887	5866	9185	3431	12616	2706	15322	9850	8457	71730
Surgical & Medical Instruments & Apparatus	3841	2	Ann. Payroll	4210849	546	1116	36725	54162	205590	298139	135205	433344	117687	551031	418295	326731	2914792
Surgical & Medical Instruments & Apparatus	3841	2	Est. Receipts	19048783	1860	5084	92258	174619	559612	833433	374551	1207984	350231	1558215	1297039	1172643	15020886
"Othopedic, Prosthetic, & Surgical Appliances & Supplies"	3842	2	Firms	1572	67	75	398	220	393	1153	81	1234	68	1302	144	49	77
"Othopedic, Prosthetic, & Surgical Appliances & Supplies"	3842	2	Establishments	1764	67	75	398	220	400	1160	87	1247	73	1320	156	94	194
"Othopedic, Prosthetic, & Surgical Appliances & Supplies"	3842	2	Employment	96154	96	112	1247	1738	7058	10251	3236	13487	3725	17212	13950	12444	52548
"Othopedic, Prosthetic, & Surgical Appliances & Supplies"	3842	2	Ann. Payroll	3373356	3581	1052	25218	43973	202991	276815	92298	369113	118335	487448	408745	406011	2071152
"Othopedic, Prosthetic, & Surgical Appliances & Supplies"	3842	2	Est. Receipts	16764328	1870	5424	110102	160607	680693	958696	304636	1263332	406509	1669841	1652606	1788008	11653873
Dental Equipment & Supplies	3843	2	Firms	956	87	82	357	195	144	865	23	888	12	900	31	13	12
Dental Equipment & Supplies	3843	2	Establishments	981	87	82	357	195	144	865	23	888	12	900	35	21	25
Dental Equipment & Supplies	3843	2	Employment	18538	100	188	1606	1851	2431	6176	875	7051	635	7686	2615	2376	5861
Dental Equipment & Supplies	3843	2	Ann. Payroll	626352	1139	3314	39529	47570	71629	163181	26570	189751	22137	211888	84651	89133	240680
Dental Equipment & Supplies	3843	2	Est. Receipts	2676773	2538	6196	93198	139166	227500	468598	90079	558677	69304	627981	319993	454173	1274626
X-Ray Apparatus & Tubes & Related Irradiation Apparatus	3844	2	Firms	138	5	5	16	17	33	76	12	88	14	102	10	12	14
X-Ray Apparatus & Tubes & Related Irradiation Apparatus	3844	2	Establishments	157	5	5	16	17	33	76	12	88	14	102	10	16	29
X-Ray Apparatus & Tubes & Related Irradiation Apparatus	3844	2	Employment	13099	5	8	45	82	394	534	363	897	428	1325	710	1821	9243
X-Ray Apparatus & Tubes & Related Irradiation Apparatus	3844	2	Ann. Payroll	630536	20	80	1002	2564	13813	17479	13289	30768	19963	50731	28026	91508	460271
X-Ray Apparatus & Tubes & Related Irradiation Apparatus	3844	2	Est. Receipts	3865416	184	390	4840	12274	61116	78804	44346	123150	77510	200660	110349	455990	3098417
Electromedical & Electrotherapeutic Apparatus	3845	2	Firms	404	12	14	74	54	77	231	32	263	23	286	36	31	51
Electromedical & Electrotherapeutic Apparatus	3845	2	Establishments	442	12	14	74	54	77	231	33	264	23	287	38	35	82
Electromedical & Electrotherapeutic Apparatus	3845	2	Employment	41224	8	21	282	516	1295	2122	1173	3295	1020	4315	2922	4825	29162
Electromedical & Electrotherapeutic Apparatus	3845	2	Ann. Payroll	2071768	63	254	10023	17842	44195	72377	53847	126224	46626	172850	131246	269027	1498645
Electromedical & Electrotherapeutic Apparatus	3845	2	Est. Receipts	9462950	317	1002	19737	37060	140230	198346	117609	315955	124643	440598	405008	909504	7707840
Ophthalmic Goods	3850	2	Firms	522	34	45	177	86	77	419	27	446	15	461	25	6	30
Ophthalmic Goods	3850	2	Establishments	579	34	45	177	86	80	422	29	451	16	467	27	7	78
Ophthalmic Goods	3850	2	Employment	28363	33	68	594	731	1479	2905	1032	3937	976	4913	3256	751	19443
Ophthalmic Goods	3850	2	Ann. Payroll	895295	213	790	12669	16490	37041	67203	26608	93811	25069	118880	84208	16855	675352
Ophthalmic Goods	3850	2	Est. Receipts	3674695	1025	3462	46610	60735	124721	236553	93219	329772	79467	409239	276379	65271	2923806
Ophthalmic Goods	3851	2	Firms	522	34	45	177	86	77	419	27	446	15	461	25	6	30
Ophthalmic Goods	3851	2	Establishments	579	34	45	177	86	80	422	29	451	16	467	27	7	78
Ophthalmic Goods	3851	2	Employment	28363	33	68	594	731	1479	2905	1032	3937	976	4913	3256	751	19443
Ophthalmic Goods	3851	2	Ann. Payroll	895295	213	790	12669	16490	37041	67203	26608	93811	25069	118880	84208	16855	675352
Ophthalmic Goods	3851	2	Est. Receipts	3674695	1025	3462	46610	60735	124721	236553	93219	329772	79467	409239	276379	65271	2923806
Photographic Equipment & Supplies	3860	2	Firms	695	43	58	191	84	144	520	33	553	25	578	49	26	42
Photographic Equipment & Supplies	3860	2	Establishments	748	43	58	191	84	144	520	34	554	26	580	55	37	76
Photographic Equipment & Supplies	3860	2	Employment	64442	31	66	571	497	2249	3414	975	4389	1207	5596	3364	4347	51135
Photographic Equipment & Supplies	3860	2	Ann. Payroll	3048725	252	740	10881	13403	69979	95255	34860	130115	45304	175419	118426	170535	2584345
Photographic Equipment & Supplies	3860	2	Est. Receipts	21737413	1428	4176	49000	58584	267188	380376	121553	501929	154759	656688	516718	951806	19612201
Photographic Equipment & Supplies	3861	2	Firms	695	43	58	191	84	144	520	33	553	25	578	49	26	42
Photographic Equipment & Supplies	3861	2	Establishments	748	43	58	191	84	144	520	34	554	26	580	55	37	76
Photographic Equipment & Supplies	3861	2	Employment	64442	31	66	571	497	2249	3414	975	4389	1207	5596	3364	4347	51135
Photographic Equipment & Supplies	3861	2	Ann. Payroll	3048725	252	740	10881	13403	69979	95255	34860	130115	45304	175419	118426	170535	2584345
Photographic Equipment & Supplies	3861	2	Est. Receipts	21737413	1428	4176	49000	58584	267188	380376	121553	501929	154759	656688	516718	951806	19612201
"Watches, Clocks, Clockwork Operated Devices, & Parts"	3870	2	Firms	129	9	10	47	18	19	103	7	110	2	112	6	4	7
"Watches, Clocks, Clockwork Operated Devices, & Parts"	3870	2	Establishments	129	9	10	47	18	19	103	7	110	2	112	6	4	7
"Watches, Clocks, Clockwork Operated Devices, & Parts"	3870	2	Employment	5628	8	15	150	211	489	873	         [c]	         [g]	         [c]	1219	473	842	3094
"Watches, Clocks, Clockwork Operated Devices, & Parts"	3870	2	Ann. Payroll	153338	39	140	2798	3229	12295	18501	         (D)	         (D)	         (D)	28800	11203	21723	91612
"Watches, Clocks, Clockwork Operated Devices, & Parts"	3870	2	Est. Receipts	703710	168	646	12455	12327	33656	59252	         (D)	         (D)	         (D)	100954	56528	140295	405933
"Watches, Clocks, Clockwork Operated Devices, & Parts"	3873	2	Firms	129	9	10	47	18	19	103	7	110	2	112	6	4	7
"Watches, Clocks, Clockwork Operated Devices, & Parts"	3873	2	Establishments	129	9	10	47	18	19	103	7	110	2	112	6	4	7
"Watches, Clocks, Clockwork Operated Devices, & Parts"	3873	2	Employment	5628	8	15	150	211	489	873	         [c]	         [g]	         [c]	1219	473	842	3094
"Watches, Clocks, Clockwork Operated Devices, & Parts"	3873	2	Ann. Payroll	153338	39	140	2798	3229	12295	18501	         (D)	         (D)	         (D)	28800	11203	21723	91612
"Watches, Clocks, Clockwork Operated Devices, & Parts"	3873	2	Est. Receipts	703710	168	646	12455	12327	33656	59252	         (D)	         (D)	         (D)	100954	56528	140295	405933
Miscellaneous Manufacturing Industries	3900	2	Firms	18060	2073	1928	6561	2525	2604	15691	720	16411	431	16842	735	276	207
Miscellaneous Manufacturing Industries	3900	2	Establishments	18711	2074	1929	6570	2527	2626	15726	753	16479	449	16928	828	450	505
Miscellaneous Manufacturing Industries	3900	2	Employment	412388	2127	3031	26645	24173	53286	109262	26644	135906	23813	159719	70535	59447	122687
Miscellaneous Manufacturing Industries	3900	2	Ann. Payroll	11721141	14601	33957	446015	503947	1271539	2270059	731305	3001364	642014	3643378	2011040	1823210	4243513
Miscellaneous Manufacturing Industries	3900	2	Est. Receipts	52171899	59723	142388	1664706	1771823	4364191	8002831	2691622	10694453	2509815	13204268	8592943	8861366	21513322
"Jewelry, Silverware, & Plated Ware"	3910	2	Firms	2852	234	255	1129	462	431	2511	104	2615	59	2674	118	43	17
"Jewelry, Silverware, & Plated Ware"	3910	2	Establishments	2876	234	255	1130	462	432	2513	104	2617	60	2677	125	48	26
"Jewelry, Silverware, & Plated Ware"	3910	2	Employment	47111	220	315	3413	3249	6771	13968	2595	16563	2333	18896	8707	8702	10806
"Jewelry, Silverware, & Plated Ware"	3910	2	Ann. Payroll	1265971	1217	2706	55605	66395	162949	288872	72211	361083	64014	425097	249395	260473	331006
"Jewelry, Silverware, & Plated Ware"	3910	2	Est. Receipts	7314203	7636	19427	301356	316730	719555	1364704	400801	1765505	344508	2110013	1467243	1746300	1990647
"Jewelry, Precious Metal"	3911	2	Firms	2295	195	200	916	367	350	2028	79	2107	49	2156	93	32	14
"Jewelry, Precious Metal"	3911	2	Establishments	2309	195	200	916	367	351	2029	79	2108	50	2158	96	36	19
"Jewelry, Precious Metal"	3911	2	Employment	35070	193	231	2802	2522	5285	11033	1859	12892	1813	14705	6663	6313	7389
"Jewelry, Precious Metal"	3911	2	Ann. Payroll	920432	979	2086	45364	51122	128839	228390	51591	279981	47947	327928	188834	194137	209533
"Jewelry, Precious Metal"	3911	2	Est. Receipts	5519207	6457	15490	246536	250420	589841	1108744	306707	1415451	285601	1701052	1092271	1330778	1395106
"Silverware, Plated Ware, & Stainless Steel Ware"	3914	2	Firms	162	16	14	44	23	35	132	11	143	3	146	8	5	3
"Silverware, Plated Ware, & Stainless Steel Ware"	3914	2	Establishments	168	16	14	44	23	35	132	11	143	3	146	10	6	6
"Silverware, Plated Ware, & Stainless Steel Ware"	3914	2	Employment	7288	14	39	178	249	792	1272	420	1692	185	1877	         [g]	1211	         [h]
"Silverware, Plated Ware, & Stainless Steel Ware"	3914	2	Ann. Payroll	218562	100	244	3201	5328	17020	25893	11970	37863	6389	44252	         (D)	32512	         (D)
"Silverware, Plated Ware, & Stainless Steel Ware"	3914	2	Est. Receipts	927468	481	1007	10275	16192	50934	78889	41854	120743	17972	138715	         (D)	117371	         (D)
"Jewelers' Findings & Materials, & Lapidary Work"	3915	2	Firms	398	23	41	170	72	46	352	14	366	7	373	18	6	1
"Jewelers' Findings & Materials, & Lapidary Work"	3915	2	Establishments	399	23	41	170	72	46	352	14	366	7	373	19	6	1
"Jewelers' Findings & Materials, & Lapidary Work"	3915	2	Employment	4753	13	45	433	478	694	1663	316	1979	335	2314	         [g]	1178	         [c]
"Jewelers' Findings & Materials, & Lapidary Work"	3915	2	Ann. Payroll	126977	138	376	7040	9945	17090	34589	8650	43239	9678	52917	         (D)	33824	         (D)
