#
#
# Rdb file of RASA References in RASA 1996 bibliography
# WRIR 97-4074
# This bibliography lists 1,093 reports resulting 
# from various studies of the program.
#
#
number	authors	date	title	rest
01.67	Peterson, J.A.	1984	Stratigraphy and sedimentary facies of the Madison Limestone and associated rocks in parts of Montana, Nebraska, North Dakota, South Dakota, and Wyoming	U.S. Geological Survey Professional Paper 1273-A, 34 p.
01.68	Plummer, L.N., Busby, J.F., Lee, R.W., and Hanshaw, B.B.	1990	Geochemical modeling of the Madison aquifer in parts of Montana, Wyoming, and South Dakota	Water Resources Research, v. 26, no. 9, p. 1981-2014.
01.69	Rioux, R.P., and Dodge, K.A.	1980	Hydrologic data from the Bull Mountains area, south-central Montana	U.S. Bureau of Land Management Report, 146 p.
01.70	Stenzil, Sheila, Buss, Rebecca, and Busby, J.F.	1980	Maps showing dissolved-solids concentration of waters in the Red River Formation and Mission Canyon Limestone in North Dakota, South Dakota, and parts of Wyoming and Montana	U.S. Geological Survey Open-File Report 80-748, scale 1:1,000,000, 2 sheets.
01.71	Thayer, P.A.	1983	Relationship of porosity and permeability to petrology of the Madison Limestone in rock cores from three test wells in Montana and Wyoming	U.S. Geological Survey Professional Paper 1273-C, 29 p.
01.72	U.S. Geological Survey	1979	Plan of study for the Northern Great Plains regional aquifer-system analysis in parts of Montana, North Dakota, South Dakota, and Wyoming	U.S. Geological Survey Water-Resources Investigations Report 79-34, 20 p.
01.73	Weimer, R.J., Emme, J.J., Farmer, C.L., Anna, L.O., Davis, T.L., and Kidney, R.L.	1982	Tectonic influences of sedimentation, early Cretaceous, east flank of the Powder River basin, Wyoming and South Dakota	Colorado School of Mines Quarterly, v. 77, no. 4, 61 p.
01.74	Weiss, Emanuel	1982a	A computer program for calculating relative transmissivity input arrays to aid model calibration	U.S. Geological Survey Open-File Report 82-447, 18 p.
01.75	Weiss, Emanuel	1982b	A model for the simulation of flow of variable density ground water in three dimensions under steady-state conditions	U.S. Geological Survey Open-File Report 82-352, 66 p.
04.01	Balding, G.O.	1991	Changes in chloride concentration in water from municipal wells that tap aquifers in rocks of Cambrian and Ordovician age in northeastern Illinois, 1915-84	U.S. Geological Survey Water-Resources Investigations Report 90-4116, 52 p.
04.02	Barnes, M.J.	1985	The extent and behavior of the mineralized water in the Mt. Simon Formation, northeastern Illinois	DeKalb, Illinois, Northern Illinois University, Master of Science Thesis, 127 p.
04.03	Bennett, G.D., Kontis, A.L., and Larson, S.P.	1982	Representation of multiaquifer well effects in three-dimensional ground-water flow simulation	Ground Water, v. 20, no. 3, p. 334-341.
04.04	Burkart, M.R., and Buchmiller, R.C.	1990	Regional evaluation of hydrologic factors and effects of pumping, St. Peter-Jordan aquifer, Iowa	U.S. Geological Survey Water-Resources Investigations Report 90-4009, 44 p.
04.05	Delin, G.N., and Woodward, D.G.	1984	Hydrogeologic setting and potentiometric surfaces of regional aquifers in the Hollandale Embayment, southeastern Minnesota, 1970-80	U.S. Geological Survey Water-Supply Paper 2219, 56 p.
04.06	Emmons, P.J.	1987	An evaluation of the bedrock aquifer system in northeastern Wisconsin	U.S. Geological Survey Water-Resources Investigations Report 85-4199, 48 p.
04.07	Fassnacht, T.L.	1982	A seismic reflection study of the Precambrian basement along the Illinois-Wisconsin State line	DeKalb, Illinois, Northern Illinois University, Master of Science Thesis, 103 p.
04.08	Franz, K.E.	1985	Geochemistry of the sandstone and Silurian aquifers in eastern Wisconsin	Syracuse, New York, Syracuse University, Master of Science Thesis, 103 p.
04.09	Horn, M.A.	1983	Ground-water-use trends in the Twin Cities metropolitan area, Minnesota, 1880-1980	U.S. Geological Survey Water-Resources Investigations Report 83-4033, 37 p.
04.10	Imes, J.L.	1985	The ground-water flow system in northern Missouri, with emphasis on the Cambrian-Ordovician aquifer	U.S. Geological Survey Professional Paper 1305, 61 p.
04.11	Kontis, A.L., and Mandle, R.J.	1980	Data-base system for Northern Midwest regional aquifer-system analysis	U.S. Geological Survey Water-Resources Investigations Report 80-104, 23 p.
04.12	Kontis, A.L., and Mandle, R.J.	1988	Modifications of a three-dimensional ground-water flow model to account for variable water density and effects of multiaquifer wells	U.S. Geological Survey Water-Resources Investigations Report 87-4265, 78 p.
04.13	Mandle, R.J., and Kontis, A.L.	1992	Simulation of regional ground-water flow in the Cambrian-Ordovician aquifer system in the Northern Midwest, United States	U.S. Geological Survey Professional Paper 1405-C, 97 p.
04.14	Mossler, J.H.	1983a	Bedrock topography and isopachs of Cretaceous and Quaternary strata, east-central and southeastern Minnesota	Minnesota State Geological Survey Miscellaneous Map Series M-52, scale 1:500,000, 2 sheets.
04.15	Mossler, J.H.	1983b	Paleozoic lithostratigraphy of southeastern Minnesota	Minnesota State Geological Survey Miscellaneous Map Series M-51, scale 1:500,000, 8 sheets.
04.16	Nicholas, J.R., Sherrill, M.G., and Young, H.L.	1987	Hydrogeology of the Cambrian-Ordovician aquifer system at a test well in northeastern Illinois	U.S. Geological Survey Water-Resources Investigations Report 84-4165, 30 p.
04.17	Siegel, D.I.	1989	Geochemistry of the Cambrian-Ordovician aquifer system in the Northern Midwest	U.S. Geological Survey Professional Paper 1405-D, 76 p.
04.18	Siegel, D.I.	1990	Sulfur isotope evidence for regional recharge of saline water during continental glaciation, north-central United States	Geology, v. 18, p. 1054-1056.
04.19	Siegel, D.I.	1991	Evidence for dilution of deep, confined ground water by vertical recharge of isotopically heavy Pleistocene water	Geology, v. 19, p. 433-436.
04.20	Siegel, D.I., and Begor, K.F.	1989	The geochemistry of the sandstone aquifer, southern Wisconsin, in Swain, L.A., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Midwestern area	American Water Resources Association Monograph series, no. 13, p. 73-82.
04.21	Siegel, D.I., and Mandle R.J.	1984	Isotopic evidence for glacial meltwater recharge to the Cambrian-Ordovician aquifer, north-central United States	Journal of Quaternary Research, v. 22, p. 328-335.
04.22	Steinhilber, W.L., and Young, H.L.	1979	Plan of study for the Northern Midwest regional aquifer-system analysis	U.S. Geological Survey Water-Resources Investigations Report 79-44, 20 p.
04.23	Visocky, A.P., Sherrill, M.G., and Cartwright, Keros	1985	Geology, hydrology, and water quality of the Cambrian and Ordovician systems in northern Illinois	Illinois State Geological Survey and Illinois State Water Survey Cooperative Groundwater Report 10, 136 p.
04.24	Woodward, D.G.	1984	Areal lithologic changes in aquifers in southeastern Minnesota as determined from natural-gamma borehole logs	National Water Well Association Conference on Surface and Borehole Geophysical Methods in Ground Water Investigations, San Antonio, Texas, February 7-9, 1984, Proceedings, p. 788-800.
04.25	Woodward, D.G.	1985	Trends in municipal-well installations and aquifer utilization in southeastern Minnesota, 1880-1980	U.S. Geological Survey Water-Resources Investigations Report 83-4222, 99 p.
04.26	Woodward, D.G.	1986	Hydrogeologic framework and properties of regional aquifers in the Hollandale embayment, southeastern Minnesota	U.S. Geological Survey Hydrologic Investigations Atlas HA-677, scale 1:1,000,000, 2 sheets.
04.27	Young, H.L.	1992	Summary of ground-water hydrology of the Cambrian-Ordovician aquifer system in the Northern Midwest	U.S. Geological Survey Professional Paper 1405-A, 55 p.
04.28	Young, H.L.	1992	Hydrogeology of the Cambrian-Ordovician aquifer system in the Northern Midwest	U.S. Geological Survey Professional Paper 1405-B, 99 p.
04.29	Young, H.L., Mackenzie, A.J., and Mandle, R.J.	1989	Simulation of ground-water flow in the Cambrian-Ordovician aquifer system in the Chicago-Milwaukee area of the Northern Midwest, in Swain, L.A., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Midwestern Area	American Water Resources Association Monograph Series, no. 13, p. 39-72.
04.30	Young, H.L., Mandle, R.J., Kontis, A.L., and Siegel, D.I.	1989	The Cambrian-Ordovician regional aquifer system in the Northern Midwest-a summary, in Swain, L.A., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Midwestern Area	American Water Resources Association Monograph Series, no. 13, p. 5-37.
04.31	Young, H.L., Siegel, D.I., Mandle, R.J., and Kontis, A.L.	1986	Northern Midwest regional aquifer-system study, in Sun, R.J., ed., Regional Aquifer-System Analysis Program of the U.S. Geological Survey--summary of projects, 1978-84	U.S. Geological Survey Circular 1002, p. 72-87.
25.01	Briar, D.W., and Lawlor, S.M., Stone, M.A.J., Parliman, D.J., Schaefer, J.L., and Kendy, Eloise	1996	Ground-water levels in intermountane basins of the Northern Rocky Mountains, Montana and Idaho	U.S. Geological Survey Hydrologic Investigations Atlas HA-738-B, scale 1:750,000.
25.02	Clark, D.W., and Briar, D.W.	1993	Radon in ground water of western Montana	U.S. Geological Survey Open-File Report 93-64, 2 p.
25.03	Clark, D.W., and Dutton, D.M.	1996	Quality of ground-water and surface water in intermontane basins of Montata and Idaho	U.S. Geological Survey Hydrologic Investigations Atlas HA-738-C, scale 1:750,000.
25.04	Clark, D.W., and Kendy, Eloise	1992a	Plan of study for the Regional Aquifer-System Analysis of the Northern Rocky Mountains Intermontane Basins, Montana and Idaho	U.S. Geological Survey Water-Resources Investigations Report 92-4116, 16 p.
25.05	Clark, D.W., and Kendy, Eloise	1992b	Regional analysis of the Northern Rocky Mountains intermontane basins, Montana and Idaho, in Prince, K.R., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Far West	American Water Resources Association Monograph Series, no. 16, p. 55-64.
25.06	Dutton, D.M., Lawlor, S.M., Briar, D.W., and Tresch, R.E.	1995	Hydrogeologic data for the Northern Rocky Mountains intermontane basins, Montana	U.S. Geological Survey Open-File Report 95-143, 94 p.
25.07	Kendy, Eloise, and Tresch, R.E.	1996	Geographic, geologic, and hydrologic summaries of intermountane basins of Montana	U.S. Geological Survey Water-Resources Investigations Report 95-4025, 233 p
25.08	Stone, M.A.J., Parliman, D.J., and Schaefer, J.L.	1996	Selected geohydrologic data from a regional aquifer-system analysis of the Northern Rocky Mountains intermontane basins in Idaho	U.S. Geological Survey Open-File Report 96-207, 30 p.
25.09	Tuck, L.K., Briar, D.W., and Clark, D.W.	1996	Geologic history and hydrogeologic units of intermountane basins of the Northern Rocky Mountains, Idaho and Montana	U.S. Geological Survey Hydrologic Investigations Atlas HA-738-A, scale 1:750,000, 2 sheets.
15.01	Ewart, C.J.	1986	Oahu Island regional aquifer-system study, in Sun, R.J., ed., Regional Aquifer-System Analysis Program of the U.S. Geological Survey--summary of projects, 1978-84	U.S. Geological Survey Circular 1002, p. 195-204.
15.02	Eyre, P.R.	1985	Simulation of ground-water flow in southeastern Oahu, Hawaii	Ground Water, v. 23, no. 3, p. 325-330.
15.03	Eyre, Paul, Ewart, Charles, and Shade, Patricia	1985	Hydrology of the leeward aquifers, southeast Oahu, Hawaii	U.S. Geological Survey Water-Resources Investigations Report 85-4270, 75 p.
15.05	Hunt, C.D., Jr., Ewart, C.J., and Voss, C.I.	1988	Region 27, Hawaiian Islands, in Back, William, Rosenshein, J.S., and Seaber, P.R., eds., Hydrogeology	Boulder, Colorado, Geological Society of America, Geology of North America, v. O-2, p. 255-262.
15.06	Hunt, C.D., Jr.	1997	Geohydrology of the island of Oahu, Hawaii	U.S. Geological Survey Professional Paper 1412-B, 54 p.
15.07	Miyamoto, S.E., Miyaji, C.E., and Fukuda, L.L.	1986	Summary of available ground-water data for the Island of Oahu, Hawaii	U.S. Geological Survey Open-File Report 86-233, 216 p.
15.08	Nichols, W.D., Shade, P.J., and Hunt, C.D.	1997	Summary of the Oahu, Hawaii, regional aquifer-system analysis	U.S. Geological Survey Professional Paper 1412-A, 61 p.
15.09	Shade, P.J., and Nichols, W.D.	1997	Water budget and the effects of land-use changes on ground-water recharge, Oahu, Hawaii	U.S. Geological Survey Professional Paper 1412-C, 38 p. 
15.10	Souza, W.R., and Voss, C.I.	1986	Modeling a regional aquifer containing a narrow transition between freshwater and saltwater using a solute transport simulation, part II--analysis of a coastal aquifer system	Delft University of Technology Salt Water Intrusion Meeting, 9th, Delft, Netherlands, May 12-16, 1986, Proceedings, p. 457-473.
15.11	Souza, W.R., and Voss, C.I.	1987	Analysis of an anisotropic coastal aquifer system using variable-density flow and solute transport simulation	Journal of Hydrology, v. 92, p. 17-41.
15.12	Souza, W.R., and Voss, C.I.	1989	Assessment of potable groundwater in a freshwater lens using variable-density flow and solute transport simulation	National Water Well Association, Conference on solving ground-water problems with models, 4th, Indianapolis, Ind., February 7-9, 1989, p. 1023-1043.
15.13	Voss, C.I., and Souza, W.R.	1986	Modeling a regional aquifer containing a narrow transition between freshwater and saltwater using a solute transport simulation, part I--theory and methods	Delft University of Technology Salt Water Intrusion Meeting, 9th, Delft, Netherlands, May 12-16, 1986, Proceedings, p. 493-514.
15.14	Voss, C.I., and Souza, W.R.	in press	Dynamics of a regional freshwater-saltwater transition zone in an anisotropic coastal aquifer system	Journal of Hydrology.
23.01	Collins, C.A., and Broad, T.M.	1996	Ground-water pumpage in the Willamette Lowland regional aquifer system, Oregon and Washington, 1990	U.S. Geological Survey Water-Resources Investigations Repor 96-4111, 27 p.
23.02	Gannett, M.W., and Caldwell, R.R.	in press	Geologic framework of the Willamette Lowland aquifer system, Oregon and Washington	U.S. Geological Survey Professional Paper 1424-A.
23.03	Jones, M.A.	1991	Selected references for the Puget-Willamette Lowland regional aquifer-system analysis, Puget Sound Lowland, Washington	U.S. Geological Survey Open-File Report 90-584, 51 p.
23.04	Jones, M.A.	1996	Thickness of unconsolidated deposits of the Puget Sound aquifer system, Washington and Canada	U.S. Geological Survey Water-Resources Investigations Report 94-4133, map, scale 1:450,000.
23.05	Jones, M.A.	in press	Geologic framework of the Puget Sound aquifer system, Washington and British Columbia	U.S. Geological Survey Professional Paper 1424-C.
