gene_oid	Start Coord	End Coord	Strand	GC	Locus Tag	Gene Symbol	Description	Scaffold Name	MyIMG_Annotation
633216710	1133361	1133738	-	.28	Saci_1327		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216715	1133783	1134115	+	.31	Saci_1328	cutA	periplasmic divalent cation tolerance protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216720	1134099	1134392	+	.31	Saci_1329	gatC	glutamyl-tRNA(Gln) amidotransferase subunit C( EC:6.3.5.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216725	1134394	1135824	+	.35	Saci_1330	gatA	glutamyl-tRNA(Gln) amidotransferase subunit A( EC:6.3.5.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216730	1135870	1136946	+	.38	Saci_1331		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216735	1137121	1137600	+	.36	Saci_1332		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216740	1137603	1138289	-	.34	Saci_1333		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216745	1138274	1139029	-	.33	Saci_1334		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216750	1139076	1139840	+	.31	Saci_1335		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216755	1139988	1140488	+	.34	Saci_1336	tbp	TATA-binding protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216760	1140518	1140745	+	.3	Saci_1337		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216765	1140735	1141796	-	.32	Saci_1338		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216770	1141768	1142709	-	.33	Saci_1339		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216775	1142977	1143249	+	.32	Saci_1340		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216780	1143246	1144121	+	.35	Saci_1341	tfb2	transcription initiation factor B	Sulfolobus acidocaldarius DSM 639 chromosome	
633216785	1144143	1144559	+	.3	Saci_1342		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216790	1144536	1145684	-	.33	Saci_1343	trm1	N(2),N(2)-dimethylguanosine tRNA methyltransferase	Sulfolobus acidocaldarius DSM 639 chromosome	
633216795	1145671	1146588	-	.31	Saci_1344		conserved Archaeal HTH-domain protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216800	1146572	1147000	-	.31	Saci_1345		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216805	1147005	1147700	-	.34	Saci_1346		fribrillarin-like pre-rRNA processing protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216810	1147701	1148939	-	.36	Saci_1347		NOP56/58-like protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216815	1149000	1149164	+	.38	Saci_1348		30S ribosomal protein S30E	Sulfolobus acidocaldarius DSM 639 chromosome	
633216820	1149196	1150536	+	.35	Saci_1349	gatD	glutamyl-tRNA(Gln) amidotransferase subunit D( EC:6.3.5.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216825	1150490	1152418	+	.34	Saci_1350		glutamyl-tRNA(Gln) amidotransferase subunit E( EC:6.3.5.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216830	1152471	1153529	+	.32	Saci_1351		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216835	1153491	1153889	-	.34	Saci_1352		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216840	1153948	1156461	-	.38	Saci_1353	nrd	ribonucleotide reductase( EC:1.17.4.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216845	1156623	1157369	+	.3	Saci_1354		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216850	1157411	1158658	+	.35	Saci_1355	pgk	phosphoglycerate kinase( EC:2.7.2.3 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216855	1158645	1159676	+	.35	Saci_1356		glyceraldehyde-3-phosphate dehydrogenase( EC:1.2.1.59 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216860	1159673	1160080	+	.36	Saci_1357		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216865	1160073	1161374	-	.38	Saci_1358	glyA	serine hydroxymethyltransferase( EC:2.1.2.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216870	1161400	1162635	-	.38	Saci_1359		3-hydroxy-3-methylglutaryl-coenzyme A reductase( EC:1.1.1.34 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216875	1162619	1163032	-	.34	Saci_1360		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216880	1163038	1164132	-	.35	Saci_1361	acaB1	acetyl-CoA acetyltransferases( EC:2.3.1.9 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216885	1164132	1165178	-	.4	Saci_1362		DNA/RNA binding protein Alba	Sulfolobus acidocaldarius DSM 639 chromosome	
633216890	1165329	1165721	-	.37	Saci_1363	sph1	S-adenosylmethionine decarboxylase proenzyme 1( EC:4.1.1.50 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216895	1165831	1166673	+	.33	Saci_1364		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216900	1166821	1166912	+	.6	Saci_1365		 ( tRNA ) 	Sulfolobus acidocaldarius DSM 639 chromosome	
633216905	1167095	1167616	+	.32	Saci_1366		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216910	1167558	1168169	+	.31	Saci_1367	ogg	N-glycosylase/DNA lyase	Sulfolobus acidocaldarius DSM 639 chromosome	
633216915	1168374	1169306	+	.34	Saci_1368		D-isomer specific 2-hydroxyacid dehydrogenase( EC:1.1.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216920	1169308	1170423	+	.36	Saci_1369	sgaA	serine-glyoxylate aminotransferase( EC:2.6.1.45 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216925	1170456	1170725	+	.31	Saci_1370	rpoK	DNA-directed RNA polymerase subunit K( EC:2.7.7.6 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216930	1170732	1172738	+	.32	Saci_1371	top1	DNA topoisomerase I family A( EC:5.99.1.2 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216935	1172794	1173918	-	.38	Saci_1372		AAA family ATPase	Sulfolobus acidocaldarius DSM 639 chromosome	
633216940	1173921	1174706	-	.36	Saci_1373		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216945	1174724	1175440	-	.35	Saci_1374		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216950	1175606	1175854	+	.32	Saci_1376		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216955	1175851	1177101	-	.36	Saci_1377	eno	enolase( EC:4.2.1.11 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216960	1177140	1177451	+	.31	Saci_1378		conserved membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216965	1177444	1177761	+	.36	Saci_1379		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216970	1177748	1178161	+	.34	Saci_1380		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216975	1178153	1179670	-	.37	Saci_1381	gcvP	glycine dehydrogenase( EC:1.4.4.2 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216980	1179672	1181015	-	.36	Saci_1382		glycine dehydrogenase subunit 1( EC:1.4.4.2 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216985	1181056	1182111	+	.35	Saci_1383	gcsT	aminomethyltransferase( EC:2.1.2.10 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633216990	1182119	1182535	+	.36	Saci_1384	gcvH	glycine cleavage system H protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633216995	1182535	1183281	+	.36	Saci_1385		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217000	1183286	1183660	+	.33	Saci_1386		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217005	1183734	1184735	+	.31	Saci_1387		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217010	1184762	1185508	+	.34	Saci_1388		ABC transporter	Sulfolobus acidocaldarius DSM 639 chromosome	
633217015	1185579	1187018	+	.37	Saci_1389		universally conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217020	1187019	1188188	+	.33	Saci_1390		universally conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217025	1188258	1188389	+	.32	Saci_1391		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217030	1188392	1188479	-	.67	Saci_1392		 ( tRNA ) 	Sulfolobus acidocaldarius DSM 639 chromosome	
633217035	1188647	1189630	+	.37	Saci_1393	adh	alcohol dehydrogenase( EC:1.1.1.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217040	1189756	1189827	+	.68	Saci_1395		 ( tRNA ) 	Sulfolobus acidocaldarius DSM 639 chromosome	
633217045	1190366	1192222	-	.34	Saci_1396	argS	arginyl-tRNA synthetase( EC:6.1.1.19 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217050	1192276	1192473	+	.28	Saci_1397		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217055	1192559	1192849	+	.33	Saci_1398		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217060	1192841	1193155	-	.34	Saci_1399		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217065	1193291	1193635	+	.31	Saci_1400		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217070	1193673	1195349	-	.39	Saci_1401	thsA	thermosome alpha subunit	Sulfolobus acidocaldarius DSM 639 chromosome	
633217075	1195473	1196213	+	.32	Saci_1402		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217080	1196140	1196961	-	.34	Saci_1403		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217085	1197002	1197334	-	.32	Saci_1404		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217090	1197528	1198247	-	.35	Saci_1405		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217095	1198321	1199403	-	.35	Saci_1406		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217100	1199400	1200020	-	.32	Saci_1407		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217105	1200053	1200973	+	.38	Saci_1408	argF	ornithine carbamoyltransferase( EC:2.1.3.3 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217110	1200966	1202198	-	.33	Saci_1409		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217115	1202152	1202823	-	.34	Saci_1410		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217120	1202820	1203872	-	.37	Saci_1411	asd	aspartate-semialdehyde dehydrogenase( EC:1.2.1.11 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217125	1203857	1205200	-	.34	Saci_1412		aspartokinase( EC:2.7.2.4 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217130	1205197	1206375	-	.36	Saci_1413		threonine synthase( EC:4.2.3.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217135	1206477	1207928	+	.37	Saci_1414	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase( EC:4.1.1.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217140	1207900	1208187	-	.34	Saci_1415		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217145	1208272	1208931	+	.38	Saci_1416		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217150	1208995	1211373	+	.37	Saci_1417		phosphoenolpyruvate synthase( EC:2.7.9.2 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217155	1211375	1211656	-	.28	Saci_1418		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217160	1211613	1212689	-	.36	Saci_1419		inositol-1-phosphate synthase( EC:5.5.1.4 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217165	1212783	1213061	+	.37	Saci_1420		acylphosphatase( EC:3.6.1.7 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217170	1213114	1214388	+	.39	Saci_1421	trpB1	tryptophan synthase beta chain 1( EC:4.2.1.20 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217175	1214385	1215122	+	.32	Saci_1422		tryptophan synthase alpha chain( EC:4.2.1.20 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217180	1215130	1216158	+	.36	Saci_1423	trpD	anthranilate phosphoribosyltransferase( EC:2.4.2.18 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217185	1216145	1216744	+	.35	Saci_1424	trpF	anthranilate isomerase( EC:4.1.1.48 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217190	1216726	1218024	+	.36	Saci_1425	trpE	anthranilate synthase component I( EC:4.1.3.27 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217195	1218041	1218610	+	.34	Saci_1426	trpGD	anthranilate synthase component II( EC:4.1.3.27 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217200	1218615	1219361	+	.33	Saci_1427	trpC	indole-3-glycerol phosphate synthase( EC:4.1.1.48 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217205	1219373	1220575	+	.34	Saci_1428	aspB	aspartate aminotransferase( EC:2.6.1.1 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217210	1220593	1223088	-	.35	Saci_1430	valS	valyl-tRNA synthetase( EC:6.1.1.9 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217215	1223089	1224078	+	.33	Saci_1431		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217220	1224053	1224445	+	.31	Saci_1432		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217225	1224445	1224765	+	.32	Saci_1433		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217230	1224723	1225043	-	.26	Saci_1434		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217235	1225027	1225245	-	.36	Saci_1435		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217240	1227546	1229687	-	.36	Saci_1439		amylase	Sulfolobus acidocaldarius DSM 639 chromosome	
633217245	1229684	1231354	-	.33	Saci_1440	treZ	maltooligosyl trehalose trehalohydrolase	Sulfolobus acidocaldarius DSM 639 chromosome	
633217250	1232594	1233118	+	.44	Saci_1442		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217255	1233266	1233892	+	.38	Saci_1443		membrane protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217260	1235061	1236089	+	.44	Saci_1445		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217265	1236349	1236489	-	.4	Saci_1446		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217270	1236721	1238265	-	.36	Saci_1447		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217275	1238237	1238593	-	.38	Saci_1448		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217280	1238806	1239951	+	.34	Saci_1449		hypothetical protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217285	1240401	1240470	-	.69	Saci_1451		 ( tRNA ) 	Sulfolobus acidocaldarius DSM 639 chromosome	
633217290	1240567	1240923	-	.29	Saci_1452		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217295	1240962	1241050	-	.69	Saci_1453		 ( tRNA ) 	Sulfolobus acidocaldarius DSM 639 chromosome	
633217300	1241078	1241713	-	.3	Saci_1454		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217305	1241676	1244399	-	.35	Saci_1455	alaRS	alanyl-tRNA synthetase( EC:6.1.1.7 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217310	1244440	1244757	-	.41	Saci_1456		50S ribosomal protein L12P	Sulfolobus acidocaldarius DSM 639 chromosome	
633217315	1244799	1245806	-	.36	Saci_1457		50S ribosomal protein L10P	Sulfolobus acidocaldarius DSM 639 chromosome	
633217320	1245803	1246339	-	.36	Saci_1458		50S ribosomal protein L1P	Sulfolobus acidocaldarius DSM 639 chromosome	
633217325	1246465	1246977	-	.35	Saci_1459		50S ribosomal protein L11P	Sulfolobus acidocaldarius DSM 639 chromosome	
633217330	1246985	1247443	-	.34	Saci_1460	nusG	NusG	Sulfolobus acidocaldarius DSM 639 chromosome	
633217335	1247457	1247654	-	.32	Saci_1461	secE	preprotein translocase SecE subunit	Sulfolobus acidocaldarius DSM 639 chromosome	
633217340	1247670	1248296	-	.34	Saci_1462		signal recognition particle	Sulfolobus acidocaldarius DSM 639 chromosome	
633217345	1248776	1249216	-	.36	Saci_1463		conserved Crenarchaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217350	1249222	1249482	-	.3	Saci_1464		50S ribosomal protein LX	Sulfolobus acidocaldarius DSM 639 chromosome	
633217355	1249484	1250155	-	.34	Saci_1465	eif6	translation initiation factor 6	Sulfolobus acidocaldarius DSM 639 chromosome	
633217360	1250152	1250541	-	.35	Saci_1466		50S ribosomal protein L31E	Sulfolobus acidocaldarius DSM 639 chromosome	
633217365	1250546	1250707	-	.34	Saci_1467		conserved 50S ribosomal protein L39e	Sulfolobus acidocaldarius DSM 639 chromosome	
633217370	1250698	1250988	-	.35	Saci_1468		hypothetical programmed cell death protein 5	Sulfolobus acidocaldarius DSM 639 chromosome	
633217375	1251058	1251522	-	.36	Saci_1469		30S ribosomal protein S19E	Sulfolobus acidocaldarius DSM 639 chromosome	
633217380	1251589	1252761	+	.39	Saci_1470		quinolinate phosphoribosyl transferase( EC:2.4.2.19 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217385	1252751	1253803	-	.32	Saci_1471		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217390	1253865	1254854	-	.33	Saci_1472		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217395	1254908	1255303	+	.35	Saci_1473		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217400	1255303	1255524	+	.36	Saci_1474		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217405	1255572	1256459	+	.36	Saci_1475	cysM	cysteine synthase B( EC:4.2.99.8 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217410	1256497	1256652	+	.23	Saci_1476		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217415	1256654	1257328	+	.3	Saci_1477		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217420	1257300	1257464	-	.35	Saci_1478		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217425	1257537	1258478	+	.35	Saci_1479		molybdenum cofactor biosynthesis protein A	Sulfolobus acidocaldarius DSM 639 chromosome	
633217430	1258456	1259553	+	.34	Saci_1480	pepQ	Xaa-Pro dipeptidase( EC:3.4.13.9 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217435	1259620	1260249	+	.38	Saci_1481	folE	GTP cyclohydrolase I( EC:3.5.4.16 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217440	1260273	1261175	+	.31	Saci_1482		transcriptional regulator MarR family	Sulfolobus acidocaldarius DSM 639 chromosome	
633217445	1261179	1262600	-	.37	Saci_1483	glnA	glutamine synthetase( EC:6.3.1.2 )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217450	1262708	1263322	-	.32	Saci_1484		ABC transporter, ATP-binding protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217455	1263309	1263734	-	.33	Saci_1485		thioredoxin( EC:1.8.- )	Sulfolobus acidocaldarius DSM 639 chromosome	
633217460	1263947	1264825	+	.4	Saci_1486		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217465	1264810	1265859	+	.35	Saci_1487		conserved Archaeal SUN family protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217470	1265859	1266368	+	.36	Saci_1488		universally conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217475	1266365	1267336	+	.34	Saci_1489		conserved Archaeal protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217480	1267333	1268196	-	.35	Saci_1490		integrase/recombinase XerD	Sulfolobus acidocaldarius DSM 639 chromosome	
633217485	1268394	1269269	-	.32	Saci_1491		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217490	1269327	1269986	+	.33	Saci_1492		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217495	1270248	1272275	+	.31	Saci_1493		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217500	1272319	1273728	+	.33	Saci_1494		type II/IV secretion system protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217505	1273709	1275175	+	.31	Saci_1495		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
633217510	1275200	1275631	+	.34	Saci_1496		conserved protein	Sulfolobus acidocaldarius DSM 639 chromosome	
