-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUBO        49718.000    1995     1     1     0
DUBO        52274.750    2001    12    31    18
DUBO      -417603.554 -4064529.811  4881432.198
51049.75    -0.003199    -0.501344     3.921180
51050.00     0.049028    -0.390628     4.122141
51050.25    -0.012718    -0.350163     3.279834
51050.50    -0.076105    -0.273021     2.535143
51050.75    -0.136922    -0.185045     2.045409
51051.00    -0.039835    -0.093268     2.850344
51051.25    -0.044166    -0.075423     2.331311
51051.50     0.007930     0.001519     1.558475
51051.75     0.031795     0.075823     1.113424
51052.00     0.072064     0.187372     1.771631
51052.25    -0.008280     0.260209     1.520742
51052.50    -0.055658     0.233616     1.771933
51052.75    -0.174578     0.062463     1.727678
51053.00    -0.172346    -0.130894     2.421417
51053.25    -0.288932    -0.316411     1.754449
51053.50    -0.310348    -0.453519     1.137405
51053.75    -0.315607    -0.491549     0.707884
51054.00    -0.155038    -0.541262     1.346021
51054.25    -0.191412    -0.642925     1.022571
51054.50    -0.214637    -0.686669     0.469024
51054.75    -0.217312    -0.676297    -0.071812
51055.00    -0.074989    -0.514774     0.854054
51055.25    -0.049682    -0.503067     0.858220
51055.50     0.030914    -0.433325     0.346542
51055.75     0.033133    -0.409385    -0.293995
51056.00     0.160277    -0.310084     0.331275
51056.25     0.064911    -0.320223    -0.036797
51056.50     0.000395    -0.377183    -0.190192
51056.75    -0.112627    -0.497416    -0.123871
51057.00     0.004399    -0.566591     1.331334
51057.25    -0.109765    -0.610206     1.440229
51057.50    -0.103865    -0.604054     1.780010
51057.75    -0.164372    -0.564393     2.103286
51058.00     0.019910    -0.411512     3.102321
51058.25    -0.043468    -0.301509     3.406488
51058.50    -0.037780    -0.142583     3.825697
51058.75    -0.000740    -0.093829     4.263907
51059.00     0.163164     0.011132     5.109019
51059.25     0.172733     0.013563     4.912367
51059.50     0.164980    -0.009302     4.461832
51059.75     0.079660    -0.041193     3.877872
51060.00     0.115630    -0.074010     4.217485
51060.25     0.045658    -0.149849     3.409410
51060.50     0.022154    -0.188433     2.293167
51060.75    -0.032635    -0.082243     1.444226
51061.00    -0.027869    -0.047360     2.795317
51061.25    -0.094925    -0.232899     3.124850
51061.50    -0.038979    -0.577558     2.299476
51061.75     0.005347    -0.654449     0.690776
51062.00     0.146472    -0.615685     0.861150
51062.25     0.103439    -0.684991    -0.061152
51062.50     0.135473    -0.748516    -0.842266
51062.75     0.073383    -0.778819    -1.604655
51063.00     0.110896    -0.684678    -0.992485
51063.25     0.081467    -0.646500    -1.419783
51063.50     0.068031    -0.563984    -1.889292
51063.75     0.041921    -0.444206    -2.197457
51064.00     0.121026    -0.229391    -1.132222
51064.25     0.021946    -0.075536    -1.445837
51064.50    -0.032371     0.123907    -1.540054
51064.75    -0.158530     0.279168    -1.070205
51065.00    -0.183013     0.422788     0.749046
51065.25    -0.343422     0.497165     1.271822
51065.50    -0.434266     0.568036     1.919199
51065.75    -0.490264     0.504855     2.708357
51066.00    -0.403768     0.479102     3.843587
51066.25    -0.538117     0.447848     4.089121
51066.50    -0.612135     0.329819     4.484057
51066.75    -0.675686     0.062018     4.617633
51067.00    -0.473737    -0.148182     4.243194
51067.25    -0.413203    -0.289428     2.669102
51067.50    -0.416077    -0.355064     1.332950
51067.75    -0.445392    -0.358691     0.293566
51068.00    -0.357722    -0.206647     0.785250
51068.25    -0.427397    -0.133860     0.425904
51068.50    -0.424027    -0.039478     0.527665
51068.75    -0.491590    -0.009066     0.820419
51069.00    -0.359919    -0.027540     1.971331
51069.25    -0.258028    -0.008500     1.832302
51069.50    -0.127572     0.064809     2.134129
51069.75    -0.153021     0.090366     1.870739
51070.00    -0.107174     0.091015     2.786616
51070.25    -0.106663    -0.030587     2.871945
51070.50    -0.028469    -0.264492     2.525151
51070.75    -0.025071    -0.460615     1.133832
51071.00     0.112500    -0.421598     0.629290
51071.25     0.055256    -0.359864    -0.852542
51071.50     0.024906    -0.235525    -1.988813
51071.75    -0.131642    -0.132497    -2.389880
51072.00    -0.021020     0.052790    -1.327088
51072.25    -0.090145     0.026477    -1.053000
51072.50    -0.036119    -0.111778    -1.224744
51072.75     0.073891    -0.148730    -1.997026
51073.00     0.226229     0.062337    -1.099510
51073.25     0.130670     0.185977    -0.906218
51073.50     0.067377     0.248929     0.152409
51073.75    -0.083212     0.050518     0.944440
51074.00     0.006510    -0.084815     1.615601
51074.25    -0.014816    -0.167340     1.059870
51074.50     0.089981    -0.078037     1.119619
51074.75     0.172434    -0.038318     1.715962
51075.00     0.488789    -0.012667     3.475929
51075.25     0.547811    -0.008320     4.083926
51075.50     0.668748     0.050829     4.683193
51075.75     0.646184     0.007342     5.313726
51076.00     0.626131    -0.170859     6.505116
51076.25     0.394150    -0.342033     6.171041
51076.50     0.347741    -0.524541     5.698772
51076.75     0.291501    -0.769077     4.117628
51077.00     0.329160    -0.690508     2.663585
51077.25     0.228522    -0.609228     1.023373
51077.50     0.194783    -0.536273    -0.036154
51077.75     0.143086    -0.454926    -1.130950
51078.00     0.170144    -0.361807    -0.632454
51078.25     0.144080    -0.356315    -1.464033
51078.50     0.093183    -0.321655    -1.744478
51078.75     0.013023    -0.290532    -2.480512
51079.00     0.033751    -0.183971    -0.964322
51079.25    -0.117004    -0.163342    -0.188579
51079.50    -0.179284    -0.172274     0.933855
51079.75    -0.187606    -0.273660     1.642706
51080.00    -0.108239    -0.235535     3.041329
51080.25    -0.155464    -0.221451     3.489781
51080.50    -0.171189    -0.039857     4.156227
51080.75    -0.223263     0.125047     4.678306
51081.00    -0.033022     0.181932     6.214629
51081.25    -0.121162    -0.026158     6.687796
51081.50    -0.104169    -0.122130     6.340042
51081.75    -0.059051    -0.012682     4.944990
51082.00     0.200214     0.145109     4.479652
51082.25     0.272644     0.179169     4.062595
51082.50     0.171095     0.136297     4.054361
51082.75     0.015047    -0.065748     3.694105
51083.00    -0.049299    -0.234973     3.949395
51083.25    -0.308105    -0.416493     3.465509
51083.50    -0.394688    -0.499605     3.144348
51083.75    -0.408160    -0.539324     2.453818
51084.00    -0.216649    -0.440626     2.891188
51084.25    -0.202388    -0.423922     2.290477
51084.50    -0.160107    -0.341590     2.260307
51084.75    -0.065759    -0.395571     2.742059
51085.00     0.215021    -0.537448     2.923879
51085.25     0.266650    -0.636547     2.013882
51085.50     0.245811    -0.617367     1.172427
51085.75     0.192687    -0.583286     0.557949
51086.00     0.276583    -0.546721     1.470929
51086.25     0.205435    -0.796127     1.572428
51086.50     0.179493    -0.927988     0.534801
51086.75     0.039029    -0.942420    -0.897474
51087.00    -0.042725    -0.775125    -0.955818
51087.25    -0.199975    -0.750651    -1.300234
51087.50    -0.180496    -0.675347    -1.749920
51087.75    -0.131706    -0.572079    -1.970749
51088.00     0.138799    -0.340648    -1.187810
51088.25     0.190879    -0.270957    -1.602371
51088.50     0.326669    -0.094699    -1.868173
51088.75     0.360302     0.034452    -2.535882
51089.00     0.492850     0.139750    -1.840757
51089.25     0.460420     0.184093    -2.641569
51089.50     0.435833     0.313073    -2.975985
51089.75     0.339749     0.330024    -3.516618
51090.00     0.382869     0.397197    -2.738343
51090.25     0.356576     0.446684    -3.396154
51090.50     0.427727     0.526230    -3.242479
51090.75     0.606809     0.532451    -2.995281
51091.00     0.764595     0.439062    -1.971315
51091.25     0.792065     0.476577    -1.452973
51091.50     0.778233     0.556276    -0.555402
51091.75     0.588656     0.551073    -0.339335
51092.00     0.511492     0.498526     0.666969
51092.25     0.408331     0.311060     1.530979
51092.50     0.265238     0.077377     2.862446
51092.75     0.041000    -0.193439     3.351882
51093.00    -0.096834    -0.373860     3.498518
51093.25    -0.299812    -0.523867     3.057335
51093.50    -0.403897    -0.535687     1.611760
51093.75    -0.482877    -0.449700     0.167719
51094.00    -0.398541    -0.204522    -0.084010
51094.25    -0.424935    -0.025206    -0.718414
51094.50    -0.398866     0.186197    -0.676954
51094.75    -0.386525     0.296812    -0.224367
51095.00    -0.161524     0.264094     1.148058
51095.25    -0.065152     0.148203     1.217142
51095.50     0.057717    -0.008659     1.191864
51095.75     0.148891    -0.249726     0.562551
51096.00     0.449405    -0.385806    -0.120711
51096.25     0.623116    -0.421893    -1.872646
51096.50     0.757421    -0.280036    -3.379870
51096.75     0.823076    -0.158458    -4.546050
51097.00     0.937950     0.011959    -4.204633
51097.25     0.891258     0.118691    -4.292190
51097.50     0.798033     0.258400    -3.744294
51097.75     0.712994     0.265063    -3.072579
51098.00     0.577832     0.176922    -1.629248
51098.25     0.311228    -0.034761    -0.780928
51098.50     0.015113    -0.305930    -0.786394
51098.75    -0.238674    -0.430263    -1.938374
51099.00    -0.108182    -0.391363    -2.130421
51099.25    -0.049998    -0.327103    -2.784409
51099.50    -0.023830    -0.092758    -3.076341
51099.75    -0.101701     0.098535    -3.409563
51100.00    -0.026110     0.352135    -2.239723
51100.25    -0.032452     0.466428    -1.461046
51100.50     0.022346     0.597305    -0.203539
51100.75     0.043487     0.617713     0.606524
51101.00     0.120332     0.592820     1.788993
51101.25     0.086517     0.596152     1.535260
51101.50     0.071219     0.577287     1.373045
51101.75     0.112925     0.515745     0.566642
51102.00     0.335341     0.487907     0.484825
51102.25     0.409679     0.366365    -0.167821
51102.50     0.433131     0.287632    -0.594393
51102.75     0.370565     0.154928    -1.329832
51103.00     0.435323     0.143253    -1.180730
51103.25     0.477558     0.068358    -0.285131
51103.50     0.466578    -0.028403     1.168407
51103.75     0.224359    -0.231292     1.836102
51104.00     0.178007    -0.290900     2.694656
51104.25     0.022204    -0.470036     3.533694
51104.50    -0.193574    -0.619050     3.346957
51104.75    -0.426052    -0.632326     2.198952
51105.00    -0.435657    -0.526116     1.742432
51105.25    -0.560042    -0.590066     1.625910
51105.50    -0.531512    -0.721181     1.345344
51105.75    -0.463028    -0.871472    -0.767959
51106.00    -0.360595    -0.750348    -2.160189
51106.25    -0.447495    -0.729352    -3.000621
51106.50    -0.466693    -0.675452    -3.236625
51106.75    -0.552756    -0.644768    -3.696822
51107.00    -0.472997    -0.535410    -3.117558
51107.25    -0.571384    -0.518463    -3.469082
51107.50    -0.673367    -0.465870    -3.850885
51107.75    -0.836254    -0.393819    -4.357812
51108.00    -0.863354    -0.251013    -3.625108
51108.25    -1.017406    -0.267683    -3.181218
51108.50    -1.107789    -0.242115    -2.710495
51108.75    -1.185660    -0.306005    -2.436818
51109.00    -1.070565    -0.316242    -1.005112
51109.25    -1.018559    -0.361100    -0.719447
51109.50    -0.892280    -0.313159    -0.096540
51109.75    -0.800369    -0.352306     0.009729
51110.00    -0.575115    -0.314520     0.856263
51110.25    -0.473534    -0.327843     0.755453
51110.50    -0.354613    -0.270411     0.016020
51110.75    -0.316045    -0.199260    -1.462782
51111.00    -0.225426     0.014572    -1.259204
51111.25    -0.293642     0.142827    -1.468133
51111.50    -0.388869     0.267521    -1.028696
51111.75    -0.566973     0.270700    -1.320364
51112.00    -0.639100     0.313323    -0.436647
51112.25    -0.830234     0.357147     0.048346
51112.50    -0.952148     0.417699     0.768933
51112.75    -1.121444     0.336749     0.828645
51113.00    -1.086467     0.200586     1.767010
51113.25    -1.042955    -0.118264     1.861480
51113.50    -0.937003    -0.342890     1.843393
51113.75    -0.833307    -0.527976     1.216312
51114.00    -0.568235    -0.458712     1.478340
51114.25    -0.472708    -0.322370     0.973947
51114.50    -0.263301    -0.127495     1.149395
51114.75    -0.194785     0.009001     0.585514
51115.00    -0.034454     0.155808     1.716360
51115.25     0.079852     0.242918     2.035562
51115.50     0.155508     0.298200     2.629742
51115.75     0.160308     0.257387     2.818940
51116.00     0.222833     0.188897     3.322622
51116.25     0.102017    -0.024961     2.999035
51116.50    -0.020694    -0.271943     1.769723
51116.75    -0.086223    -0.408855    -0.920586
51117.00     0.074441    -0.246361    -2.504362
51117.25     0.124977    -0.198554    -3.428733
51117.50     0.200758    -0.123920    -4.298046
51117.75     0.262015    -0.150766    -5.445072
51118.00     0.459292    -0.033327    -5.593866
51118.25     0.580229    -0.025561    -6.369389
51118.50     0.744692     0.057711    -6.735674
51118.75     0.859746     0.064463    -7.328201
51119.00     1.037040     0.104145    -6.873390
51119.25     1.101888     0.085014    -7.099093
