-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
MATH        49718.000    1995     1     1     0
MATH        52274.750    2001    12    31    18
MATH     -2443215.352 -4706037.477  3533477.600
50905.00     0.589454    -0.052283     2.234191
50905.25     0.428296    -0.044901     0.837220
50905.50     0.619635    -0.327074     0.268933
50905.75     0.695829     0.038651    -1.739148
50906.00     0.675627    -0.036344    -1.225983
50906.25     0.290715    -0.023754    -1.957266
50906.50     0.430319    -0.302896    -1.321637
50906.75     0.215746     0.099314    -2.035777
50907.00     0.024363     0.007407    -0.617373
50907.25    -0.346135     0.002811    -0.390403
50907.50    -0.176896    -0.279204     0.290151
50907.75    -0.352513     0.235444    -0.880777
50908.00    -0.247720     0.208449     0.197905
50908.25    -0.401220     0.279959     0.100996
50908.50    -0.215194     0.012512     0.633011
50908.75    -0.239143     0.327832    -0.111350
50909.00    -0.221558     0.150383     1.310937
50909.25    -0.505972     0.182704     1.110378
50909.50    -0.117785    -0.141670     1.648468
50909.75     0.105493     0.210413     0.347718
50910.00     0.216862     0.056900     0.911777
50910.25     0.110514    -0.037898     0.252074
50910.50     0.373715    -0.507009     0.598050
50910.75     0.426780    -0.221373    -0.818935
50911.00     0.404578    -0.294166    -0.251135
50911.25     0.454772    -0.264978    -1.479000
50911.50     0.920706    -0.624103    -1.436380
50911.75     0.894275    -0.219206    -3.126765
50912.00     0.953768    -0.302522    -1.985704
50912.25     0.764043    -0.164500    -2.539688
50912.50     0.996423    -0.428878    -2.227985
50912.75     0.843534     0.048717    -3.590925
50913.00     0.716818    -0.033549    -2.480851
50913.25     0.244983     0.173377    -2.854407
50913.50     0.288510    -0.053147    -2.073610
50913.75     0.064683     0.428007    -2.645763
50914.00    -0.102181     0.232613    -0.670869
50914.25    -0.499775     0.152090     0.322356
50914.50    -0.466814    -0.265277     1.617887
50914.75    -0.585937    -0.002669     1.626054
50915.00    -0.485111    -0.244894     3.194689
50915.25    -0.402680    -0.337454     2.424492
50915.50    -0.034484    -0.766362     2.394481
50915.75     0.108606    -0.471192     0.606319
50916.00     0.301843    -0.479445     0.683440
50916.25     0.239185    -0.401195    -0.238133
50916.50     0.541649    -0.675507     0.055922
50916.75     0.687999    -0.339301    -1.159005
50917.00     0.697939    -0.449258     0.025213
50917.25     0.486602    -0.380727    -0.099437
50917.50     0.754256    -0.596747     0.447176
50917.75     0.750809    -0.156666    -0.683088
50918.00     0.817079    -0.163678     0.150817
50918.25     0.668682    -0.150931     0.119780
50918.50     0.843603    -0.444535     0.822503
50918.75     0.686417    -0.123904    -0.543512
50919.00     0.735160    -0.212625     0.265960
50919.25     0.695362    -0.202525    -0.628841
50919.50     0.905639    -0.526584    -0.843684
50919.75     1.001731    -0.212232    -2.239940
50920.00     1.009278    -0.256249    -1.569283
50920.25     0.853931    -0.207336    -2.651055
50920.50     1.047776    -0.505819    -2.641785
50920.75     0.872027    -0.196603    -4.006511
50921.00     0.570147    -0.235572    -2.814353
50921.25     0.161989    -0.165310    -3.288359
50921.50     0.149134    -0.369706    -2.986831
50921.75    -0.206041     0.043489    -4.198944
50922.00    -0.466260    -0.023607    -3.002972
50922.25    -0.877823     0.032020    -3.286153
50922.50    -0.810963    -0.317343    -2.943967
50922.75    -1.006096    -0.030613    -3.745159
50923.00    -1.175619    -0.209441    -2.425573
50923.25    -1.547421    -0.138999    -3.067442
50923.50    -1.454326    -0.426199    -2.845327
50923.75    -1.834258     0.048245    -4.170260
50924.00    -1.970152     0.021219    -3.343906
50924.25    -2.202090     0.118841    -4.151749
50924.50    -1.950012    -0.183001    -3.682809
50924.75    -2.054023     0.186655    -4.675376
50925.00    -2.152723     0.043704    -3.187466
50925.25    -2.305424     0.102200    -3.490688
50925.50    -2.124038    -0.247832    -2.756516
50925.75    -2.224849     0.098631    -3.538488
50926.00    -2.237690    -0.037199    -2.087183
50926.25    -2.432211     0.007374    -2.063830
50926.50    -2.178169    -0.266078    -1.456734
50926.75    -2.121150     0.099612    -2.109861
50927.00    -2.007090    -0.148823    -0.882868
50927.25    -2.102704    -0.169113    -0.962214
50927.50    -1.640312    -0.498958    -0.190003
50927.75    -1.455707    -0.218517    -0.788982
50928.00    -1.178925    -0.367265     0.449563
50928.25    -1.243514    -0.420751    -0.119773
50928.50    -0.816413    -0.840899     0.538945
50928.75    -0.783182    -0.458958    -0.769070
50929.00    -0.534695    -0.509430     0.244587
50929.25    -0.455210    -0.328414    -1.025991
50929.50     0.106712    -0.514003    -1.263835
50929.75     0.117272    -0.008796    -2.920620
50930.00     0.125105     0.055391    -2.090304
50930.25    -0.184951     0.285843    -3.114832
50930.50    -0.047527     0.092411    -2.904105
50930.75    -0.181293     0.501669    -4.105182
50931.00    -0.384942     0.425639    -2.765773
50931.25    -0.727807     0.423703    -2.981707
50931.50    -0.554252     0.154332    -2.511494
50931.75    -0.611991     0.523075    -3.194378
50932.00    -0.708176     0.363834    -1.488772
50932.25    -0.821944     0.307131    -1.993254
50932.50    -0.602004    -0.087208    -1.493470
50932.75    -0.652603     0.212270    -2.349088
50933.00    -0.648736     0.062730    -1.192510
50933.25    -0.627974     0.066716    -1.745276
50933.50    -0.211798    -0.257004    -1.383890
50933.75    -0.301301     0.027915    -2.127939
50934.00    -0.295058    -0.142298    -0.844182
50934.25    -0.403043    -0.119381    -0.972395
50934.50    -0.001821    -0.340182    -0.625111
50934.75     0.114130     0.073615    -1.364302
50935.00     0.238646    -0.030779    -0.164593
50935.25     0.087237     0.047620    -0.326578
50935.50     0.356016    -0.168845     0.147475
50935.75     0.422528     0.197958    -0.532128
50936.00     0.525552     0.112742     0.783691
50936.25     0.461128     0.135477     0.133437
50936.50     0.785462    -0.169807     0.409677
50936.75     0.899485     0.113307    -0.593926
50937.00     0.780719    -0.014808     0.515050
50937.25     0.453527    -0.017771     0.146745
50937.50     0.666003    -0.340073     0.514161
50937.75     0.606536    -0.010904    -0.325826
50938.00     0.602135    -0.128245     0.936742
50938.25     0.508957    -0.086812     0.928314
50938.50     0.824461    -0.364912     1.456386
50938.75     0.770483    -0.021516     0.500984
50939.00     0.673444    -0.077699     1.285348
50939.25     0.420279    -0.015166     0.621393
50939.50     0.633505    -0.266704     0.835428
50939.75     0.382341     0.116287    -0.637270
50940.00     0.241103    -0.002566     0.270179
50940.25    -0.170780     0.097880    -0.642422
50940.50     0.042608    -0.177388    -0.207645
50940.75    -0.108077     0.216350    -1.105945
50941.00    -0.218025     0.040852     0.285355
50941.25    -0.355171    -0.017756     0.099811
50941.50     0.014191    -0.460461     0.917941
50941.75    -0.079650    -0.167502    -0.134950
50942.00    -0.144692    -0.354619     0.906199
50942.25    -0.344679    -0.413281     0.525688
50942.50    -0.093360    -0.806105     0.897894
50942.75     0.011675    -0.543534     0.027647
50943.00    -0.003518    -0.695306     1.076304
50943.25    -0.149620    -0.625401     0.534009
50943.50     0.261051    -0.885148     0.678779
50943.75     0.381669    -0.481466    -0.295769
50944.00     0.450462    -0.569624     0.556019
50944.25     0.265766    -0.503566     0.546505
50944.50     0.504385    -0.728525     1.246447
50944.75     0.335697    -0.365978     0.972225
50945.00     0.264793    -0.492378     2.350295
50945.25    -0.008282    -0.558854     2.878432
50945.50     0.266038    -0.804579     3.774941
50945.75     0.254138    -0.416102     3.325810
50946.00     0.338584    -0.487315     4.229215
50946.25     0.118334    -0.449188     3.666036
50946.50     0.274487    -0.681090     3.892901
50946.75     0.268388    -0.250877     2.182137
50947.00     0.345650    -0.244049     2.332952
50947.25     0.182510    -0.177267     1.253585
50947.50     0.511508    -0.435811     1.383672
50947.75     0.617722    -0.154564     0.267186
50948.00     0.667647    -0.219794     0.654471
50948.25     0.474505    -0.159304    -0.300037
50948.50     0.792019    -0.382072    -0.190910
50948.75     0.763486    -0.078804    -1.300639
50949.00     0.438830    -0.135151    -0.307843
50949.25    -0.011871    -0.186358    -0.344237
50949.50    -0.049434    -0.433266     0.244885
50949.75    -0.317259    -0.061934    -0.609835
50950.00    -0.544474    -0.187806     0.261373
50950.25    -0.850643    -0.194403    -0.301911
50950.50    -0.664104    -0.485297    -0.045477
50950.75    -0.615672    -0.088226    -1.230904
50951.00    -0.594589    -0.192818     0.010614
50951.25    -0.751593    -0.146534    -0.207583
50951.50    -0.271468    -0.437596     0.194791
50951.75    -0.341471    -0.137589    -0.763599
50952.00    -0.549010    -0.279556     0.189670
50952.25    -0.646039    -0.298760    -0.276426
50952.50    -0.138635    -0.592734     0.040822
50952.75    -0.070153    -0.259225    -0.980435
50953.00    -0.109079    -0.346212     0.159931
50953.25    -0.190344    -0.304767    -0.094399
50953.50     0.294609    -0.510884     0.147680
50953.75     0.219980    -0.088882    -0.912902
50954.00     0.242946    -0.169717    -0.064720
50954.25     0.091669    -0.145740    -0.488228
50954.50     0.431903    -0.388450    -0.116662
50954.75     0.436529     0.001500    -0.895981
50955.00     0.456890    -0.137482     0.408689
50955.25     0.130612    -0.132457     0.292845
50955.50     0.399777    -0.426591     0.897748
50955.75     0.255663    -0.053552    -0.110153
50956.00     0.318096    -0.144989     0.974374
50956.25     0.196331    -0.102333     0.329529
50956.50     0.591542    -0.420325     0.457357
50956.75     0.546275    -0.104193    -0.808940
50957.00     0.522636    -0.223294     0.194097
50957.25     0.440380    -0.234223    -0.501545
50957.50     0.719634    -0.501580    -0.488631
50957.75     0.724560    -0.208882    -1.391248
50958.00     0.531167    -0.329806    -0.205163
50958.25     0.129004    -0.242472    -0.487129
50958.50     0.260583    -0.400732    -0.050749
50958.75     0.244699     0.013948    -0.905188
50959.00     0.150495    -0.149258     0.417258
50959.25    -0.165577    -0.129009     0.607370
50959.50    -0.014560    -0.407879     1.345599
50959.75    -0.108323     0.033010     0.404533
50960.00    -0.203476     0.006019     0.958171
50960.25    -0.344087     0.050357     0.155653
50960.50    -0.052650    -0.222035     0.303819
50960.75    -0.045257     0.115711    -1.156272
50961.00    -0.004330    -0.043772    -0.146458
50961.25    -0.148333    -0.131457    -0.554961
50961.50     0.219904    -0.395417    -0.174508
50961.75     0.408308    -0.163261    -1.007342
50962.00     0.494653    -0.409150     0.019750
50962.25     0.426474    -0.498573    -0.426871
50962.50     0.799331    -0.767626    -0.050863
50962.75     0.900112    -0.534825    -0.931210
50963.00     0.910077    -0.717458     0.133173
50963.25     0.819728    -0.813034     0.013346
50963.50     1.119510    -1.059639     0.413230
50963.75     0.887314    -0.626734    -0.823867
50964.00     0.702860    -0.623541    -0.022229
50964.25     0.434854    -0.572905    -0.669904
50964.50     0.619805    -0.726225    -0.676749
50964.75     0.356304    -0.348297    -1.793449
50965.00     0.103837    -0.444897    -0.523956
50965.25    -0.209110    -0.544630    -0.485610
50965.50    -0.074933    -0.872827     0.003594
50965.75    -0.111409    -0.699146    -0.666366
50966.00    -0.196784    -0.914568     0.631882
50966.25    -0.265328    -1.003239     0.260277
50966.50     0.052037    -1.196856     0.624541
50966.75    -0.010205    -0.757209    -0.172555
50967.00    -0.204622    -0.844308     0.977300
50967.25    -0.363826    -0.803745     0.443067
50967.50    -0.183548    -1.046222     1.045611
50967.75    -0.525980    -0.618067     0.035751
50968.00    -0.778747    -0.625116     0.991965
50968.25    -1.006786    -0.510216     0.515647
50968.50    -0.646208    -0.677960     0.673717
50968.75    -0.576845    -0.218286    -0.646031
50969.00    -0.531041    -0.217254     0.038194
50969.25    -0.648344    -0.109237    -0.593559
50969.50    -0.333840    -0.291355    -0.343262
50969.75    -0.428289     0.178045    -1.809670
50970.00    -0.492914    -0.005263    -0.808997
50970.25    -0.594808    -0.050548    -1.023568
50970.50    -0.236824    -0.385636    -0.315430
50970.75    -0.270500    -0.098691    -1.074275
50971.00    -0.333004    -0.342826     0.357819
50971.25    -0.273357    -0.513843     0.322835
