Dataset:              Benthic Species Abundance Data
File Name:            va90_3_2.txt
Date Created:         03/10/96
# Variables:          7
# Header Records:     17
# Data Records:       3515
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
VA90-079 900813 NEPHTYS INCISA                        3     20     6.67   1.53
VA90-079 900813 NUCULA ANNULATA                       3     72    24.00   8.89
VA90-079 900813 OLIGOCHAETA                           3     46    15.33   8.62
VA90-079 900813 OWENIA FUSIFORMIS                     3      5     1.67   2.08
VA90-079 900813 PARAMETOPELLA CYPRIS                  3     21     7.00   6.24
VA90-079 900813 PHERUSA AFFINIS                       3     16     5.33   3.79
VA90-079 900813 PHOLOE MINUTA                         3      2     0.67   1.15
VA90-079 900813 PHORONIS SPP.                         3      3     1.00   1.00
VA90-079 900813 PHYLLODOCE ARENAE                     3      1     0.33   0.58
VA90-079 900813 PINNIXA CHAETOPTERANA                 3      4     1.33   2.31
VA90-079 900813 PINNIXA SPP.                          3     32    10.67   5.51
VA90-079 900813 PITAR MORRHUANUS                      3     18     6.00   3.61
VA90-079 900813 POLYDORA SOCIALIS                     3      1     0.33   0.58
VA90-079 900813 PRIONOSPIO STEENSTRUPI                3      3     1.00   1.00
VA90-079 900813 PROCERAEA CORNUTA                     3      5     1.67   2.89
VA90-079 900813 PYRAMIDELLIDAE                        3      1     0.33   0.58
VA90-079 900813 SIGAMBRA TENTACULATA                  3      8     2.67   1.15
VA90-079 900813 SIPUNCULA                             3      1     0.33   0.58
VA90-079 900813 STREBLOSPIO BENEDICTI                 3      2     0.67   0.58
VA90-079 900813 SYLLIDAE                              3      1     0.33   0.58
VA90-079 900813 THARYX SP. A MORRIS                   3      8     2.67   1.53
VA90-079 900813 UNCIOLA IRRORATA                      3      1     0.33   0.58
VA90-079 900813 YOLDIA LIMATULA                       3      8     2.67   2.89
VA90-086 900801 ACTEOCINA CANALICULATA                3      6     2.00   2.65
VA90-086 900801 ACTEON PUNCTOSTRIATUS                 3      1     0.33   0.58
VA90-086 900801 BIVALVIA: OTHER - UNIDENTIFIED        3      1     0.33   0.58
VA90-086 900801 CIRRATULIDAE                          3      1     0.33   0.58
VA90-086 900801 EDOTEA TRILOBA                        3      2     0.67   1.15
VA90-086 900801 FILOGRANINAE SP. A MORRIS             3      1     0.33   0.58
VA90-086 900801 GLYCINDE SOLITARIA                    3     12     4.00   2.65
VA90-086 900801 HETEROMASTUS FILIFORMIS               3      1     0.33   0.58
VA90-086 900801 LEITOSCOLOPLOS ROBUSTUS               3      4     1.33   1.53
VA90-086 900801 LEITOSCOLOPLOS SPP.                   3      2     0.67   0.58
VA90-086 900801 MARENZELLERIA VIRIDIS                 3      1     0.33   0.58
VA90-086 900801 MEDIOMASTUS AMBISETA                  3     22     7.33   2.52
VA90-086 900801 MONTICELLINA BAPTISTEAE-DORSOBRANCHIA 3      1     0.33   0.58
VA90-086 900801 NASSARIUS                             3      1     0.33   0.58
VA90-086 900801 OLIGOCHAETA                           3     24     8.00   5.20
VA90-086 900801 PARACAPRELLA TENUIS                   3      2     0.67   1.15
VA90-086 900801 PARAHESIONE LUTEOLA                   3      3     1.00   1.73
VA90-086 900801 PARAPRIONOSPIO PINNATA                3     27     9.00   4.00
VA90-086 900801 POLYDORA CORNUTA                      3     12     4.00   6.93
VA90-086 900801 SABELLARIA VULGARIS                   3      3     1.00   1.73
VA90-086 900801 SPIOCHAETOPTERUS COSTARUM             3      1     0.33   0.58
VA90-086 900801 STREBLOSPIO BENEDICTI                 3      8     2.67   1.15
VA90-086 900801 TELLINIDAE                            3      2     0.67   0.58
VA90-086 900801 THARYX SP. A MORRIS                   3      6     2.00   1.00
VA90-088 900826 AULODRILUS LIMNOBIUS                  3      2     0.67   1.15
VA90-088 900826 BRANCHIURA SOWERBYI                   3      2     0.67   1.15
VA90-088 900826 COELOTANYPUS SPP.                     3     20     6.67   2.08
VA90-088 900826 DERO                                  3    103    34.33  22.37
VA90-088 900826 DERO DIGITATA                         3     21     7.00   2.65
VA90-088 900826 ILYODRILUS TEMPLETONI                 3     68    22.67   2.31
VA90-088 900826 LIMNODRILUS CERVIX                    3     44    14.67  13.43
VA90-088 900826 LIMNODRILUS HOFFMEISTERI              3    371   123.67  22.30
VA90-088 900826 LIMNODRILUS UDEKEMIANUS               3      4     1.33   2.31
VA90-088 900826 MUSCULIUM                             3    186    62.00  26.96
VA90-088 900826 MUSCULIUM TRANSVERSUM                 3     10     3.33   1.15
VA90-088 900826 PISIDIUM                              3      6     2.00   1.00
VA90-088 900826 PROCLADIUS SPP.                       3     21     7.00   1.73
VA90-088 900826 PROCLADIUS SUBLETTEI                  3     76    25.33   6.66
VA90-088 900826 QUISTADRILUS MULTISETOSUS             3     10     3.33   5.77
VA90-088 900826 TANYPUS SPP.                          3      8     2.67   0.58
VA90-088 900826 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    966   322.00 117.32
VA90-088 900826 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3     31    10.33   6.66
VA90-090 900726 CHIRONOMUS SPP.                       3      2     0.67   0.58
VA90-090 900726 LEPTOCHEIRUS PLUMULOSUS               3      2     0.67   0.58
VA90-090 900726 LIMNODRILUS HOFFMEISTERI              3     28     9.33   6.43
VA90-090 900726 MARENZELLERIA VIRIDIS                 3      5     1.67   1.15
VA90-090 900726 RANGIA CUNEATA                        3      1     0.33   0.58
VA90-090 900726 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    369   123.00   3.61
VA90-099 900726 BALANUS SPP.                          3      1     0.33   0.58
VA90-099 900726 CAPITELLA                             3     17     5.67   2.52
VA90-099 900726 EDOTEA TRILOBA                        3      1     0.33   0.58
VA90-099 900726 THARYX SP. A MORRIS                   3      1     0.33   0.58
VA90-100 900809 ACTEON PUNCTOSTRIATUS                 3    208    69.33  43.88
VA90-100 900809 AMPELISCA ABDITA                      3    329   109.67  33.25
VA90-100 900809 AMPELISCA SPP.                        3   1068   356.00 171.85
VA90-100 900809 AMPELISCA VADORUM                     3      2     0.67   1.15
VA90-100 900809 AMPELISCA VERRILLI                    3      4     1.33   0.58
VA90-100 900809 AORIDAE                               3      1     0.33   0.58
VA90-100 900809 ASCIDIACEA                            3      1     0.33   0.58
VA90-100 900809 BOONEA BISUTURALIS                    3      5     1.67   1.53
VA90-100 900809 BOONEA IMPRESSA                       3      2     0.67   1.15
VA90-100 900809 BRANIA CLAVATA-SWEDMARKI COMPLEX      3      1     0.33   0.58
VA90-100 900809 CAPITELLIDAE                          3      2     0.67   1.15
VA90-100 900809 CIRRATULIDAE                          3      6     2.00   2.00
VA90-100 900809 COROPHIUM TUBERCULATUM                3      4     1.33   2.31
VA90-100 900809 CREPIDULA SPP.                        3      5     1.67   1.53
VA90-100 900809 CYATHURA POLITA                       3      1     0.33   0.58
VA90-100 900809 EDOTEA TRILOBA                        3      2     0.67   1.15
VA90-100 900809 GASTROPODA: OTHER                     3      1     0.33   0.58
VA90-100 900809 GEMMA GEMMA                           3    160    53.33  10.50
VA90-100 900809 GLYCERA AMERICANA                     3      1     0.33   0.58
VA90-100 900809 HAMINOEA SOLITARIA                    3      1     0.33   0.58
VA90-100 900809 HETEROMASTUS FILIFORMIS               3    491   163.67  23.63
VA90-100 900809 HYDROBIA TRUNCATA                     3    222    74.00  42.46
VA90-100 900809 HYPERETEONE HETEROPODA                3     25     8.33   4.62
VA90-100 900809 ILYANASSA OBSOLETA                    3      2     0.67   0.58
VA90-100 900809 LEITOSCOLOPLOS ROBUSTUS               3     21     7.00   5.00
VA90-100 900809 LEITOSCOLOPLOS SPP.                   3     39    13.00   2.65
VA90-100 900809 MACOMA BALTHICA                       3      4     1.33   1.15
VA90-100 900809 MEDIOMASTUS AMBISETA                  3     10     3.33   3.21
VA90-100 900809 MOLGULA MANHATTENSIS                  3     10     3.33   4.93
VA90-100 900809 MUCROGAMMARUS MUCRONATUS              3      1     0.33   0.58
VA90-100 900809 MULINIA LATERALIS                     3     28     9.33   5.51
VA90-100 900809 NEMERTINEA                            3      1     0.33   0.58
VA90-100 900809 NUCULA ANNULATA                       3      1     0.33   0.58
VA90-100 900809 OLIGOCHAETA                           3     44    14.67  17.95
VA90-100 900809 PECTINARIA GOULDII                    3      1     0.33   0.58
VA90-100 900809 POLYCIRRUS SPP.                       3      1     0.33   0.58
VA90-100 900809 POLYDORA CORNUTA                      3    283    94.33  22.50
VA90-100 900809 POLYGORDIUS SPP.                      3      1     0.33   0.58
VA90-100 900809 SCOLETOMA TENUIS                      3     26     8.67   3.06
VA90-100 900809 SPIO                                  3      2     0.67   0.58
VA90-100 900809 SPIO SETOSA                           3      7     2.33   2.31
VA90-100 900809 STREBLOSPIO BENEDICTI                 3      2     0.67   1.15
VA90-100 900809 THARYX SP. A MORRIS                   3     26     8.67   3.51
VA90-100 900809 XANTHIDAE                             3      4     1.33   1.15
VA90-101 900811 CHAOBORUS PUNCTIPENNIS                3      3     1.00   1.00
VA90-101 900811 CHIRONOMIDAE                          3      1     0.33   0.58
VA90-101 900811 CYATHURA POLITA                       3      1     0.33   0.58
VA90-101 900811 EDOTEA TRILOBA                        3      2     0.67   1.15
VA90-101 900811 GASTROPODA: OTHER                     3      4     1.33   2.31
VA90-101 900811 LEPTOCHEIRUS PLUMULOSUS               3      3     1.00   0.00
VA90-101 900811 LIMNODRILUS HOFFMEISTERI              3     66    22.00   7.81
VA90-101 900811 LIMNODRILUS UDEKEMIANUS               3      3     1.00   1.00
VA90-101 900811 MARENZELLERIA VIRIDIS                 3      2     0.67   0.58
VA90-101 900811 MONOCULODES SP. 1 WATLING             3      5     1.67   1.53
VA90-101 900811 PROCLADIUS SUBLETTEI                  3      4     1.33   2.31
VA90-101 900811 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    232    77.33  46.49
VA90-102 900801 BALANUS SPP.                          3      1     0.33   0.58
VA90-102 900801 CYATHURA POLITA                       3     25     8.33   1.15
VA90-102 900801 EDOTEA TRILOBA                        3      2     0.67   1.15
VA90-102 900801 GAMMARIDAE                            3      1     0.33   0.58
VA90-102 900801 LEUCON AMERICANUS                     3      1     0.33   0.58
VA90-102 900801 MACOMA BALTHICA                       3     19     6.33   3.51
VA90-102 900801 MARENZELLERIA VIRIDIS                 3    234    78.00  29.82
VA90-102 900801 MEDIOMASTUS AMBISETA                  3      1     0.33   0.58
VA90-102 900801 MELITA NITIDA                         3      1     0.33   0.58
VA90-102 900801 NEMERTINEA                            3      5     1.67   2.08
VA90-102 900801 NEREIDIDAE                            3      1     0.33   0.58
VA90-102 900801 NUCULA ANNULATA                       3      1     0.33   0.58
VA90-102 900801 OLIGOCHAETA                           3    433   144.33 122.64
VA90-102 900801 POLYDORA CORNUTA                      3      2     0.67   1.15
VA90-102 900801 RHITHROPANOPEUS HARRISII              3      1     0.33   0.58
VA90-102 900801 STREBLOSPIO BENEDICTI                 3     72    24.00   6.24
VA90-104 900808 ACTEOCINA CANALICULATA                3     26     8.67   4.16
VA90-104 900808 AMPELISCA ABDITA                      3    198    66.00  19.00
VA90-104 900808 AMPELISCA SPP.                        3   9882  3294.00 198.77
VA90-104 900808 ASYCHIS ELONGATA                      3     15     5.00   3.61
VA90-104 900808 BATEA CATHARINENSIS                   3      2     0.67   0.58
VA90-104 900808 CIRROPHORUS SP. A MORRIS              3      1     0.33   0.58
VA90-104 900808 CLYMENELLA TORQUATA                   3      1     0.33   0.58
VA90-104 900808 COROPHIUM SPP.                        3      2     0.67   1.15
VA90-104 900808 COSSURA SOYERI                        3      7     2.33   1.15
VA90-104 900808 EUMIDA SANGUINEA                      3      4     1.33   0.58
VA90-104 900808 GASTROPODA: OTHER                     3      1     0.33   0.58
VA90-104 900808 GLYCERA AMERICANA                     3     11     3.67   0.58
VA90-104 900808 GLYCINDE SOLITARIA                    3     67    22.33   1.53
VA90-104 900808 GONIADIDAE                            3     13     4.33   3.79
VA90-104 900808 HETEROMYSIS FORMOSA                   3      1     0.33   0.58
VA90-104 900808 LEUCON AMERICANUS                     3      6     2.00   1.00
VA90-104 900808 LOIMIA MEDUSA                         3      1     0.33   0.58
VA90-104 900808 LYONSIA HYALINA                       3      3     1.00   1.73
VA90-104 900808 MACOMA TENTA                          3     12     4.00   2.65
VA90-104 900808 MALDANIDAE                            3      2     0.67   0.58
VA90-104 900808 MEDIOMASTUS AMBISETA                  3    445   148.33  11.02
VA90-104 900808 MICROPHIOPHOLIS ATRA                  3     36    12.00   3.46
VA90-104 900808 MULINIA LATERALIS                     3      5     1.67   2.08
VA90-104 900808 NASSARIUS TRIVITTATUS                 3     14     4.67   3.06
VA90-104 900808 NEANTHES SUCCINEA                     3      1     0.33   0.58
VA90-104 900808 NEMERTINEA                            3     24     8.00   2.65
VA90-104 900808 NOTOMASTUS SP. A EWING                3     18     6.00   1.73
VA90-104 900808 NUCULA ANNULATA                       3      8     2.67   1.15
VA90-104 900808 OXYUROSTYLIS SMITHI                   3      1     0.33   0.58
VA90-104 900808 PARAPRIONOSPIO PINNATA                3      8     2.67   0.58
VA90-104 900808 PHYLLODOCE ARENAE                     3      1     0.33   0.58
VA90-104 900808 PODARKE OBSCURA                       3      3     1.00   0.00
VA90-104 900808 POLYNOIDAE                            3      3     1.00   0.00
VA90-104 900808 PYRAMIDELLIDAE                        3      1     0.33   0.58
VA90-104 900808 SIPUNCULA                             3      2     0.67   0.58
VA90-104 900808 TEREBELLIDAE                          3      1     0.33   0.58
