Dataset:              Benthic Species Abundance Data
File Name:            G3_2LA91.TXT
Date Created:         07/29/99
# Variables:          7
# Header Records:     17
# Data Records:       2267
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
LA91SR44 910713 TUBIFICOIDES HETEROCHAETUS            3      1     0.33   0.58
LA91SR44 910713 UNID. CHAETOPTERIDAE                  3      1     0.33   0.58
LA91SR44 910713 UNID. NEMERTEA                        3      9     3.00   2.65
LA91SR45 910805 ABRA AEQUALIS                         3      1     0.33   0.58
LA91SR45 910805 ACTEOCINA CANALICULATA                3     56    18.67   5.03
LA91SR45 910805 ANACHIS OBESA                         3      4     1.33   2.31
LA91SR45 910805 ANADARA TRANSVERSA                    3      1     0.33   0.58
LA91SR45 910805 BALANUS IMPROVISUS                    3      2     0.67   1.15
LA91SR45 910805 BOWMANIELLA FLORIDANA                 3      1     0.33   0.58
LA91SR45 910805 BRACHIDONTES EXUSTUS                  3      4     1.33   2.31
LA91SR45 910805 CAECUM JOHNSONI                       3     10     3.33   5.77
LA91SR45 910805 CARAZZIELLA HOBSONAE                  3      2     0.67   0.58
LA91SR45 910805 CERATONEREIS IRRITABILIS              3      9     3.00   1.00
LA91SR45 910805 CHIONE CANCELLATA                     3      4     1.33   1.53
LA91SR45 910805 CREPIDULA PLANA                       3      1     0.33   0.58
LA91SR45 910805 DENTALIUM TEXASIANUM                  3      1     0.33   0.58
LA91SR45 910805 DIOPATRA CUPREA                       3      2     0.67   0.58
LA91SR45 910805 GLYCERA AMERICANA                     3      5     1.67   0.58
LA91SR45 910805 GLYCINDE SOLITARIA                    3      1     0.33   0.58
LA91SR45 910805 GRANDIDIERELLA BONNIEROIDES           3      1     0.33   0.58
LA91SR45 910805 HETEROMASTUS FILIFORMIS               3      3     1.00   1.73
LA91SR45 910805 HYDROIDES SP.                         3      6     2.00   3.46
LA91SR45 910805 LAEVICARDIUM MORTONI                  3      2     0.67   1.15
LA91SR45 910805 LEITOSCOLOPLOS FRAGILIS               3      1     0.33   0.58
LA91SR45 910805 LEITOSCOLOPLOS ROBUSTUS               3     13     4.33   4.93
LA91SR45 910805 LEITOSCOLOPLOS SP.                    3      9     3.00   1.73
LA91SR45 910805 LEPTOCHELA SERRATORBITA               3      1     0.33   0.58
LA91SR45 910805 LISTRIELLA BARNARDI                   3      7     2.33   0.58
LA91SR45 910805 LUCINA RADIANS                        3      1     0.33   0.58
LA91SR45 910805 LUMBRINERIS SP.A                      3      1     0.33   0.58
LA91SR45 910805 LYONSIA HYALINA                       3      6     2.00   2.00
LA91SR45 910805 MEDIOMASTUS SP.                       3     54    18.00   3.61
LA91SR45 910805 MEGALOMMA BIOCULATUM                  3      1     0.33   0.58
LA91SR45 910805 MULINIA LATERALIS                     3      1     0.33   0.58
LA91SR45 910805 MYSELLA PLANULATA                     3     18     6.00   7.00
LA91SR45 910805 MYSELLA SP.A                          3     10     3.33   5.77
LA91SR45 910805 NASSARIUS ACUTUS                      3      6     2.00   2.65
LA91SR45 910805 NASSARIUS VIBEX                       3      2     0.67   1.15
LA91SR45 910805 NEANTHES SUCCINEA                     3      1     0.33   0.58
LA91SR45 910805 NUCULANA ACUTA                        3     14     4.67   8.08
LA91SR45 910805 NUCULANA CONCENTRICA                  3      5     1.67   1.53
LA91SR45 910805 ODOSTOMIA GIBBOSA                     3      2     0.67   1.15
LA91SR45 910805 ODOSTOMIA IMPRESSA                    3      1     0.33   0.58
LA91SR45 910805 ODOSTOMIA WEBERI                      3      7     2.33   2.52
LA91SR45 910805 PAGURUS SP.                           3      2     0.67   1.15
LA91SR45 910805 PENAEUS SP.                           3      2     0.67   1.15
LA91SR45 910805 PETRICOLA PHOLADIFORMIS               3      1     0.33   0.58
LA91SR45 910805 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
LA91SR45 910805 SCOLOPLOS RUBRA                       3     19     6.33   1.53
LA91SR45 910805 SPHENIA FRAGILIS                      3      3     1.00   1.73
LA91SR45 910805 SPIOCHAETOPTERUS COSTARUM             3      4     1.33   1.53
LA91SR45 910805 SPIOPHANES BOMBYX                     3      4     1.33   1.15
LA91SR45 910805 TAGELUS DIVISUS                       3      3     1.00   1.00
LA91SR45 910805 TELLIDORA CRISTATA                    3      1     0.33   0.58
LA91SR45 910805 THARYX MARIONI                        3     92    30.67  40.38
LA91SR45 910805 TURBONILLA SP.                        3      1     0.33   0.58
LA91SR45 910805 TURBONILLA SP.A                       3      5     1.67   2.89
LA91SR45 910805 TURBONILLA SP.B                       3     26     8.67  13.32
LA91SR45 910805 UNID. ANTHOZOA                        3      1     0.33   0.58
LA91SR45 910805 UNID. HOLOTHUROIDEA                   3      1     0.33   0.58
LA91SR45 910805 UNID. MALDANIDAE                      3      1     0.33   0.58
LA91SR45 910805 UNID. NEMERTEA                        3      3     1.00   1.00
LA91SR45 910805 UNID. NEREIDAE                        3      1     0.33   0.58
LA91SR45 910805 UNID. OPHIUROIDEA                     3      1     0.33   0.58
LA91SR45 910805 UNID. TELLINIDAE                      3      1     0.33   0.58
LA91SR45 910805 UNID. TUBIFICIDAE                     3      3     1.00   1.00
LA91SR47 910822 CHAOBORUS SP.                         3      3     1.00   1.00
LA91SR47 910822 COELOTANYPUS SP.                      3      3     1.00   1.00
LA91SR47 910822 CRYPTOCHIRONOMUS SP.                  3      3     1.00   1.73
LA91SR47 910822 POLYPEDILUM SP.                       3      2     0.67   0.58
LA91SR47 910822 UNID. CHAOBORIDAE                     3      3     1.00   1.00
LA91SR47 910822 UNID. TRICHOPTERA                     3      1     0.33   0.58
LA91SR47 910822 UNID. TUBIFICIDAE                     3      3     1.00   1.73
