-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
RIOP        49718.000    1995     1     1     0
RIOP        52274.750    2001    12    31    18
RIOP      1255144.990 -6253609.537  -182569.867
51030.50    -0.005006     0.635156    -0.613502
51030.75    -0.105413     0.324969    -0.021903
51031.00     0.125110     0.312717     0.170196
51031.25    -0.034539     0.368237    -0.797177
51031.50     0.156563     0.536777    -0.750214
51031.75     0.129622     0.174519    -0.101260
51032.00     0.207497     0.039161     0.455307
51032.25     0.229088     0.144622    -0.803944
51032.50     0.516425     0.304440    -0.886153
51032.75     0.482111     0.046842    -0.774979
51033.00     0.359513    -0.023118    -0.340895
51033.25     0.262518     0.211346    -1.006398
51033.50     0.374893     0.423292    -1.064072
51033.75     0.199533     0.261496    -0.839026
51034.00     0.176494     0.195550    -0.211079
51034.25    -0.028506     0.363022    -1.214794
51034.50    -0.071421     0.443759    -0.649977
51034.75    -0.125608     0.231451    -0.207965
51035.00    -0.130274     0.089605     0.195519
51035.25    -0.447587     0.261349    -0.875494
51035.50    -0.316073     0.334902    -0.739353
51035.75    -0.328153     0.120038     0.003176
51036.00    -0.378284     0.012364     0.468538
51036.25    -0.514157     0.187497    -0.595559
51036.50    -0.515584     0.401757    -0.721709
51036.75    -0.716591     0.225712    -0.220808
51037.00    -0.650525     0.198883     0.427630
51037.25    -0.786442     0.421260    -0.838066
51037.50    -0.580986     0.638546    -0.717446
51037.75    -0.584928     0.458926    -0.139706
51038.00    -0.287082     0.370707     0.528287
51038.25    -0.362426     0.457692    -0.082947
51038.50    -0.201033     0.645863    -0.298718
51038.75    -0.198998     0.379705    -0.287044
51039.00    -0.036122     0.249214     0.263787
51039.25    -0.113467     0.240016    -0.805258
51039.50     0.085714     0.307870    -0.591335
51039.75     0.207555     0.012702     0.100410
51040.00     0.285543    -0.135825     0.219233
51040.25     0.200281    -0.048881    -0.495829
51040.50     0.515558     0.197732    -0.475636
51040.75     0.404682    -0.058974    -0.192976
51041.00     0.392296    -0.002961     0.009711
51041.25     0.336488     0.122883    -0.779681
51041.50     0.478424     0.404691    -1.363104
51041.75     0.480814     0.183620    -0.557200
51042.00     0.760945     0.167385    -0.412767
51042.25     0.603190     0.256743    -1.034497
51042.50     0.782784     0.493722    -1.273405
51042.75     0.627885     0.176892    -0.954345
51043.00     0.810576     0.062483     0.024050
51043.25     0.591174     0.060499    -0.881497
51043.50     0.746051     0.189767    -0.633680
51043.75     0.790984    -0.091584     0.044578
51044.00     0.634247    -0.205216     0.660040
51044.25     0.436953    -0.127516    -0.023299
51044.50     0.635652     0.078766     0.313634
51044.75     0.424407    -0.145735     0.704127
51045.00     0.521098    -0.112460     1.293665
51045.25     0.504646     0.069728     0.559524
51045.50     0.736857     0.351754     0.503537
51045.75     0.694896     0.130474     0.870329
51046.00     0.973798     0.054170     1.376029
51046.25     0.805760     0.275914     0.303252
51046.50     0.976270     0.511964     0.005550
51046.75     0.981972     0.288220     0.191240
51047.00     1.117167     0.151572     1.021393
51047.25     0.939146     0.238303     0.000486
51047.50     1.260931     0.449013    -0.002364
51047.75     1.020341     0.150853     0.176325
51048.00     0.815670     0.007850     0.662924
51048.25     0.574427     0.016000    -0.232085
51048.50     0.641681     0.181241    -0.324837
51048.75     0.428206    -0.107129    -0.054073
51049.00     0.454222    -0.247733     0.479881
51049.25     0.391936    -0.150599    -0.194974
51049.50     0.509121     0.055785    -0.191352
51049.75     0.491668    -0.164778    -0.158532
51050.00     0.453630    -0.267719     0.681215
51050.25     0.429987    -0.119318    -0.263080
51050.50     0.411223     0.097257    -0.107672
51050.75     0.338365    -0.134117     0.326392
51051.00     0.492243    -0.184401     0.469956
51051.25     0.344569    -0.020686    -0.571715
51051.50     0.448002     0.211994    -0.478790
51051.75     0.429495     0.013858    -0.236061
51052.00     0.418815    -0.059016     0.097554
51052.25     0.240866     0.151972    -1.355388
51052.50     0.293967     0.309159    -0.859099
51052.75     0.130951     0.035497    -0.331033
51053.00    -0.104539    -0.010767     0.353152
51053.25    -0.397422     0.088539    -0.928966
51053.50    -0.539423     0.326432    -0.664169
51053.75    -0.771400     0.168533    -0.340645
51054.00    -0.649311     0.144003     0.227144
51054.25    -0.662360     0.195150    -0.570950
51054.50    -0.487288     0.521683    -0.702941
51054.75    -0.627180     0.360099    -0.448961
51055.00    -0.709137     0.293661    -0.144544
51055.25    -0.996026     0.419474    -1.295327
51055.50    -1.038328     0.620356    -1.482687
51055.75    -1.169498     0.382847    -0.921896
51056.00    -1.278558     0.308442    -0.387184
51056.25    -1.573585     0.420357    -1.526260
51056.50    -1.397719     0.594205    -1.553029
51056.75    -1.445157     0.298283    -1.033333
51057.00    -1.311935     0.171094    -0.592753
51057.25    -1.275464     0.185258    -1.502029
51057.50    -1.051302     0.386120    -1.568349
51057.75    -1.029915     0.085082    -1.056944
51058.00    -0.790919    -0.016294    -0.653390
51058.25    -0.680951    -0.038605    -1.047334
51058.50    -0.348122     0.173421    -1.217761
51058.75    -0.244637    -0.121419    -0.834287
51059.00    -0.008950    -0.193495     0.035996
51059.25    -0.076126    -0.001430    -1.364804
51059.50     0.155125     0.246321    -1.241151
51059.75     0.130404     0.048866    -0.935197
51060.00     0.217033    -0.030774    -0.124672
51060.25     0.100419     0.118270    -1.520395
51060.50     0.205689     0.300035    -0.759424
51060.75     0.132885     0.007639    -0.217988
51061.00     0.203700     0.028320     0.077046
51061.25    -0.010981     0.092157    -0.662542
51061.50     0.013479     0.291348    -0.548502
51061.75    -0.136120     0.024507    -0.099975
51062.00    -0.085029     0.057626    -0.086965
51062.25    -0.231691     0.075422    -0.938173
51062.50     0.123962     0.333704    -1.098338
51062.75     0.469322    -0.061679    -0.193142
51063.00     0.839193    -0.084456    -0.005011
51063.25     0.967406    -0.053068    -0.679887
51063.50     1.251870     0.112015    -0.493764
51063.75     1.340126    -0.238095    -0.105691
51064.00     1.488514    -0.280710     0.100351
51064.25     1.307957    -0.265891    -0.349390
51064.50     1.259802    -0.037088    -0.243269
51064.75     1.240326    -0.297646    -0.286880
51065.00     1.209122    -0.244967    -0.242363
51065.25     1.000118    -0.143632    -0.926038
51065.50     1.023310     0.128826    -0.900797
51065.75     1.083443    -0.111295    -0.639995
51066.00     1.125928    -0.068540    -0.315125
51066.25     1.035283     0.059223    -1.230924
51066.50     1.243913     0.256172    -1.363433
51066.75     1.420855    -0.065339    -0.531181
51067.00     1.486411    -0.045289    -0.535860
51067.25     1.598065     0.039891    -1.204020
51067.50     1.969208     0.191499    -0.960819
51067.75     1.989212    -0.102373    -0.734570
51068.00     2.081703    -0.153496     0.061821
51068.25     2.044880    -0.079418    -0.971681
51068.50     2.133069     0.120713    -0.518125
51068.75     2.122668    -0.139486    -0.313888
51069.00     2.242109    -0.085837    -0.063568
51069.25     2.264678     0.042619    -0.700285
51069.50     2.523693     0.312986    -0.397768
51069.75     2.553478     0.018159     0.180613
51070.00     2.514781     0.081400     0.573974
51070.25     2.230629     0.195501    -0.517015
51070.50     2.260253     0.456888    -0.270822
51070.75     2.049725     0.212677     0.152284
51071.00     1.698371     0.190998     0.255977
51071.25     1.260511     0.318862    -0.548647
51071.50     1.270447     0.626220    -0.485067
51071.75     1.025819     0.353712    -0.307914
51072.00     1.066731     0.244176     0.155455
51072.25     0.909956     0.267348    -0.270135
51072.50     0.864908     0.531801    -0.738788
51072.75     0.617989     0.162241     0.085120
51073.00     0.586843     0.087765     0.754593
51073.25     0.124211     0.055357    -0.276190
51073.50     0.135032     0.250207    -0.367738
51073.75    -0.017505    -0.087883     0.059943
51074.00    -0.179225    -0.198277     0.608519
51074.25    -0.314569    -0.102997    -0.444386
51074.50    -0.097183     0.139078    -0.460373
51074.75    -0.044818    -0.189069    -0.138970
51075.00     0.056228    -0.160382    -0.028995
51075.25    -0.087719    -0.043442    -0.982659
51075.50    -0.098993     0.225301    -0.895740
51075.75    -0.090261    -0.090773    -0.464481
51076.00    -0.032777    -0.056478    -0.056972
51076.25    -0.420901     0.071445    -1.013669
51076.50    -0.333753     0.411100    -0.859192
51076.75    -0.332728     0.188088    -0.797509
51077.00    -0.398699     0.226426    -0.530416
51077.25    -0.501732     0.257107    -0.840028
51077.50    -0.341575     0.538975    -0.685075
51077.75    -0.325955     0.209588    -0.437064
51078.00    -0.495800     0.152039     0.082897
51078.25    -0.570893     0.227193    -0.593822
51078.50    -0.557946     0.421556    -0.624148
51078.75    -0.734544     0.141376    -0.184038
51079.00    -0.671781     0.032879     0.599730
51079.25    -0.867993     0.083136    -0.448011
51079.50    -0.716251     0.360669    -0.573068
51079.75    -0.725916    -0.016195     0.168213
51080.00    -0.556115    -0.031534     0.359310
51080.25    -0.880371    -0.046978    -0.332885
51080.50    -0.755536     0.191326    -0.567949
51080.75    -0.833925    -0.133923     0.049209
51081.00    -0.707726    -0.177815     0.190587
51081.25    -0.851443    -0.119168    -1.049854
51081.50    -0.445428     0.092993    -1.210406
51081.75    -0.416738    -0.201311    -0.493544
51082.00    -0.283257    -0.259653    -0.260587
51082.25    -0.299227    -0.146278    -1.316399
51082.50    -0.236981    -0.014532    -1.006453
51082.75    -0.305527    -0.295003    -0.711202
51083.00    -0.179932    -0.447042     0.425828
51083.25    -0.432834    -0.347386    -0.429728
51083.50    -0.550764    -0.094305    -0.648170
51083.75    -0.580660    -0.370220     0.232127
51084.00    -0.454975    -0.417627     0.592645
51084.25    -0.701465    -0.345704     0.205059
51084.50    -0.829500    -0.092340     0.175865
51084.75    -0.906801    -0.251036     0.524316
51085.00    -1.103007    -0.219950     0.464769
51085.25    -1.368746    -0.109852    -0.026423
51085.50    -1.228059     0.192313    -0.087472
51085.75    -1.350306    -0.061171     0.405751
51086.00    -1.331016    -0.063789     0.495283
51086.25    -1.273207     0.045464    -0.216175
51086.50    -1.065647     0.299778    -0.434665
51086.75    -1.033252     0.027017     0.476461
51087.00    -0.808034     0.053044     0.412264
51087.25    -0.909443     0.059079    -0.067352
51087.50    -0.879111     0.340853    -0.524811
51087.75    -0.832078    -0.011759     0.308338
51088.00    -0.716175     0.122912    -0.297614
51088.25    -1.097023     0.010892    -0.402262
51088.50    -0.921465     0.242122    -0.634679
51088.75    -0.987850    -0.084574     0.435703
51089.00    -0.976883    -0.056577     0.667668
51089.25    -1.090698    -0.033326    -0.083882
51089.50    -0.956932     0.259037    -0.532952
51089.75    -0.861833    -0.011939     0.251565
51090.00    -0.798753    -0.034227     0.446625
51090.25    -0.860115    -0.095179     0.006127
51090.50    -0.834833     0.200678     0.004224
51090.75    -0.799371    -0.103954     0.886035
51091.00    -0.834702    -0.115676     0.907288
51091.25    -0.893412    -0.112916     0.327839
51091.50    -0.943432     0.093784     0.445488
51091.75    -1.104086    -0.223264     0.984098
51092.00    -1.071119    -0.276321     1.592009
51092.25    -1.235517    -0.164207     0.466901
51092.50    -1.333685     0.088682     0.310344
51092.75    -1.561860    -0.168060     0.800280
51093.00    -1.452206    -0.277088     1.133081
51093.25    -1.539743    -0.175676     0.399920
51093.50    -1.513171     0.178260    -0.283075
51093.75    -1.625057    -0.172124     0.556425
51094.00    -1.590122    -0.155030     0.482289
51094.25    -1.815890    -0.050612    -0.329427
51094.50    -1.711828     0.221237    -0.285047
51094.75    -1.840977    -0.029856     0.347317
51095.00    -1.735510     0.041790     0.071861
51095.25    -1.809841     0.067190    -0.172549
51095.50    -1.482741     0.403198    -0.952997
51095.75    -1.388322     0.086733    -0.164251
51096.00    -1.331660    -0.045928     0.209085
51096.25    -1.274485     0.062270    -0.718407
51096.50    -1.234818     0.324264    -0.887714
51096.75    -1.492686    -0.004589    -0.091803
51097.00    -1.549979    -0.066799     0.334673
51097.25    -1.685501     0.007927    -0.142567
51097.50    -1.540669     0.172705     0.075689
51097.75    -1.520712    -0.131143     0.471743
51098.00    -1.327435    -0.140554     0.419520
51098.25    -1.336993    -0.126878    -0.135157
51098.50    -1.087402     0.096199    -0.247718
51098.75    -0.927166    -0.317359     0.715675
51099.00    -0.489690    -0.242823     0.401154
51099.25    -0.380122    -0.217439     0.128047
51099.50    -0.021589     0.024940    -0.168425
51099.75     0.142517    -0.347522     0.609992
