-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
UPO1        49718.000    1995     1     1     0
UPO1        52274.750    2001    12    31    18
UPO1     -5464031.767 -2446032.649  2193283.030
51361.00     2.628907    -0.571164     0.179071
51361.25     2.144242    -0.774631     0.423157
51361.50     2.477807    -1.251486     0.256966
51361.75     2.546360    -0.828645    -0.291312
51362.00     2.112871    -0.550261    -0.038403
51362.25     1.655372    -0.711006     0.146818
51362.50     1.878971    -1.216466     0.018526
51362.75     1.617587    -0.848671    -0.489274
51363.00     1.274306    -0.701409    -0.229000
51363.25     0.688543    -0.948171     0.160366
51363.50     0.780336    -1.529486     0.166725
51363.75     0.501967    -1.057601    -0.310178
51364.00     0.309819    -0.978921    -0.109402
51364.25    -0.159980    -1.384496     0.296836
51364.50     0.054489    -2.019625     0.252707
51364.75     0.014162    -1.623590    -0.272889
51365.00    -0.002145    -1.550629     0.073219
51365.25    -0.208737    -1.721078     0.286035
51365.50     0.105966    -2.158156     0.261534
51365.75     0.225458    -1.544464    -0.338750
51366.00     0.080607    -1.222002     0.026006
51366.25    -0.236750    -1.299345     0.265926
51366.50     0.245310    -1.849244     0.318875
51366.75     0.268353    -1.441326    -0.050628
51367.00     0.078602    -1.113421     0.312187
51367.25    -0.313425    -1.224670     0.578760
51367.50    -0.033059    -1.706820     0.500363
51367.75    -0.009101    -1.207729    -0.272923
51368.00    -0.111457    -1.009713    -0.093175
51368.25    -0.406953    -1.289303     0.133440
51368.50    -0.063927    -1.925321     0.078560
51368.75    -0.065449    -1.413973    -0.487725
51369.00     0.036217    -1.297246    -0.382693
51369.25    -0.202451    -1.662119    -0.175210
51369.50     0.275502    -2.266743    -0.233630
51369.75     0.344497    -1.792031    -0.728053
51370.00     0.356361    -1.607920    -0.506399
51370.25     0.001126    -1.724834    -0.320143
51370.50     0.373392    -2.246442    -0.408268
51370.75     0.257767    -1.813652    -0.873041
51371.00     0.208609    -1.707102    -0.411988
51371.25     0.040103    -1.952610    -0.129967
51371.50     0.366675    -2.541297    -0.125792
51371.75     0.371171    -2.138841    -0.615400
51372.00     0.397786    -1.966056    -0.355170
51372.25     0.270601    -2.167053    -0.061857
51372.50     0.621387    -2.614806    -0.061398
51372.75     0.771053    -2.054750    -0.626293
51373.00     0.800280    -1.816786    -0.329489
51373.25     0.637021    -1.910785    -0.160817
51373.50     0.864654    -2.393828    -0.169002
51373.75     0.715248    -1.857544    -0.704367
51374.00     0.411120    -1.537096    -0.572466
51374.25     0.133270    -1.662517    -0.246517
51374.50     0.450520    -2.083035    -0.168501
51374.75     0.656728    -1.675956    -0.571086
51375.00     0.609423    -1.441483    -0.127685
51375.25     0.505618    -1.714187     0.429227
51375.50     1.038693    -2.114670     0.484467
51375.75     1.093139    -1.643768     0.032874
51376.00     1.320580    -1.526453     0.368790
51376.25     1.206045    -1.880523     0.873182
51376.50     1.645631    -2.465593     1.062990
51376.75     1.735556    -2.028531     0.629242
51377.00     1.754405    -1.801244     0.970360
51377.25     1.481948    -2.125290     1.212956
51377.50     1.897853    -2.520163     1.272857
51377.75     2.015244    -2.084740     0.712103
51378.00     1.969194    -1.745912     1.027495
51378.25     1.826117    -1.837004     1.186314
51378.50     2.437359    -2.297794     1.168294
51378.75     2.596843    -1.737605     0.615654
51379.00     2.550290    -1.371280     0.965363
51379.25     2.453873    -1.565510     1.314915
51379.50     2.695163    -1.863743     1.349978
51379.75     2.628724    -1.306073     0.723222
51380.00     2.678265    -1.101699     0.893237
51380.25     2.475026    -1.389857     1.199226
51380.50     2.746461    -1.917986     1.173711
51380.75     2.854596    -1.495779     0.695379
51381.00     2.826419    -1.170737     0.877892
51381.25     2.497900    -1.351468     1.154272
51381.50     2.880948    -1.885866     1.009540
51381.75     2.806005    -1.403668     0.365643
51382.00     2.648379    -1.196303     0.374397
51382.25     2.113505    -1.317412     0.511675
51382.50     2.161059    -1.875879     0.412384
51382.75     1.877783    -1.337497    -0.278806
51383.00     1.731208    -1.066971    -0.061536
51383.25     1.332818    -1.138512     0.261160
51383.50     1.487870    -1.529550     0.178941
51383.75     1.452841    -1.020946    -0.251903
51384.00     1.398803    -0.803930     0.018195
51384.25     1.152727    -0.980618     0.299153
51384.50     1.421646    -1.433233     0.212295
51384.75     1.143842    -0.851230    -0.511390
51385.00     0.993037    -0.644772    -0.434511
51385.25     0.554702    -0.833383    -0.233683
51385.50     0.755763    -1.417748    -0.277426
51385.75     0.588268    -0.942397    -0.759658
51386.00     0.464373    -0.825176    -0.429098
51386.25     0.265160    -1.105281    -0.083228
51386.50     0.651046    -1.731599     0.002524
51386.75     0.730185    -1.201223    -0.329854
51387.00     0.633816    -0.976431     0.021461
51387.25     0.411097    -1.146617     0.255252
51387.50     0.800001    -1.535360     0.186444
51387.75     0.813613    -0.938855    -0.429448
51388.00     0.818179    -0.699060    -0.265062
51388.25     0.652526    -0.842849    -0.174123
51388.50     1.140897    -1.368791    -0.217789
51388.75     1.213005    -0.902208    -0.746802
51389.00     1.229478    -0.832292    -0.525371
51389.25     1.183858    -1.191950    -0.197757
51389.50     1.724722    -1.693248    -0.158190
51389.75     1.631161    -1.084358    -0.521550
51390.00     1.519850    -0.804957    -0.343833
51390.25     1.228109    -0.898643    -0.208491
51390.50     1.300790    -1.232888    -0.407835
51390.75     1.133564    -0.741331    -0.872841
51391.00     0.728567    -0.526371    -0.532842
51391.25     0.190619    -0.790593    -0.265228
51391.50     0.392283    -1.369463    -0.271898
51391.75     0.400693    -1.262619    -0.716265
51392.00     0.357673    -1.337826    -0.217359
51392.25     0.175938    -1.843907     0.217229
51392.50     0.636500    -2.338651     0.268208
51392.75     0.847332    -1.947970    -0.370208
51393.00     0.951019    -1.707558    -0.084567
51393.25     0.835605    -1.889099     0.166157
51393.50     1.384180    -2.406199     0.141956
51393.75     1.418413    -1.822225    -0.363588
51394.00     1.498896    -1.529294    -0.112650
51394.25     1.279129    -1.583846     0.082910
51394.50     1.627112    -1.996593    -0.039291
51394.75     1.841592    -1.476088    -0.527807
51395.00     1.821651    -1.152496    -0.239651
51395.25     1.706951    -1.200851     0.052893
51395.50     2.108493    -1.684458     0.084068
51395.75     2.225379    -1.277786    -0.296524
51396.00     2.166961    -1.217907     0.081664
51396.25     1.957522    -1.611083     0.420607
51396.50     2.177325    -2.102817     0.386852
51396.75     2.194725    -1.739577    -0.062800
51397.00     2.095663    -1.645285     0.149167
51397.25     1.800259    -2.064065     0.602880
51397.50     2.001273    -2.548903     0.574790
51397.75     1.971345    -2.085188     0.100865
51398.00     1.850608    -1.766047     0.269562
51398.25     1.483490    -1.769062     0.409103
51398.50     1.781740    -2.168729     0.298497
51398.75     1.700129    -1.438381    -0.275900
51399.00     1.764103    -1.171669    -0.014218
51399.25     1.396963    -1.038001     0.142884
51399.50     1.763804    -1.348787     0.046219
51399.75     1.801770    -0.599735    -0.651472
51400.00     1.716913    -0.227280    -0.327315
51400.25     1.333389    -0.257182     0.008047
51400.50     1.643904    -0.694585     0.063396
51400.75     1.549209    -0.212197    -0.414868
51401.00     1.474056    -0.172329    -0.072905
51401.25     1.053640    -0.542160     0.210491
51401.50     1.296005    -1.156000     0.179878
51401.75     1.222822    -0.841215    -0.430648
51402.00     1.398235    -0.876074    -0.114298
51402.25     1.261580    -1.290169     0.080805
51402.50     1.786723    -1.936184     0.131932
51402.75     1.983368    -1.526382    -0.458314
51403.00     2.035824    -1.384157    -0.105682
51403.25     1.792541    -1.651720     0.071205
51403.50     1.991039    -2.103771    -0.130536
51403.75     1.745114    -1.431567    -0.735588
51404.00     1.707622    -1.071060    -0.487046
51404.25     1.371412    -1.156067    -0.147430
51404.50     1.526126    -1.465001    -0.173002
51404.75     1.408689    -0.830975    -0.647638
51405.00     1.141958    -0.492156    -0.170901
51405.25     0.590699    -0.760282     0.388344
51405.50     0.644506    -1.316127     0.505318
51405.75     0.633514    -1.014929     0.152102
51406.00     0.537641    -0.791430     0.541187
51406.25     0.177969    -1.226708     0.853637
51406.50     0.458137    -1.865944     0.747016
51406.75     0.448368    -1.382276     0.033486
51407.00     0.411483    -1.099629     0.117565
51407.25     0.164599    -1.227423     0.172142
51407.50     0.518229    -1.579300     0.024092
51407.75     0.490495    -0.857335    -0.698103
51408.00     0.463733    -0.396710    -0.647231
51408.25     0.096655    -0.321266    -0.485788
51408.50     0.156950    -0.624240    -0.517714
51408.75    -0.066005     0.118432    -1.039385
51409.00    -0.202279     0.422534    -0.663507
51409.25    -0.632268     0.273595    -0.286002
51409.50    -0.393384    -0.338491    -0.166887
51409.75    -0.478827     0.126074    -0.619813
51410.00    -0.446207     0.202169    -0.314925
51410.25    -0.843126    -0.183638    -0.066688
51410.50    -0.332688    -0.929802    -0.040872
51410.75    -0.136370    -0.715908    -0.626122
51411.00    -0.037873    -0.587590    -0.352124
51411.25    -0.224085    -0.980632    -0.140888
51411.50     0.303205    -1.569719    -0.246811
51411.75     0.328714    -1.075942    -0.920431
51412.00     0.271109    -0.799381    -0.714086
51412.25     0.043637    -0.984940    -0.429906
51412.50     0.156093    -1.291244    -0.358232
51412.75     0.078945    -0.588360    -0.917630
51413.00     0.038346    -0.229855    -0.626474
51413.25    -0.309054    -0.213058    -0.230020
51413.50     0.054087    -0.698443    -0.058461
51413.75     0.112717    -0.017005    -0.350380
51414.00     0.141500     0.193688     0.161107
51414.25    -0.076779     0.143216     0.655265
51414.50     0.486624    -0.542217     0.742698
51414.75     0.527678    -0.121791     0.334935
51415.00     0.653139    -0.050548     0.723324
51415.25     0.524659    -0.247501     1.011371
51415.50     1.105455    -0.858015     1.024711
51415.75     1.333149    -0.318762     0.320477
51416.00     1.359008    -0.064412     0.488254
51416.25     1.023313    -0.257931     0.668983
51416.50     1.332795    -0.812567     0.511065
51416.75     1.092174    -0.113966    -0.090958
51417.00     1.034138     0.138249     0.059396
51417.25     0.594250    -0.012414     0.180469
51417.50     0.837542    -0.715017     0.163939
51417.75     0.755973    -0.251110    -0.459487
51418.00     0.617168     0.019489    -0.259072
51418.25     0.264277    -0.283051    -0.050556
51418.50     0.688319    -0.950996    -0.047894
51418.75     0.775601    -0.578205    -0.577392
51419.00     0.949242    -0.430729    -0.383489
51419.25     0.690194    -0.545360    -0.103301
51419.50     1.148161    -1.062865    -0.206216
51419.75     1.181301    -0.578689    -0.803728
51420.00     1.234770    -0.305032    -0.492518
51420.25     0.962848    -0.458294    -0.185583
51420.50     1.277164    -0.944170    -0.193523
51420.75     1.309279    -0.357471    -0.924865
51421.00     1.285731     0.090158    -0.686582
51421.25     0.819413    -0.098143    -0.577714
51421.50     0.842569    -0.644590    -0.545135
51421.75     0.824453    -0.317125    -0.986629
51422.00     0.591537     0.007539    -0.613298
51422.25     0.154145    -0.142974    -0.407944
51422.50     0.264797    -0.616798    -0.471979
51422.75     0.169911    -0.079543    -0.941655
51423.00     0.082598     0.103022    -0.589408
51423.25    -0.345548    -0.124991    -0.257498
51423.50    -0.192169    -0.579289    -0.308903
51423.75    -0.601130     0.077543    -0.887895
51424.00    -0.673968     0.104489    -0.657163
51424.25    -1.146927    -0.174135    -0.342141
51424.50    -0.843966    -0.813099    -0.306443
51424.75    -0.872513    -0.253531    -0.682402
51425.00    -0.713481    -0.109279    -0.307666
51425.25    -0.949980    -0.335373     0.060390
51425.50    -0.484144    -1.020873     0.034771
51425.75    -0.326599    -0.613652    -0.500056
51426.00    -0.121534    -0.371348    -0.300188
51426.25    -0.239041    -0.634098    -0.104826
51426.50     0.366085    -1.118475    -0.234178
51426.75     0.700528    -0.655205    -0.939926
51427.00     0.968976    -0.429169    -0.573512
51427.25     0.858626    -0.673464    -0.303660
51427.50     1.262176    -1.198401    -0.284375
51427.75     1.092565    -0.500609    -1.038185
51428.00     1.089407    -0.262275    -1.014529
51428.25     0.767105    -0.422990    -0.942646
51428.50     0.965985    -0.986453    -1.009123
51428.75     0.793255    -0.347301    -1.556916
51429.00     0.756808    -0.089855    -1.268859
51429.25     0.402135    -0.179536    -1.000642
51429.50     0.563619    -0.830818    -0.937695
51429.75     0.401482    -0.282549    -1.318181
51430.00     0.405130    -0.136938    -0.880653
51430.25    -0.035059    -0.458875    -0.310515
51430.50     0.223453    -0.976350    -0.269261
51430.75     0.109676    -0.494281    -0.751097
51431.00     0.144382    -0.340286    -0.377099
51431.25    -0.209751    -0.566429     0.116695
51431.50     0.229729    -1.126435     0.136198
51431.75     0.201876    -0.405945    -0.378930
51432.00     0.234085    -0.119851    -0.164428
51432.25    -0.158631    -0.360756     0.170452
51432.50     0.161557    -1.013511     0.061415
