"Symbol","Scientific Name with Author","GSAT Common Name"
"GECAC4","Geranium carolinianum L. var. carolinianum","Carolina geranium"
"GECAT","Geum canadense Jacq. var. texanum Fernald & Weath.","Texan avens"
"GEDI","Geranium dissectum L.","cutleaf geranium"
"GELSE","Gelsemium Juss.","trumpetflower"
"GEMA","Geranium maculatum L.","spotted geranium"
"GEMI","Geocarpon minimum Mack.","tinytim"
"GENTI","Gentiana L.","gentian"
"GEOCA2","Geocarpon Mack.","geocarpon"
"GEPU5","Gentiana puberulenta J. Pringle","downy gentian"
"GERA4","Gelsemium rankinii Small","Rankin's trumpetflower"
"GERAN","Geranium L.","geranium"
"GESA","Gentiana saponaria L.","harvestbells"
"GESAS","Gentiana saponaria L. var. saponaria","harvestbells"
"GESE","Gelsemium sempervirens (L.) W.T. Aiton","evening trumpetflower"
"GETE2","Geranium texanum (Trel.) A. Heller","Texas geranium"
"GEUM","Geum L.","avens"
"GEVI5","Gentiana villosa L.","striped gentian"
"GIST5","Gillenia stipulata (Muhl. ex Willd.) Baill.","Indian physic"
"GLADI","Gladiolus L.","gladiolus"
"GLAND","Glandularia J.F. Gmel.","mock vervain"
"GLAQ","Gleditsia aquatica Marsh.","water locust"
"GLAR","Glyceria arkansana Fernald","Arkansas mannagrass"
"GLBI2","Glandularia bipinnatifida (Nutt.) Nutt.","Dakota mock vervain"
"GLBIB","Glandularia bipinnatifida (Nutt.) Nutt. var. bipinnatifida","Dakota mock vervain"
"GLCA2","Glandularia canadensis (L.) Nutt.","rose mock vervain"
"GLDE","Glyceria declinata Brébiss.","waxy mannagrass"
"GLECH","Glechoma L.","glechoma"
"GLEDI","Gleditsia L.","locust"
"GLHE2","Glechoma hederacea L.","ground ivy"
"GLINU","Glinus L.","sweetjuice"
"GLLO","Glinus lotoides L.","lotus sweetjuice"
"GLMA4","Glycine max (L.) Merr.","soybean"
"GLPU3","Glandularia pulchella (Sweet) Troncoso","South American mock vervain"
"GLRA","Glinus radiatus (Ruiz & Pav.) Rohrb.","spreading sweetjuice"
"GLSE3","Glyceria septentrionalis Hitchc.","floating mannagrass"
"GLSE5","Glebionis segetum (L.) Fourr.","corndaisy"
"GLST","Glyceria striata (Lam.) Hitchc.","fowl mannagrass"
"GLTR","Gleditsia triacanthos L.","honeylocust"
"GLYCE","Glyceria R. Br.","mannagrass"
"GLYCI","Glycine Willd.","soybean"
"GOCHN","Gochnatia Kunth","gochnatia"
"GOGL","Gomphrena globosa L.","common globe amaranth"
"GOHI","Gossypium hirsutum L.","upland cotton"
"GOHIH2","Gossypium hirsutum L. var. hirsutum","upland cotton"
"GOHY","Gochnatia hypoleuca (DC.) A. Gray","shrubby bullseye"
"GOLA2","Gossypianthus lanuginosus (Poir.) Moq.","woolly cottonflower"
"GOLAT","Gossypianthus lanuginosus (Poir.) Moq. var. tenuiflorus (Hook.) Mears ex Henrickson","woolly cottonflower"
"GOMPH","Gomphrena L.","globe amaranth"
"GOSE","Gomphrena serrata L.","arrasa con todo"
"GOSSY","Gossypium L.","cotton"
"GOSSY2","Gossypianthus Hook.","cottonflower"
"GRATI","Gratiola L.","hedgehyssop"
"GRBR","Gratiola brevifolia Raf.","sticky hedgehyssop"
"GRFL","Gratiola flava Leavenworth","yellow hedgehyssop"
"GRFL2","Gratiola floridana Nutt.","Florida hedgehyssop"
"GRIND","Grindelia Willd.","gumweed"
"GRLA3","Grindelia lanceolata Nutt.","narrowleaf gumweed"
"GRLAL","Grindelia lanceolata Nutt. var. lanceolata","narrowleaf gumweed"
"GRNE","Gratiola neglecta Torr.","clammy hedgehyssop"
"GRPA8","Grindelia papposa G.L. Nesom & Suh","Spanish gold"
"GRPI","Gratiola pilosa Michx.","shaggy hedgehyssop"
"GRRA","Gratiola ramosa Walter","branched hedgehyssop"
"GRVI","Gratiola virginiana L.","roundfruit hedgehyssop"
"GRVIV","Gratiola virginiana L. var. virginiana","roundfruit hedgehyssop"
"GUTE2","Gutierrezia texana (DC.) Torr. & A. Gray","Texas snakeweed"
"GUTET","Gutierrezia texana (DC.) Torr. & A. Gray var. texana","Texas snakeweed"
"GUTIE","Gutierrezia Lag.","snakeweed"
"GYAM","Gymnopogon ambiguus (Michx.) Britton, Sterns & Poggenb.","bearded skeletongrass"
"GYAN","Gymnostyles anthemifolia Juss.","button burrweed"
"GYBR","Gymnopogon brevifolius Trin.","shortleaf skeletongrass"
"GYMNO3","Gymnopogon P. Beauv.","skeletongrass"
"GYMNO7","Gymnostyles Juss.","burrweed"
"GYST","Gymnostyles stolonifera (Brot.) Tutin","carpet burrweed"
"HABEN","Habenaria Willd.","bog orchid"
"HABRA","Habranthus Herbert","copperlily"
"HACKE","Hackelia Opiz","stickseed"
"HACKE2","Hackelochloa Kuntze","pitscale grass"
"HACY","Hainardia cylindrica (Willd.) Greuter","barbgrass"
"HADI3","Halesia diptera Ellis","two-wing silverbell"
"HAEN2","Halophila engelmannii Asch.","Engelmann's seagrass"
"HAGR3","Hackelochloa granularis (L.) Kuntze","pitscale grass"
"HAINA","Hainardia Greuter","barbgrass"
"HALES","Halesia Ellis ex L.","silverbell"
"HALOD","Halodule Endl.","halodule"
"HALOP","Halophila Thouars","seagrass"
"HAMAM","Hamamelis L.","witchhazel"
"HAQU","Habenaria quinqueseta (Michx.) Eaton","longhorn bog orchid"
"HARE","Habenaria repens Nutt.","waterspider bog orchid"
"HATU","Habranthus tubispathus (L'Hér.) Traub","Rio Grande copperlily"
"HAVI2","Hackelia virginiana (L.) I.M. Johnst.","beggarslice"
"HAVI4","Hamamelis virginiana L.","American witchhazel"
"HAWR","Halodule wrightii Asch.","shoalweed"
"HEAM","Helenium amarum (Raf.) H. Rock","yellowdicks"
"HEAM4","Heliotropium amplexicaule Vahl","clasping heliotrope"
"HEAM6","Heuchera americana L.","American alumroot"
"HEAMA","Helenium amarum (Raf.) H. Rock var. amarum","yellowdicks"
"HEAMA2","Heuchera americana L. var. americana","American alumroot"
"HEAN2","Helianthus angustifolius L.","swamp sunflower"
"HEAN3","Helianthus annuus L.","common sunflower"
"HEAR6","Hexastylis arifolia (Michx.) Small","littlebrownjug"
"HEARA","Hexastylis arifolia (Michx.) Small var. arifolia","littlebrownjug"
"HEARC","Hexastylis arifolia (Michx.) Small var. callifolia (Small) Blomquist","littlebrownjug"
"HEAT","Helianthus atrorubens L.","purpledisk sunflower"
"HEAU","Helenium autumnale L.","common sneezeweed"
"HEAUA","Helenium autumnale L. var. autumnale","common sneezeweed"
"HEBR","Helenium brevifolium (Nutt.) Alph. Wood","shortleaf sneezeweed"
"HECA13","Helenium campestre Small","oldfield sneezeweed"
"HECA4","Helianthemum carolinianum (Walter) Michx.","Carolina frostweed"
"HECO11","Hedychium coronarium J. Koenig","white garland-lily"
"HECU3","Heliotropium curassavicum L.","salt heliotrope"
"HECUC2","Heliotropium curassavicum L. var. curassavicum","salt heliotrope"
"HEDE","Helianthus decapetalus L.","thinleaf sunflower"
"HEDE4","Helianthus debilis Nutt.","cucumberleaf sunflower"
"HEDEC2","Helianthus debilis Nutt. ssp. cucumerifolius (Torr. & A. Gray) Heiser","cucumberleaf sunflower"
"HEDEO","Hedeoma Pers.","false pennyroyal"
"HEDER","Hedera L.","ivy"
"HEDI2","Helianthus divaricatus L.","woodland sunflower"
"HEDR2","Helenium drummondii H. Rock","fringed sneezeweed"
"HEDU2","Heteranthera dubia (Jacq.) MacMill.","grassleaf mudplantain"
"HEDYC","Hedychium J. Koenig","garland-lily"
"HEEL","Helenium elegans DC.","pretty sneezeweed"
"HEELE2","Helenium elegans DC. var. elegans","pretty sneezeweed"
"HEFL","Helenium flexuosum Raf.","purplehead sneezeweed"
"HEFL2","Helianthus floridanus A. Gray ex Chapm.","Florida sunflower"
"HEFU","Hemerocallis fulva (L.) L.","orange daylily"
"HEGE","Helianthemum georgianum Chapm.","Georgia frostweed"
"HEGR4","Helianthus grosseserratus M. Martens","sawtooth sunflower"
"HEHE","Hedera helix L.","English ivy"
"HEHE4","Helianthus heterophyllus Nutt.","variableleaf sunflower"
"HEHE5","Heliopsis helianthoides (L.) Sweet","smooth oxeye"
"HEHEG","Heliopsis helianthoides (L.) Sweet var. gracilis (Nutt.) Gandhi & R.D. Thomas","smooth oxeye"
"HEHEH","Heliopsis helianthoides (L.) Sweet var. helianthoides","smooth oxeye"
"HEHES","Heliopsis helianthoides (L.) Sweet var. scabra (Dunal) Fernald","smooth oxeye"
"HEHI","Hedeoma hispida Pursh","rough false pennyroyal"
"HEHI2","Helianthus hirsutus Raf.","hairy sunflower"
"HEIN","Heliotropium indicum L.","Indian heliotrope"
"HELA6","Herbertia lahue (Molina) Goldblatt","prairienymph"
"HELAC","Herbertia lahue (Molina) Goldblatt ssp. caerulea (Herbert) Goldblatt","prairienymph"
"HELEN","Helenium L.","sneezeweed"
"HELI2","Heteranthera limosa (Sw.) Willd.","blue mudplantain"
"HELIA2","Helianthemum Mill.","frostweed"
"HELIA3","Helianthus L.","sunflower"
"HELIO2","Heliopsis Pers.","heliopsis"
"HELIO3","Heliotropium L.","heliotrope"
"HEMER","Hemerocallis L.","daylily"
"HEMI3","Helianthus microcephalus Torr. & A. Gray","small woodland sunflower"
"HEMIG","Hemigraphis Nees","hemigraphis"
"HEMO2","Helianthus mollis Lam.","ashy sunflower"
"HEMU5","Heteranthera multiflora (Griseb.) Horn","bouquet mudplantain"
"HEOC2","Helianthus occidentalis Riddell","fewleaf sunflower"
"HEOCP","Helianthus occidentalis Riddell ssp. plantagineus (Torr. & A. Gray) Shinners","fewleaf sunflower"
"HEPE","Helianthus petiolaris Nutt.","prairie sunflower"
"HEPEP","Helianthus petiolaris Nutt. ssp. petiolaris","prairie sunflower"
"HEPR3","Heliotropium procumbens Mill.","fourspike heliotrope"
"HEPRP2","Heliotropium procumbens Mill. var. procumbens","fourspike heliotrope"
"HEQU","Helenium quadridentatum Labill.","longdisk sneezeweed"
"HERA","Helianthus radula (Pursh) Torr. & A. Gray","rayless sunflower"
"HERBE","Herbertia Sweet","herbertia"
"HERE","Heteranthera reniformis Ruiz & Pav.","kidneyleaf mudplantain"
"HERE6","Hemigraphis reptans (G. Forst.) T. Anderson ex Hemsl.","redflame"
"HERO2","Helianthemum rosmarinifolium Pursh","rosemary frostweed"
"HESI","Helianthus silphioides Nutt.","rosinweed sunflower"
"HESI2","Helianthus simulans E.E. Watson","muck sunflower"
"HESP3","Hexalectris spicata (Walter) Barnhart","spiked crested coralroot"
"HESPS3","Hexalectris spicata (Walter) Barnhart var. spicata","spiked crested coralroot"
"HEST","Helianthus strumosus L.","paleleaf woodland sunflower"
"HESU3","Heterotheca subaxillaris (Lam.) Britton & Rusby","camphorweed"
"HETE3","Heliotropium tenellum (Nutt.) Torr.","pasture heliotrope"
"HETER","Heteranthera Ruiz & Pav.","mudplantain"
"HETER8","Heterotheca Cass.","false goldenaster"
"HETU","Helianthus tuberosus L.","Jerusalem artichoke"
"HEUCH","Heuchera L.","alumroot"
"HEVE","Helenium vernale Walter","savannah sneezeweed"
"HEXAL","Hexalectris Raf.","crested coralroot"
"HEXAS","Hexastylis Raf.","heartleaf"
"HIAC","Hibiscus aculeatus Walter","comfortroot"
"HIBIS2","Hibiscus L.","rosemallow"
"HICO2","Hibiscus coccineus Walter","scarlet rosemallow"
"HIERA","Hieracium L.","hawkweed"
"HIGR3","Hieracium gronovii L.","queendevil"
"HIGR4","Hibiscus grandiflorus Michx.","swamp rosemallow"
"HILA2","Hibiscus laevis All.","halberdleaf rosemallow"
"HILA6","Hibiscus lasiocarpos Cav.","rosemallow"
"HILO2","Hieracium longipilum Torr.","hairy hawkweed"
"HIMA10","Hieracium marianum Willd.","Maryland hawkweed"
"HIMO","Hibiscus moscheutos L.","crimsoneyed rosemallow"
"HIMU3","Hibiscus mutabilis L.","Dixie rosemallow"
"HIPPE","Hippeastrum Herbert","hippeastrum"
"HIPU","Hippeastrum puniceum (Lam.) Kuntze","Barbados lily"
"HISY","Hibiscus syriacus L.","rose of Sharon"
"HITR","Hibiscus trionum L.","flower of an hour"
"HOCA4","Houstonia caerulea L.","azure bluet"
"HOCO3","Houttuynia cordata Thunb.","chameleon"
"HOIN","Hottonia inflata Elliot","American featherfoil"
"HOLA","Holcus lanatus L.","common velvetgrass"
"HOLCU","Holcus L.","velvetgrass"
"HOMI4","Houstonia micrantha (Shinners) Terrell","southern bluet"
"HOPR","Houstonia procumbens (Walter ex J.F. Gmel.) Standl.","roundleaf bluet"
"HOPU","Hordeum pusillum Nutt.","little barley"
"HOPU2","Houstonia purpurea L.","Venus' pride"
"HOPU3","Houstonia pusilla Schoepf","tiny bluet"
"HOPUC","Houstonia purpurea L. var. calycosa A. Gray","Venus' pride"
"HOPUP3","Houstonia purpurea L. var. purpurea","Venus' pride"
"HORDE","Hordeum L.","barley"
"HORO","Houstonia rosea (Raf.) Terrell","rose bluet"
"HOTTO","Hottonia L.","hottonia"
"HOUST","Houstonia L.","bluet"
"HOUTT","Houttuynia Thunb.","houttuynia"
"HOVU","Hordeum vulgare L.","common barley"
"HYAL","Hyptis alata (Raf.) Shinners","clustered bushmint"
"HYAR","Hydrangea arborescens L.","wild hydrangea"
"HYAR3","Hymenopappus artemisiifolius DC.","oldplainsman"
"HYARA","Hymenopappus artemisiifolius DC. var. artemisiifolius","oldplainsman"
"HYBO","Hydrocotyle bonariensis Comm. ex Lam.","largeleaf pennywort"
"HYBR3","Hypericum brachyphyllum (Spach) Steud.","coastal plain St. Johnswort"
"HYBR5","Hypochaeris brasiliensis (Less.) Benth. & Hook. ex Griseb.","Brazilian catsear"
"HYBRT2","Hypochaeris brasiliensis (Less.) Benth. & Hook. ex Griseb. var. tweediei (Hook. & Arn.) Baker","Tweedy's catsear"
"HYCA9","Hymenocallis caroliniana (L.) Herbert","Carolina spiderlily"
"HYCH","Hymenocallis choctawensis Traub ex J.E. Laferriere","Choctaw spiderlily"
"HYCI","Hypericum cistifolium Lam.","roundpod St. Johnswort"
"HYCR3","Hypericum crux-andreae (L.) Crantz","St. Peterswort"
"HYCU5","Hypoxis curtissii Rose","Curtis' star-grass"
"HYDE","Hypericum densiflorum Pursh","bushy St. Johnswort"
"HYDR","Hypericum drummondii (Grev. & Hook.) Torr. & A. Gray","nits and lice"
"HYDRA","Hydrangea L.","hydrangea"
"HYDRI","Hydrilla Rich.","hydrilla"
"HYDRO2","Hydrocotyle L.","hydrocotyle"
"HYDRO3","Hydrolea L.","false fiddleleaf"
"HYER3","Hylotelephium erythrostictum (Miq.) H. Ohba","garden stonecrop"
"HYFA","Hypericum fasciculatum Lam.","peelbark St. Johnswort"
"HYFR","Hypericum frondosum Michx.","cedarglade St. Johnswort"
"HYGA","Hypericum galioides Lam.","bedstraw St. Johnswort"
"HYGA2","Hymenocallis galvestonensis (Herbert) Baker","Galveston spiderlily"
"HYGE","Hypericum gentianoides (L.) Britton, Sterns & Poggenb.","orangegrass"
"HYGL2","Hypochaeris glabra L.","smooth catsear"
"HYGRO","Hygrophila R. Br.","swampweed"
"HYGY","Hypericum gymnanthum Engelm. & A. Gray","claspingleaf St. Johnswort"
"HYHI2","Hypoxis hirsuta (L.) Coville","common goldstar"
"HYHY","Hypericum hypericoides (L.) Crantz","St. Andrew's cross"
"HYHYH","Hypericum hypericoides (L.) Crantz ssp. hypericoides","St. Andrew's cross"
"HYHYM","Hypericum hypericoides (L.) Crantz ssp. multicaule (Michx. ex Willd.) N. Robson","St. Andrew's cross"
"HYLA","Hygrophila lacustris (Schltdl. & Cham.) Nees","gulf swampweed"
"HYLI","Hymenocallis liriosme (Raf.) Shinners","spring spiderlily"
"HYLO2","Hypericum lobocarpum Gattinger ex J.M. Coult.","fivelobe St. Johnswort"
"HYLOT","Hylotelephium H. Ohba","stonecrop"
"HYMEN2","Hymenocallis Salisb.","spiderlily"
"HYMEN4","Hymenopappus L'Hér.","hymenopappus"
"HYMI5","Hypochaeris microcephala (Sch. Bip.) Cabrera","smallhead catsear"
"HYMIA","Hypochaeris microcephala (Sch. Bip.) Cabrera var. albiflora (Kuntze) Cabrera","smallhead catsear"
"HYMU","Hypericum mutilum L.","dwarf St. Johnswort"
"HYMU2","Hyptis mutabilis (A. Rich.) Briq.","tropical bushmint"
"HYNU","Hypericum nudiflorum Michx. ex Willd.","early St. Johnswort"
"HYOV","Hydrolea ovata Nutt. ex Choisy","ovate false fiddleleaf"
"HYPE","Hypericum perforatum L.","common St. Johnswort"
"HYPER","Hypericum L.","St. Johnswort"
"HYPOC","Hypochaeris L.","catsear"
"HYPOX","Hypoxis L.","star-grass"
"HYPR","Hypericum prolificum L.","shrubby St. Johnswort"
"HYPR10","Hydrocotyle prolifera Kellogg","whorled marshpennywort"
"HYPS","Hypericum pseudomaculatum Bush","false spotted St. Johnswort"
"HYPTI","Hyptis Jacq.","bushmint"
"HYPU","Hypericum punctatum Lam.","spotted St. Johnswort"
"HYQU","Hydrolea quadrivalvis Walter","waterpod"
"HYQU3","Hydrangea quercifolia Bartram","oakleaf hydrangea"
"HYRA","Hydrocotyle ranunculoides L. f.","floating marshpennywort"
"HYRA3","Hypochaeris radicata L.","hairy catsear"
"HYSC","Hymenopappus scabiosaeus L'Hér.","Carolina woollywhite"
"HYSCS","Hymenopappus scabiosaeus L'Hér. var. scabiosaeus","Carolina woollywhite"
"HYSE","Hypericum setosum L.","hairy St. Johnswort"
"HYSE2","Hypoxis sessilis L.","glossyseed yellow star-grass"
"HYSI","Hydrocotyle sibthorpioides Lam.","lawn marshpennywort"
"HYSP2","Hypericum sphaerocarpum Michx.","roundseed St. Johnswort"
"HYSP9","Hylotelephium spectabile (Boreau) H. Ohba","showy stonecrop"
"HYSU2","Hypericum suffruticosum P. Adams & N. Robson","pineland St. Johnswort"
"HYTE9","Hylotelephium telephioides (Michx.) H. Ohba","Allegheny stonecrop"
"HYUM","Hydrocotyle umbellata L.","manyflower marshpennywort"
"HYUN","Hydrolea uniflora Raf.","oneflower false fiddleleaf"
"HYVE2","Hydrocotyle verticillata Thunb.","whorled marshpennywort"
"HYVE3","Hydrilla verticillata (L. f.) Royle","waterthyme"
"HYVEV","Hydrocotyle verticillata Thunb. var. verticillata","whorled marshpennywort"
"HYVI6","Hypericum virgatum Lam.","sharpleaf St. Johnswort"
"HYWR3","Hypoxis wrightii (Baker) Brackett","Wright's star-grass"
"ILAM","Ilex ambigua (Michx.) Torr.","Carolina holly"
"ILAM2","Ilex amelanchier M.A. Curtis ex Chapm.","sarvis holly"
"ILCA","Ilex cassine L.","dahoon"
"ILCAC","Ilex cassine L. var. cassine","dahoon"
"ILCO","Ilex coriacea (Pursh) Chapm.","large gallberry"
"ILCR2","Ilex crenata Thunb.","Japanese holly"
"ILDE","Ilex decidua Walter","possumhaw"
"ILEX","Ilex L.","holly"
"ILFL","Illicium floridanum Ellis","Florida anisetree"
"ILGL","Ilex glabra (L.) A. Gray","inkberry"
"ILLIC","Illicium L.","anisetree"
"ILLO","Ilex longipes Chapm. ex Trel.","Georgia holly"
"ILMY","Ilex myrtifolia Walter","myrtle dahoon"
"ILOP","Ilex opaca Aiton","American holly"
"ILOPO","Ilex opaca Aiton var. opaca","American holly"
"ILVE","Ilex verticillata (L.) A. Gray","common winterberry"
"ILVO","Ilex vomitoria Aiton","yaupon"
"IMBA","Impatiens balsamina L.","spotted snapweed"
"IMBR","Imperata brasiliensis Trin.","Brazilian satintail"
"IMCA","Impatiens capensis Meerb.","jewelweed"
"IMCY","Imperata cylindrica (L.) P. Beauv.","cogongrass"
"IMPAT","Impatiens L.","touch-me-not"
"IMPER","Imperata Cirillo","satintail"
"INCA","Indigofera caroliniana Mill.","Carolina indigo"
"INDIG","Indigofera L.","indigo"
"INMI","Indigofera miniata Ortega","coastal indigo"
"INSU","Indigofera suffruticosa Mill.","anil de pasto"
"IOLI2","Ionactis linariifolius (L.) Greene","flaxleaf whitetop aster"
"IONAC","Ionactis Greene","aster"
"IPAL","Ipomoea alba L.","tropical white morning-glory"
"IPBA2","Ipomoea batatas (L.) Lam.","sweetpotato"
"IPCA","Ipomoea cairica (L.) Sweet","mile a minute vine"
"IPCO3","Ipomoea coccinea L.","redstar"
"IPCO8","Ipomoea cordatotriloba Dennst.","tievine"
"IPCOC2","Ipomoea cordatotriloba Dennst. var. cordatotriloba","tievine"
"IPHE","Ipomoea hederacea Jacq.","ivyleaf morning-glory"
"IPHE2","Ipomoea hederifolia L.","scarletcreeper"
"IPIM","Ipomoea imperati (Vahl) Griseb.","beach morning-glory"
"IPIN","Ipomoea indica (Burm. f.) Merr.","oceanblue morning-glory"
"IPLA","Ipomoea lacunosa L.","whitestar"
"IPNI","Ipomoea nil (L.) Roth","whiteedge morning-glory"
"IPOMO","Ipomoea L.","morning-glory"
"IPOMO2","Ipomopsis Michx.","ipomopsis"
"IPPA","Ipomoea pandurata (L.) G. Mey.","man of the earth"
"IPPE","Ipomoea pes-caprae (L.) R. Br.","bayhops"
"IPPEB","Ipomoea pes-caprae (L.) R. Br. ssp. brasiliensis (L.) van Ooststr.","Brazilian bayhops"
"IPPU2","Ipomoea purpurea (L.) Roth","tall morning-glory"
"IPQU","Ipomoea quamoclit L.","cypressvine"
"IPRU2","Ipomopsis rubra (L.) Wherry","standing-cypress"
"IPSA","Ipomoea sagittata Poir.","saltmarsh morning-glory"
"IPTU3","Ipomoea turbinata Lag.","lilacbell"
"IPWR","Ipomoea wrightii A. Gray","Wright's morning-glory"
"IRBR2","Iris brevicaulis Raf.","zigzag iris"
"IRDI","Iresine diffusa Humb. & Bonpl. ex Willd.","Juba's bush"
"IRESI","Iresine P. Br.","bloodleaf"
"IRFU","Iris fulva Ker Gawl.","copper iris"
"IRGE","Iris germanica L.","German iris"
"IRGI","Iris giganticaerulea Small","giant blue iris"
"IRHE2","Iris hexagona Walter","Dixie iris"
"IRHEF","Iris hexagona Walter var. flexicaulis (Small) R.C. Foster","Dixie iris"
"IRHEH","Iris hexagona Walter var. hexagona","Dixie iris"
"IRIS","Iris L.","iris"
"IRNE","Iris ×nelsonii Randolph [brevicaulis × fulva × hexagona]","Abbeville iris"
"IRPA2","Iris pallida Lam.","sweet iris"
"IRPS","Iris pseudacorus L.","paleyellow iris"
"IRRH","Iresine rhizomatosa Standl.","Juda's bush"
"IRVI","Iris virginica L.","Virginia iris"
"IRVIS","Iris virginica L. var. shrevei (Small) E.S. Anderson","Shreve's iris"
"IRVIV","Iris virginica L. var. virginica","Virginia iris"
"IRXI","Iris xiphium L.","Spanish iris"
"ISCA6","Isolepis carinata Hook. & Arn. ex Torr.","keeled bulrush"
"ISLO","Isoetes louisianensis Thieret","Louisiana quillwort"
"ISME","Isoetes melanopoda Gay & Durieu ex Durieu","blackfoot quillwort"
