-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
KAN1        49718.000    1995     1     1     0
KAN1        52274.750    2001    12    31    18
KAN1      -466463.922 -4932743.133  4003353.666
51204.25    -0.198303     0.596798    -4.063922
51204.50    -0.216514     0.803959    -2.363004
51204.75    -0.283334     0.885801    -0.561079
51205.00    -0.305848     0.744131     2.112726
51205.25    -0.398476     0.351448     2.160866
51205.50    -0.231877     0.108431     1.316211
51205.75    -0.063188     0.032654    -0.219508
51206.00     0.161391     0.126516    -0.268062
51206.25     0.202040     0.071311    -1.169908
51206.50     0.171537     0.141629    -2.014422
51206.75     0.210494     0.208704    -3.061160
51207.00     0.259572     0.342233    -2.651911
51207.25     0.347720     0.312231    -3.584658
51207.50     0.382380     0.452396    -3.659404
51207.75     0.435956     0.356419    -4.390240
51208.00     0.565107     0.452591    -3.726253
51208.25     0.640949     0.467186    -4.055454
51208.50     0.820183     0.516775    -3.452489
51208.75     0.964437     0.454855    -3.759927
51209.00     0.965502     0.404543    -3.051419
51209.25     0.857003     0.399063    -2.817696
51209.50     0.679726     0.438923    -2.155944
51209.75     0.387714     0.450807    -2.476222
51210.00     0.139805     0.539159    -1.447735
51210.25    -0.116778     0.526690    -0.740206
51210.50    -0.276271     0.500818     0.196528
51210.75    -0.382380     0.398998     1.167302
51211.00    -0.317987     0.221139     2.461751
51211.25    -0.503425    -0.242711     2.358399
51211.50    -0.819515    -0.380098     2.061795
51211.75    -1.186517    -0.163047     1.541487
51212.00    -1.278390     0.124807     3.807544
51212.25    -1.328252     0.277906     6.039267
51212.50    -1.097915     0.223824     7.720168
51212.75    -0.867029    -0.215891     6.678279
51213.00    -0.548091    -0.321662     4.411507
51213.25    -0.510054    -0.345473     0.662888
51213.50    -0.534713    -0.124956    -1.542981
51213.75    -0.503219     0.337308    -3.355680
51214.00    -0.463174     0.777093    -2.161331
51214.25    -0.540975     0.907930    -1.783748
51214.50    -0.610274     0.972501    -0.733777
51214.75    -0.652562     0.691447     0.058730
51215.00    -0.450127     0.417775     1.000502
51215.25    -0.425018     0.225234     0.385783
51215.50    -0.342139     0.279155     0.294985
51215.75    -0.322235     0.377172     0.149664
51216.00    -0.350599     0.474841     2.246713
51216.25    -0.409742     0.273393     4.423802
51216.50    -0.626226     0.169855     5.299841
51216.75    -0.791307     0.190855     4.107861
51217.00    -0.749532     0.320566     4.726311
51217.25    -0.843463     0.382898     4.403718
51217.50    -0.775598     0.386388     4.771075
51217.75    -0.604857     0.230171     4.181139
51218.00    -0.392853     0.103021     3.634158
51218.25    -0.357219    -0.038476     1.564890
51218.50    -0.381015     0.046465     0.585765
51218.75    -0.400755     0.185911    -0.181044
51219.00    -0.432302     0.419384     1.078944
51219.25    -0.422736     0.573116     1.877097
51219.50    -0.481031     0.715133     3.103521
51219.75    -0.521268     0.701562     4.306368
51220.00    -0.386009     0.605529     5.965987
51220.25    -0.116977     0.188780     5.559955
51220.50    -0.053345    -0.310108     4.900169
51220.75    -0.343733    -1.032232     1.614967
51221.00    -0.473085    -0.932618    -2.221301
51221.25    -0.768642    -0.795583    -4.214428
51221.50    -0.919040    -0.804684    -4.133234
51221.75    -0.803815    -0.881416    -5.029984
51222.00    -0.518072    -0.710871    -5.417047
51222.25    -0.522358    -0.529838    -7.042279
51222.50    -0.594979    -0.286629    -7.401546
51222.75    -0.647493     0.007021    -7.908252
51223.00    -0.567734     0.247159    -5.990607
51223.25    -0.630149     0.381708    -4.595948
51223.50    -0.700455     0.492125    -3.406573
51223.75    -0.629654     0.531019    -1.897855
51224.00    -0.450910     0.567454    -0.138131
51224.25    -0.372657     0.510402     0.278207
51224.50    -0.266881     0.398349     0.871059
51224.75    -0.071708     0.153484     0.638044
51225.00     0.274999     0.109005     0.693977
51225.25     0.331348    -0.015516    -0.521199
51225.50     0.249599    -0.033847    -0.574661
51225.75     0.143413    -0.030836    -1.353995
51226.00     0.152456     0.156449    -0.957030
51226.25     0.023145     0.251100    -0.870016
51226.50    -0.071995     0.338778     0.092001
51226.75    -0.113672     0.448468     0.849966
51227.00     0.124011     0.498968     2.795645
51227.25     0.232257     0.385404     2.822647
51227.50     0.244964     0.231217     3.078834
51227.75     0.297430     0.005431     2.101018
51228.00     0.310765     0.021332     1.928752
51228.25     0.190694     0.017019     0.975894
51228.50     0.160578     0.082638     0.812504
51228.75     0.293087     0.108410     0.071233
51229.00     0.493894     0.163796    -0.288184
51229.25     0.539627     0.090066    -1.423355
51229.50     0.630801     0.011751    -2.240777
51229.75     0.723165    -0.173332    -4.362345
51230.00     0.701827    -0.164549    -5.411743
51230.25     0.515635    -0.132293    -7.316615
51230.50     0.374452     0.023480    -7.816160
51230.75     0.182729     0.259961    -8.617761
51231.00     0.098589     0.555871    -6.594130
51231.25    -0.030898     0.792014    -5.575077
51231.50    -0.131797     1.024518    -4.198389
51231.75    -0.149789     1.018042    -2.697889
51232.00    -0.128356     0.820190    -0.504433
51232.25    -0.245821     0.487349     0.375074
51232.50    -0.305558     0.252668     0.237314
51232.75    -0.350070     0.130031    -1.915675
51233.00    -0.395455     0.431273    -2.201241
51233.25    -0.555135     0.490615    -2.677236
51233.50    -0.673487     0.613630    -1.788370
51233.75    -0.651052     0.547896    -1.159119
51234.00    -0.404540     0.491977     0.032185
51234.25    -0.382257     0.422694    -0.185895
51234.50    -0.365448     0.494634    -0.293568
51234.75    -0.385720     0.569641    -0.476759
51235.00    -0.314339     0.690503     1.191174
51235.25    -0.346018     0.717727     1.782770
51235.50    -0.419954     0.708858     2.997175
51235.75    -0.447712     0.477008     3.725419
51236.00    -0.392702     0.287561     4.784271
51236.25    -0.359960    -0.037724     4.291611
51236.50    -0.438092    -0.321612     4.167526
51236.75    -0.554031    -0.586442     3.044255
51237.00    -0.534972    -0.648333     3.393669
51237.25    -0.758228    -0.741631     2.714909
51237.50    -0.788800    -0.765552     2.645575
51237.75    -0.692251    -0.691676     1.676495
51238.00    -0.461914    -0.467474     2.584178
51238.25    -0.463809    -0.435145     2.279200
51238.50    -0.486742    -0.405637     2.732170
51238.75    -0.371338    -0.385835     2.836810
51239.00    -0.156975    -0.315254     4.372662
51239.25     0.064018    -0.415681     4.330271
51239.50     0.257297    -0.571510     3.617930
51239.75     0.331042    -0.807444     1.343805
51240.00     0.353886    -0.629419     0.383488
51240.25     0.067433    -0.521847    -1.099680
51240.50    -0.067580    -0.356566    -0.831885
51240.75    -0.156852    -0.099770    -1.343812
51241.00    -0.070589     0.293939     0.112572
51241.25    -0.043430     0.460426     0.329802
51241.50    -0.065105     0.619490     1.618298
51241.75     0.040940     0.619111     2.220038
51242.00     0.318645     0.550234     3.537395
51242.25     0.559913     0.470612     2.845977
51242.50     0.746696     0.362342     2.539602
51242.75     0.939688     0.117241     1.124939
51243.00     1.061871     0.008680    -0.000066
51243.25     1.000677    -0.130384    -2.250057
51243.50     0.969763    -0.070723    -4.397473
51243.75     0.928003     0.119075    -6.807869
51244.00     0.916995     0.406419    -6.902849
51244.25     0.772352     0.633680    -7.513467
51244.50     0.629976     0.908258    -7.209198
51244.75     0.600471     1.126210    -6.509467
51245.00     0.587848     1.343654    -3.530524
51245.25     0.663988     1.338576    -1.726794
51245.50     0.730803     1.378079     0.383810
51245.75     0.768490     1.111743     2.148391
51246.00     0.695426     0.586865     3.293814
51246.25     0.464943     0.120971     1.942230
51246.50     0.334624     0.114428     0.795012
51246.75     0.331975     0.164743    -0.763078
51247.00     0.562915     0.347714    -0.378387
51247.25     0.630574     0.332983    -1.183346
51247.50     0.711943     0.396169    -1.516676
51247.75     0.879295     0.386224    -1.989707
51248.00     0.992337     0.351119    -1.464690
51248.25     0.959990     0.254443    -2.824599
51248.50     0.917923     0.305043    -3.284398
51248.75     0.936983     0.343178    -3.986681
51249.00     0.965017     0.480004    -2.811217
51249.25     0.949005     0.480289    -2.947195
51249.50     1.012432     0.586535    -2.696434
51249.75     1.083714     0.512736    -2.714663
51250.00     1.101229     0.419626    -1.954340
51250.25     1.045909     0.295049    -1.981330
51250.50     0.983319     0.269389    -1.521512
51250.75     0.965361     0.150265    -1.674059
51251.00     0.872960     0.068466    -0.376374
51251.25     0.726418    -0.121967    -0.251478
51251.50     0.511555    -0.171418     0.227310
51251.75     0.216967    -0.195087    -0.913758
51252.00    -0.041769     0.000876     0.260438
51252.25    -0.334971     0.098044     0.166070
51252.50    -0.541695     0.291444     0.984615
51252.75    -0.749115     0.387787     1.258781
51253.00    -0.746596     0.431709     2.793865
51253.25    -0.838888     0.338533     3.581233
51253.50    -0.884444     0.363028     4.248299
51253.75    -0.917606     0.296295     4.979897
51254.00    -0.768736     0.245725     6.283253
51254.25    -0.671273     0.079542     5.752906
51254.50    -0.412863    -0.144642     4.720271
51254.75    -0.085436    -0.468950     1.635784
51255.00     0.114230    -0.455177     0.061663
51255.25     0.209459    -0.430285    -2.242927
51255.50     0.321262    -0.279529    -3.822981
51255.75     0.385876    -0.183598    -5.337752
51256.00     0.495620    -0.019658    -4.533891
51256.25     0.457189     0.089853    -5.311808
51256.50     0.410953     0.179234    -5.465848
51256.75     0.382830     0.191288    -5.878450
51257.00     0.373225     0.195747    -4.368765
51257.25     0.317365     0.037376    -4.235589
51257.50     0.261463    -0.009216    -3.715449
51257.75     0.235472    -0.181807    -3.643084
51258.00     0.284998    -0.218489    -2.488278
51258.25     0.295630    -0.265198    -2.797832
51258.50     0.248693    -0.221118    -2.927550
51258.75     0.197859    -0.083776    -3.233691
51259.00     0.291411     0.153305    -1.453954
51259.25     0.341015     0.230892    -1.519222
51259.50     0.370223     0.341299    -0.778003
51259.75     0.470422     0.303167    -0.612782
51260.00     0.520720     0.175474     0.383392
51260.25     0.382833     0.044362    -0.354540
51260.50     0.251509    -0.001087    -0.388030
51260.75     0.103121    -0.005198    -1.035721
51261.00     0.102176     0.086582    -0.137473
51261.25     0.190138    -0.040287    -0.744321
51261.50     0.209606    -0.034583    -1.616690
51261.75     0.312284    -0.058056    -3.046747
51262.00     0.325835     0.054297    -2.618504
51262.25     0.209388     0.037190    -3.598846
51262.50     0.074984     0.133761    -3.951867
51262.75    -0.106675     0.225303    -4.710154
51263.00    -0.264991     0.407727    -2.916978
51263.25    -0.486794     0.487710    -2.895604
51263.50    -0.638383     0.650134    -2.345970
51263.75    -0.725567     0.787507    -1.818665
51264.00    -0.735294     0.880033     0.508635
51264.25    -0.751564     0.883527     0.221426
51264.50    -0.775078     0.992073     0.630080
51264.75    -0.713818     0.950215     1.133563
51265.00    -0.571971     0.796746     2.316774
51265.25    -0.576386     0.535103     1.467814
51265.50    -0.554885     0.291889     1.050535
51265.75    -0.452553     0.068495    -0.716893
51266.00    -0.288320     0.051566    -0.761994
51266.25    -0.262853    -0.077011    -2.743971
51266.50    -0.338502    -0.037273    -3.285967
51266.75    -0.469042     0.002585    -3.748733
51267.00    -0.499170     0.182393    -2.276443
51267.25    -0.517149     0.318085    -2.287433
51267.50    -0.594554     0.493971    -1.580889
51267.75    -0.645675     0.691189    -0.674403
51268.00    -0.630091     0.686535     2.047152
51268.25    -0.555356     0.642501     2.952623
51268.50    -0.509173     0.680150     4.121198
51268.75    -0.340669     0.646709     5.121390
51269.00    -0.111509     0.596590     6.859237
51269.25     0.041005     0.598436     6.401463
51269.50     0.100380     0.578802     5.976436
51269.75     0.220645     0.462716     5.274236
51270.00     0.369174     0.404899     5.327441
51270.25     0.509936     0.335757     3.691814
51270.50     0.486622     0.414896     3.262363
51270.75     0.499059     0.390797     2.904535
51271.00     0.555772     0.407963     3.888975
51271.25     0.518635     0.365934     4.719340
51271.50     0.361710     0.397988     5.622856
51271.75     0.306353     0.313100     5.388580
51272.00     0.428138     0.268903     5.433040
51272.25     0.354215     0.186362     3.523321
51272.50     0.306970     0.289324     1.930291
51272.75     0.430738     0.442844     0.986818
51273.00     0.609418     0.614529     1.884885
51273.25     0.787098     0.669186     2.150263
51273.50     0.729895     0.795194     3.848867
51273.75     0.294708     0.623676     5.325469
51274.00    -0.130674     0.247145     5.623587
51274.25    -0.461826    -0.075919     2.754579
51274.50    -0.534113    -0.011254     0.701302
51274.75    -0.539013     0.148915    -0.708744
51275.00    -0.523811     0.348340     0.630114
