hydunit|avgpf|avgrf|avgtmrf|eros|mannit|mannrun|mannlea|comnit|comnrun|comnlea|lbspest|pestrun|pestlea|priorlea|priorrun
12060201|  1.83|   6.20|   1.38|    506987|  1423704.98|  6018236.06|  4133733.84|  2649216.09|  3664281.33|  7692010.92|    68266.43|    804.53|   297.262|     0|     2
12060202|  2.33|   8.16|   1.67|   1902278|  3386832.97| 19270064.31| 11847803.90|  7231878.20| 12081036.91| 25298523.91|   378913.53|  12660.08|  1600.480|     3|     4
12060203|  1.60|   8.36|   1.49|    534046|   406420.13|  2840558.68|  1214622.59|  1662413.59|  2481916.25|  4968270.39|   112469.54|   7535.38|     0.253|     0|     2
12060204|  2.60|   6.31|   1.32|    412319|  2625425.17| 12750562.64|  8899885.41|  1383496.91|  1831572.52|  4689893.32|    47534.36|   1140.94|   233.612|     0|     2
12070101|  3.08|   9.29|   1.95|   2754868|  1150509.72|  8245622.05|  6140040.50|  7112556.89| 13874278.98| 37958294.93|   433879.27|  21911.12|   581.079|     2|     4
12070102|  2.41|  10.58|   2.19|    212874|   384757.42|  2381272.92|  2139957.87|  1182106.98|  2589486.96|  6574685.78|    18689.44|    425.90|     7.536|     0|     0
12070103|  4.10|  10.94|   2.34|    374778|   720713.96|  5472904.19|  5031463.84|  1683715.33|  3942816.84| 11754389.81|    41320.78|   1372.50|   131.284|     0|     2
12070104|  6.48|  12.23|   1.97|    397637|   459593.67|  4126844.36|  3683618.99|  3809260.01|  7517546.67| 30531017.89|   292853.97|   5649.64|   525.280|     0|     2
12070201|  1.85|   6.20|   1.13|   1802367|  2860465.10| 13309004.72|  8472190.63|  4923593.38|  5539046.03| 14582810.91|   970320.62|   7921.14| 22630.999|     2|     4
12070202|  1.40|   6.44|   0.97|    171020|   299019.21|  1421530.94|   712804.84|   690868.50|   672149.99|  1646898.94|    25662.05|    869.01|    11.668|     0|     0
12070203|  2.65|   6.62|   1.14|    394180|   328064.90|  1493608.49|   804943.04|  3586512.06|  4084492.30|  8799898.79|    27042.62|    666.41|    35.606|     0|     0
12070204|  2.27|   8.87|   1.43|   1723375|   377257.91|  2709061.95|  1351364.34|  5330836.95|  7641962.68| 19095432.75|   320933.53|  18695.58|    16.170|     0|     4
12070205|  2.49|   7.61|   1.34|   1270678|   225724.91|  1471656.33|   727961.51|  4826738.93|  6491073.82| 15566204.82|   272005.29|  13283.71|    82.996|     0|     4
12080001|  0.33|   1.36|   0.27|    529625|   576806.85|   662717.70|   951801.97| 14063426.88|  3788385.00| 23206377.34|   452956.67|    570.04|  3895.967|     2|     0
12080002|  0.28|   2.66|   0.51|   1341987|   208430.12|   506339.85|   272295.15| 11926128.58|  6098252.00| 15580411.06|   838951.91|   5079.55|   225.608|     0|     3
12080003|  0.32|   1.26|   0.18|    673755|   461746.87|   783619.23|   834983.64|  6059734.87|  1094053.52| 10957907.40|   596317.68|    550.67| 11089.914|     2|     0
12080004|  0.22|   1.64|   0.34|   1676860|   224331.05|   359481.09|   407617.72| 11257317.95|  3861777.02| 20454957.92|  1204830.71|   1978.34| 10229.313|     2|     2
12080005|  0.01|   1.52|   0.34|    202167|    83735.41|   119976.54|    99346.36|  1732837.02|   594889.10|  2055893.25|   134992.30|    503.76|    85.150|     0|     0
12080006|  0.23|   1.72|   0.33|   1487353|    77725.52|   142077.70|   143146.57| 10878637.14|  3611522.41| 20035112.13|  1063707.08|   1811.12|  4630.872|     2|     2
12080007|  0.46|   1.99|   0.46|    247395|     7786.07|    18478.76|     8687.20|  2038790.54|   945656.05|  2274751.60|   119986.71|    200.25|   147.481|     0|     0
12080008|  0.73|   3.39|   0.66|    154812|   243600.17|   661157.22|   398794.92|  2849068.62|  1866521.17|  4664176.16|    28760.31|    433.70|     0.543|     0|     0
12090101|  0.80|   3.84|   0.69|    395491|   478734.30|  1380557.97|   772886.50|  6990381.10|  4818525.20| 11285531.75|   112806.38|    926.70|     0.315|     0|     0
12090102|  0.03|   3.93|   0.81|     82223|   295464.67|   866497.51|   302860.65|  2145216.06|  1727372.07|  2198914.42|    26040.84|    369.58|     0.000|     0|     0
12090103|  0.18|   1.47|   0.23|    388939|    42990.98|    78363.98|    65563.34|  1740366.05|   403927.98|  2654143.34|   219152.02|   2805.80|   230.300|     0|     0
12090104|  0.11|   2.99|   0.57|     93196|   229833.71|   570624.97|   289213.55|  2000194.09|  1141083.21|  2516964.30|    60534.74|    915.20|    24.539|     0|     0
12090105|  0.20|   3.93|   0.79|    664125|   422950.05|  1320355.12|   651852.17|  4057340.51|  3211027.53|  6253188.16|   279236.84|   3537.75|    11.903|     0|     0
12090106|  0.60|   5.63|   1.02|    709068|   391855.97|  1509184.28|   569075.08|  4410283.17|  4509034.47|  6404859.10|    97699.76|   2255.91|    56.541|     0|     0
12090107|  0.88|   5.79|   1.03|    286347|   506779.32|  1984791.00|  1040221.08|  2216708.79|  2287519.38|  4550042.03|    73790.01|    532.79|  1025.154|     2|     0
12090108|  0.52|   5.69|   1.28|    388794|   205725.82|   897868.20|   332232.91|  2306399.71|  2950662.43|  3724675.30|    37263.43|    443.63|     4.378|     0|     0
12090109|  1.33|   4.36|   0.67|    158189|   342724.95|  1435856.26|   497953.93|  1137458.36|   765307.88|  1652642.65|    67797.58|    471.62|  1942.099|     2|     0
12090110|  0.32|   1.37|   0.19|    120294|    39931.38|   131487.96|    41826.81|  1643001.09|   318774.50|  1720989.73|    12694.35|    414.40|     3.983|     0|     0
12090201|  1.12|   7.38|   1.37|     55896|   400269.53|  2343905.51|   852148.51|   512925.00|   701957.38|  1091984.88|     9183.03|    351.07|    24.990|     0|     0
12090202|  1.36|   2.77|   0.52|     22178|    44670.79|   219082.85|    54883.89|   154135.40|    80747.06|   189375.43|      606.06|      2.08|     1.594|     0|     0
12090203|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
12090204|  2.03|   4.40|   0.83|    111178|   465631.05|  2152848.32|   913791.97|   207803.52|   173136.23|   407810.40|    70992.12|    262.91|  1855.558|     2|     0
12090205|  2.79|   6.17|   1.07|    114827|    84832.73|   427223.84|   249712.94|  1955359.48|  2101397.48|  5755780.08|    19494.26|    769.72|     7.172|     0|     0
12090206|  2.45|   6.50|   0.69|    130242|  1056034.36|  6322405.28|  2703750.98|   438845.22|   302070.48|  1123569.68|    17092.63|    535.16|   144.233|     0|     2
12090301|  3.18|   9.84|   1.71|    999845|  2542995.44| 19425092.73| 12799760.11|  2976970.94|  5090361.13| 14984106.27|   175497.86|   5131.86|  1142.378|     3|     3
12090302|  4.78|  14.27|   1.51|    367694|   240408.70|  2675418.98|  1828076.55|  3852392.58|  5809273.04| 29293734.05|   371894.24|   8890.94|   315.555|     0|     3
12090401|  4.46|  13.84|   2.21|    257103|   316261.40|  3741576.42|  2699873.26|  4322839.28|  9551087.08| 36903391.38|   464320.78|   5434.75|  2141.853|     3|     2
12090402|  8.53|  10.88|   1.13|    214545|   108381.88|  1195760.87|  1296946.41|  3691782.13|  4176028.77| 44177526.90|   165830.16|   4242.08|    83.857|     2|     0
12100101|  5.55|  11.94|   0.93|    197684|   707121.38|  5075985.55|  4579887.57|  3158134.64|  2926774.15| 20454623.53|    88105.22|   1468.93|   154.752|     0|     0
12100102|  4.24|  11.24|   1.14|    707838|  1140357.41|  9178176.18|  7671763.58|  7264896.01|  8281442.65| 48874645.81|   591440.74|   8060.04|  1675.138|     3|     3
12100201|  2.67|   7.90|   1.44|     94219|   107501.51|   697643.82|   282199.59|   116561.29|   167712.85|   305982.22|    15405.74|    767.78|     2.324|     0|     0
12100202|  2.68|   9.75|   1.62|    419112| 10071824.19| 64725445.60| 42874591.37|  4098123.53|  6630214.10| 17445238.14|    77726.86|   2944.90|    83.900|     2|     2
12100203|  2.29|   8.91|   1.60|    572790|  2420966.33| 15999284.48|  8115977.56|  2371124.29|  3786906.93|  7948888.55|    88272.35|   4535.18|    16.288|     0|     2
12100204|  7.35|  12.58|   0.99|    163021|   323099.46|  2513003.68|  2256553.43|  1926715.41|  1916873.24| 13456340.44|    44147.54|   1069.33|    19.396|     0|     0
12100301|  2.04|   6.01|   0.84|    169179|    99155.11|   499884.64|   378146.19|  1967818.73|  1653704.32|  7504637.24|    22259.35|    242.02|    35.885|     0|     0
12100302|  2.46|   6.44|   0.40|    568757|   168828.58|  1031128.65|   588485.53|  2784532.47|  1109752.55|  9706040.62|   104221.95|   2812.02|   325.674|     0|     0
12100303|  1.99|   8.09|   0.67|   1055072|   701858.41|  4053823.40|  2629926.46|  3991273.26|  2671385.57| 14955659.14|   224721.17|   1223.67|   416.115|     0|     2
12100304|  2.37|   8.50|   1.30|    931483|   447655.42|  2955162.61|  1618789.41|  3079968.04|  4017579.74| 11137628.23|   187886.48|   5037.75|   332.239|     0|     0
12100401|  6.13|   9.42|   0.85|    853548|   128443.59|  1206772.09|  1119321.56|  6623948.54|  5650331.32| 57724394.72|   604941.34|  13813.56|   325.611|     2|     3
12100402|  9.04|   4.90|   0.34|    652292|    61015.76|   291151.69|   634060.52|  3800947.54|  1276465.66| 39498493.24|   264754.58|   8091.13|   112.380|     2|     2
12100403|  0.00|   0.00|   0.00|      6876|     9578.52|    21586.39|     4145.85|   838441.06|        0.00|   362900.62|     3944.69|    109.95|     0.000|     0|     0
12100404| 10.54|   4.67|   0.23|     13179|     3002.54|     7471.34|    55749.16|   102637.63|    24020.52|  1905710.09|     4753.18|    107.33|    11.495|     0|     0
12100405|  6.87|   6.14|   0.37|     84561|    44633.87|   198826.08|   395145.46|  1264555.49|   461582.01| 11195161.24|    69029.56|   1974.58|     6.177|     0|     0
12100406|  4.46|   8.06|   0.38|    112989|    78752.30|   460209.39|   410582.90|  3453726.72|  1309970.82| 18006346.28|    41604.11|    895.25|    26.344|     0|     0
12100407|  3.72|   5.91|   0.33|    466791|   197233.96|   968899.38|  1003171.19|  6476858.18|  2169631.17| 32942590.27|   272266.81|   6581.05|   119.498|     0|     2
12110101|  2.10|   3.33|   0.00|       391|    11512.00|    65246.44|    15792.43|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
12110102|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
12110103|  0.43|   3.39|   0.12|    371154|   137406.46|   477084.00|   249579.90|  1497325.98|   184595.03|  2719686.25|   126023.11|   2337.58|   150.567|     0|     0
12110104|  0.39|   2.64|   0.06|     21696|   121862.71|   276767.32|   157023.52|  1219227.74|    71580.47|  1571009.10|     5000.75|    191.83|     0.245|     0|     0
12110105|  0.59|   2.63|   0.31|     29730|    80046.32|   314944.96|   119705.20|   388138.48|   120948.96|   580441.39|     2066.60|     16.95|     0.000|     0|     0
12110106|  1.05|   4.57|   0.20|    600855|   861994.00|  3748059.13|  2011546.38|  5914331.27|  1209990.39| 13801664.16|   246140.07|   4973.21|  1973.440|     2|     0
12110107|  1.53|   5.68|   0.30|    156139|   402380.02|  2078692.24|   943534.04|  3201840.15|   965802.86|  7507940.27|    78599.39|   1365.63|   909.544|     0|     0
12110108|  1.66|   4.82|   0.13|    210344|   173610.97|   624603.79|   294141.44|   527055.05|    67970.09|   892966.23|    66257.28|    196.28|   913.802|     0|     0
12110109|  1.43|   5.90|   0.22|    310291|   368344.85|  1609884.48|  1046733.26|  1568690.88|   347723.88|  4457781.65|   169812.76|   3639.54|  2049.253|     2|     0
12110110|  0.92|   7.30|   0.48|    763954|   452184.65|  2416017.21|  1184994.94|  2466728.07|  1185003.51|  6464306.81|   154980.92|   1152.36|  1192.637|     2|     0
12110111|  1.55|   9.45|   0.67|    541566|   191140.58|  1104618.82|   551890.20|  5594822.42|  3736151.39| 16154224.13|   172540.30|   4440.91|   146.215|     0|     0
12110201|  1.04|  10.44|   0.67|     49268|    56197.08|   387029.39|   269243.77|  1138417.94|   758621.27|  5454232.12|    55101.58|   1489.79|    37.402|     0|     0
12110202|  0.80|   9.85|   0.66|     77462|     8883.76|    63129.63|    42019.54|  2745382.46|  1812306.66| 12985464.73|    87555.64|   2655.57|     7.134|     0|     0
12110203|  1.48|   3.83|   0.30|     16536|     1129.66|     1749.69|    11323.63|   349104.19|   106307.86|  3499386.67|    10952.98|    485.97|     0.000|     0|     0
12110204|  1.03|   8.64|   0.50|    456312|   420529.13|  2089484.23|   947347.37|  6683117.25|  3326771.45| 15055398.40|   161445.80|   3363.93|   291.557|     0|     0
12110205|  1.54|   8.22|   0.52|    986608|   664331.06|  3095489.83|  1796647.63| 10317280.54|  5415602.24| 27902530.26|   453215.70|  12549.13|   517.962|     0|     2
12110206|  1.10|   4.89|   0.16|    271501|    60311.60|   193786.80|   136915.22|  1061170.70|   171688.72|  2408996.43|    88372.19|     60.11|  1248.043|     2|     0
12110207|  1.83|   3.90|   0.17|    188986|   331924.46|   683196.76|   737893.39|  4577090.16|   787420.14| 10175220.59|    50528.37|     42.35|   251.217|     0|     0
12110208|  1.83|   3.59|   0.24|   2143469|   423185.92|  1392985.55|  1976974.93| 15492456.69|  3783496.47| 72375277.46|  1183363.04|  21916.23|  2918.263|     3|     3
13010001|  0.00|   1.58|   0.12|       396|     6319.72|     7276.66|    11458.32|    45342.72|     5426.50|    82211.13|      460.71|      0.12|     0.000|     0|     0
13010002|  0.00|   0.24|   0.03|     19684|    82966.60|    14480.88|   168312.22|   280814.15|     8753.48|   569680.51|    65508.59|     53.52|     5.831|     0|     0
13010003|  0.00|   0.13|   0.03|     15346|    46325.95|     6729.69|   107557.64|    21045.86|      619.54|    48863.41|   173034.99|    136.11|    34.915|     0|     0
13010004|  0.00|   0.25|   0.02|      3970|    21467.47|     2533.69|    45214.68|     2600.79|       44.11|     5477.77|    13414.82|      9.29|     1.391|     0|     0
13010005|  0.00|   0.19|   0.00|      1397|    33994.09|     7224.37|    98558.73|   139786.03|        0.00|   405280.23|      200.83|      0.01|     0.000|     0|     0
13020101|  0.00|   0.37|   0.02|      6849|    18047.11|     3986.30|    26123.30|    13940.39|      215.85|    20178.79|     2149.98|      0.48|     0.000|     0|     0
13020102|  0.00|   0.23|   0.06|      5148|     5094.85|      615.14|     5709.45|    78554.93|     4531.12|    88031.11|     2120.10|      1.01|     0.000|     0|     0
13020201|  0.02|   0.57|   0.04|       384|    56928.16|    18205.53|    57670.22|   431456.15|    17675.78|   437080.21|      508.48|      0.45|     0.035|     0|     0
13020202|  0.00|   1.46|   0.00|       378|    43770.65|    36040.53|    47528.76|    20927.70|        0.00|    22724.53|        0.00|      0.00|     0.000|     0|     0
13020203|  0.00|   0.33|   0.04|      4148|  1122781.67|   250393.46|  1365378.67|   258412.61|     9789.11|   314247.27|     3714.56|     11.92|     0.472|     0|     0
13020204|  0.00|   0.00|   0.00|         0|    39174.33|    10862.89|    39376.37|    18730.10|        0.00|    18826.70|        0.00|      0.00|     0.000|     0|     0
13020205|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
13020206|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
13020207|  0.00|   0.00|   0.00|       156|    52702.05|    12107.71|    54056.65|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
13020208|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
13020209|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
13020210|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
13020211|  0.00|   0.91|   0.00|       370|    37413.14|    17000.86|    37414.56|    21460.67|        0.00|    21461.48|        0.00|      0.00|     0.000|     0|     0
13030101|  0.00|   0.87|   0.00|       288|    67076.76|    33572.45|    67533.06|    38476.11|        0.00|    38737.85|        0.00|      0.00|     0.000|     0|     0
13030102|  0.01|   0.31|   0.02|     71753|  2908105.16|  1318549.08|  7031475.64|  2366041.61|    58464.70|  5720826.12|   172178.23|    805.37|     9.669|     0|     0
13030103|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
13030201|  0.10|   0.28|   0.00|      4865|    32254.50|     6810.52|    37006.19|   168150.41|        0.00|   192922.12|        0.00|      0.00|     0.000|     0|     0
13030202|  0.00|   0.27|   0.03|     42766|   115379.37|    58262.97|   138226.48|   183322.75|     5143.45|   219623.83|    27879.58|     88.28|     0.390|     0|     0
13040100|  0.00|   0.23|   0.04|     26995|   848102.83|   181606.37|  1178227.16|   408883.27|    17328.65|   568041.23|    96488.62|    875.53|     2.106|     0|     0
13040201|  0.38|   0.11|   0.00|     12296|    45302.00|    16765.33|    52490.02|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
